asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfInvestment,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,ShareIssued,ShortTermDebtPayments,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2019-12-31,12M,EUR,,,,,,,,24528330.0,0.10332,,,,,,,-250000.0,,,,,,,,,,,,-250000.0,,,0.0,,,,582548.0,,,,,,,,24528330.0,0.10332,,,,,,,,,,,,,,,,,,,,-75751.0,,,,,,21782.0,0.0,0.0,,1206193.0,,1183319.0,,1206193.0,-417443.0,21782.0,,,,,,,,,,,,,,,,,,,788750.0,,,1.0,,,,,,,,72834.0,,,,,,,,,,,,,,,,,,,250000.0,,,536127.0,,,,-1625.0,,,294336.0,-417443.0,0.0,,,,-559660.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,
2020-12-31,12M,EUR,2808201.0,6555783.0,-1666354.0,6784444.0,-36754.0,1210291.0,27725.0,94518518.0,0.249967,3804958.0,-4019821.0,1463172.0,109225.0,8265630.0,8265630.0,,8245889.0,19741.0,964872.0,4460672.0,-528902.0,881320.0,2035871.0,-2128409.0,1224752.0,4460672.0,109225.0,,12714946.0,3470869.0,-2056646.0,12603898.0,19238573.0,431536.0,1223672.0,431536.0,9831544.0,635933.0,1786809.0,1786809.0,1786809.0,576518.0,94518518.0,0.199973,2550868.0,3393365.0,5180174.0,8265630.0,228199209.0,3361639.0,528902.0,2960601.0,,,5689266.0,11598535.0,6592537.0,3554237.0,7382153.0,37544.0,37544.0,54.0,54.0,-76672.0,,528902.0,12714946.0,-5881389.0,27725.0,17582.0,,,3470869.0,2107207.0,1031636.0,5534924.0,1031636.0,2107207.0,-455313.0,17582.0,306000.0,273320.0,236264872.0,730590.0,-169020.0,,1414223.0,2550868.0,2550868.0,2719888.0,2550868.0,2550868.0,2719888.0,2719888.0,-3430627.0,-74897.0,-1861568.0,295523.0,1651894.0,-74897.0,1651893.0,,1887883.0,-589194.0,295523.0,1116411.0,245819.0,1091159.0,1824406.0,,5182978.0,2553140.637889,6980422.0,3946855.0,3435298.0,19986051.0,94518518.0,-1.0,2.0,,5909269.0,523766.0,66666.0,-1.0,204393.0,1952886.0,3280917.0,1724182.0,,0.0,5258034.0,568246.0,335021.0,3355821.0,511255.0,-1861568.0,12603898.0,1786809.0,,-455313.0,-2056646.0,4008736.0,,98315636.0,,12714946.0,1116411.0,-531.362111,635933.0,0.189501,1829055.0,-207707.0,33065203.0,12714946.0,1463172.0,13445535.0,16550753.0,19619668.0,13826628.0,9788124.0,37407.0,19986051.0,496947.0,-2804.0,-2804.0,,10143.0,3797118.0,2056646.0,,9407029.0
2021-12-31,12M,EUR,3078224.0,9141947.0,-2802947.0,10746839.0,-87981.0,2143260.0,2092978.0,33162519.0,0.109985,8265630.0,-9051225.0,1455874.0,159045.0,11012119.0,11012119.0,,11007547.0,4572.0,-184893.0,2746489.0,-136857.0,-1573974.0,270023.0,-2586164.0,-4211865.0,2746488.0,159045.0,,23128152.0,6947034.0,,9514138.0,24353194.0,444863.0,,444863.0,11215571.0,-650433.0,2960480.0,2960480.0,2960480.0,817220.0,40531968.0,0.089988,3647392.0,3249029.0,6209509.0,11012119.0,93642764.0,10492802.0,419735.0,-3226656.0,,0.0,8238084.0,17614224.0,9229928.0,4765891.0,19437849.0,46401.0,46401.0,1059399.0,1059399.0,,919924.0,665759.0,23128152.0,-13570883.0,2092978.0,,,,6947034.0,,1011011.0,,1011011.0,,,,198000.0,341366.0,103152823.0,1117478.0,-205669.0,0.0,6947034.0,3647392.0,3647392.0,3853061.0,3647392.0,3647392.0,3853061.0,3853061.0,-8158947.0,919917.0,-4519657.0,941029.0,,919917.0,2604739.0,-1.0,1962944.0,-892278.0,941029.0,5513928.0,1887591.0,1408778.0,4231215.0,,6209509.0,3647392.0,5824569.0,17155145.0,2282704.0,28951987.0,36845193.0,1.0,682906.0,,9376140.0,-919924.0,84535.0,-251407.0,187824.0,756523.0,4424525.0,1341315.0,,0.0,4938158.0,,453687.0,3202628.0,566380.0,,9514138.0,2960480.0,,,,5341097.0,0.0,37754499.0,,23128152.0,5513928.0,0.0,-650433.0,0.24,1738367.0,1256898.0,47995465.0,23128152.0,1455874.0,24245630.0,26669283.0,23749835.0,23642272.0,12534264.0,93081.0,28951987.0,1103411.0,0.0,0.0,251407.0,,909306.0,1968242.0,246024.0,13137623.0
2022-12-31,12M,EUR,11765203.0,28394450.0,-3880113.0,16385972.0,-151256.0,3258610.0,618609.0,41475250.0,0.04,11012119.0,-24133075.0,3075656.0,215080.0,22217383.0,22299411.0,,22213918.0,3465.0,617856.0,11205265.0,-1331117.0,-5845324.0,1915645.0,-3163425.0,-7806365.0,11205264.0,215080.0,,33092258.0,2859855.0,-610077.0,29893680.0,65469809.0,1128239.0,,1128239.0,32841774.0,2852131.0,4442789.0,4442789.0,4442789.0,1184179.0,41475250.0,0.04,1659010.0,4679678.0,9122467.0,22217383.0,75842548.0,18216689.0,3210411.0,-15162067.0,758123.0,758123.0,28763883.0,40948523.0,28545706.0,7904400.0,32713642.0,134265.0,134265.0,94367.0,94367.0,-479143.0,,3432881.0,33092258.0,-15982433.0,618609.0,,,,2859855.0,,1947417.0,,1947417.0,,,,783000.0,486087.0,87860375.0,1283024.0,-34272.0,7254168.0,2249778.0,1659010.0,1659010.0,1693281.0,1659010.0,1659010.0,1693281.0,1693281.0,-21197654.0,-1231525.0,896474.0,15966912.0,13801321.0,-1231525.0,-1.0,,4024287.0,-2935421.0,2165591.0,-7856265.0,2701722.0,10455473.0,4739031.0,,9122467.0,1659010.0,8971008.0,26930961.0,5782681.0,62607322.0,42246183.0,,1484360.0,-1.0,12184640.0,479143.0,92032.0,-5080351.0,413712.0,2671812.0,7418313.0,7345668.0,82028.0,0.0,19353951.0,,465468.0,4545413.0,816184.0,,29893680.0,4442789.0,,,-610077.0,5436938.0,7254168.0,43358737.0,,33092258.0,-7856265.0,0.0,2852132.0,0.24,3531931.0,-1457736.0,113854985.0,33092258.0,3075656.0,34375282.0,56824641.0,79479703.0,48385173.0,46637929.0,1191627.0,62607322.0,4916936.0,,,5080351.0,,1112554.0,2584420.0,222470.0,32628035.0
2023-12-31,12M,EUR,10915191.0,29626425.0,-5590957.0,16385972.0,-327132.0,4324413.0,391044.0,,,22217383.0,-8761377.0,3147403.0,215080.0,11344273.0,11388615.0,,11340266.0,4007.0,-629790.0,-10873111.0,614544.0,4654854.0,-850012.0,-2318190.0,1471406.0,-10873110.0,215080.0,,35812548.0,0.0,-1490480.0,41299634.0,51356458.0,1174508.0,,1174508.0,33611221.0,2652155.0,6064443.0,6064443.0,6064443.0,1740030.0,,,3557593.0,6392519.0,12456962.0,11344273.0,72626331.0,-4852617.0,2602652.0,-6546533.0,,,28763884.0,42335061.0,29953557.0,10031643.0,51051829.0,232611.0,232611.0,191540.0,191540.0,-1354697.0,,2818337.0,35812548.0,-8235337.0,391044.0,,,,0.0,,1972895.0,,1972895.0,,,,557419.0,508090.0,89134595.0,629847.0,49840.0,0.0,-1490480.0,3557593.0,3557593.0,3507753.0,3557593.0,3557593.0,3557593.0,3507753.0,-6604948.0,-1398819.0,526040.0,-3362138.0,-6321545.0,-1398819.0,1.0,,4440686.0,-2156429.0,2959407.0,-6522513.0,2766495.0,1887914.0,5524919.0,,12456962.0,3557593.0,2214844.0,43537225.0,7514604.0,92351463.0,42243884.0,,-1.0,,13571177.0,1354697.0,126180.0,,1381418.0,2050983.0,9523553.0,2585828.0,44342.0,0.0,17011764.0,,584733.0,6159908.0,988890.0,,41299634.0,6064443.0,,,-1490480.0,7646827.0,,43352973.0,,35812548.0,-6522513.0,0.0,2652155.0,0.24,4352520.0,-3523502.0,101415926.0,35812548.0,3147403.0,36442395.0,84836859.0,64973531.0,50059466.0,31362310.0,1357748.0,92351463.0,4045590.0,,,,,1109089.0,2664057.0,215685.0,17745237.0
