asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808815.0,,,,,,70548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137337.0,145516.0,,,,50070.0,,,,200006.0,,,,,,,,,,,,,433385.0,433385.0,,-50070.0,,,,,,,,,,,,,,,,987452.0,,,,-50070.0,-50070.0,30996.0,,,
2020-12-31,12M,EUR,3252101.0,2020793.0,-4447036.0,2214950.0,204177.0,,42957.0,7360000.0,0.094381,727659.0,-3027008.0,1437800.0,578734.0,578734.0,572926.0,5808.0,207408.0,-148925.0,-42317.0,-31174.0,-308469.0,-272790.0,-447342.0,-148925.0,1437800.0,5040781.0,0.0,343847.0,11900278.0,5766486.0,508708.0,508708.0,28249.0,5283688.0,325160.0,914294.0,914294.0,914294.0,710117.0,75918.0,7360000.0,0.094381,694642.0,,1073667.0,1987961.0,578734.0,,,1758440.0,49446.0,-1895377.0,634094.0,11249509.0,4398605.0,53865.0,53865.0,0.0,0.0,-216240.0,141625.0,8061131.0,-3038996.0,42957.0,10348.0,,0.0,3196883.0,1808885.0,2511642.0,2511642.0,3196883.0,-1482248.0,10348.0,,4802945.0,,0.0,2441616.0,694642.0,694642.0,694642.0,694642.0,694642.0,694642.0,694642.0,-479904.0,-216240.0,-11988.0,1758440.0,1714635.0,-216240.0,,6802473.0,-2547104.0,43805.0,4406687.0,,393949.0,1987961.0,694642.0,1131631.0,3049127.0,1349478.0,16298883.0,7360000.0,,,634094.0,318228.0,,-113436.0,,424242.0,4293832.0,2995996.0,,0.0,3881465.0,129490.0,483647.0,1019802.0,1808885.0,,-479904.0,-11988.0,-2547104.0,92179.0,11900278.0,914294.0,-1482248.0,,694642.0,,,7360000.0,,5040781.0,4406687.0,0.0,325160.0,0.318846,1089.0,-341464.0,13325420.0,7552423.0,3020350.0,5040781.0,14949405.0,8284639.0,7559125.0,3000951.0,,162375.0,16298883.0,205122.0,,,19442.0,,482798.0,
2021-12-31,12M,EUR,3662741.0,2458598.0,-5426039.0,2732622.0,276458.0,,999.0,7492959.0,0.031818,578734.0,-4849766.0,1498592.0,3634346.0,3634346.0,3623697.0,10649.0,1239035.0,3055612.0,-82389.0,-584116.0,410640.0,-700080.0,283090.0,3055612.0,1498592.0,5884217.0,3113414.0,542530.0,14283818.0,7408897.0,577919.0,577919.0,19860.0,7139281.0,42320.0,1265445.0,1265445.0,1265445.0,988987.0,40962.0,7492959.0,0.031818,238408.0,,346250.0,1611695.0,3634346.0,24025221.0,,5975930.0,1436.0,-2962277.0,915182.0,15918468.0,4081187.0,65522.0,65522.0,18575.0,18575.0,-241632.0,224014.0,11839753.0,-4807807.0,999.0,10348.0,,3113414.0,3664127.0,1818385.0,5377617.0,5377617.0,3664127.0,-777253.0,10348.0,,7769561.0,23078313.0,3113414.0,2321190.0,238408.0,238408.0,238408.0,238408.0,238408.0,238408.0,238408.0,-528616.0,-241632.0,-11988.0,2862516.0,2886874.0,-241632.0,53947.0,10492429.0,-4321150.0,-24358.0,4969035.0,,521632.0,1611695.0,238408.0,1887489.0,3807712.0,273475.0,18365005.0,7492959.0,,,915182.0,388505.0,,250794.0,,388551.0,5787992.0,817136.0,,0.0,4456181.0,102121.0,788591.0,280728.0,1818385.0,,-528616.0,-11988.0,-4321150.0,222578.0,14283818.0,1265445.0,-777253.0,,238408.0,,,7492959.0,,5884217.0,4969035.0,0.0,42320.0,0.150751,254943.0,-69418.0,18971507.0,11261834.0,5955536.0,5884217.0,18091530.0,13087290.0,11563211.0,5948009.0,,194685.0,18365005.0,404889.0,,,7798.0,,269616.0,
2022-12-31,12M,EUR,2466384.0,3346269.0,-6728327.0,2736315.0,344663.0,,6993.0,7494709.0,-0.106635,3634346.0,-2997565.0,1498942.0,1168276.0,1168276.0,1158931.0,9345.0,356367.0,-2466070.0,-71563.0,-188384.0,-1196357.0,-1068853.0,-2168790.0,-2466070.0,1498942.0,5160825.0,4043.0,231149.0,23894638.0,6170960.0,1479275.0,1479275.0,53953.0,7266659.0,0.0,1647021.0,1647021.0,1647021.0,1302358.0,0.0,7494709.0,-0.106635,-799201.0,,-649326.0,997695.0,1168276.0,23769892.0,53463.0,1561183.0,0.0,-4011259.0,913861.0,18572023.0,4499561.0,149875.0,149875.0,1.0,1.0,-351097.0,295577.0,12471366.0,-3013559.0,6993.0,10348.0,10000.0,4043.0,1500000.0,,5831266.0,5831266.0,1500000.0,-360182.0,20348.0,100000.0,9259863.0,18783220.0,4043.0,6142265.0,-799201.0,-799201.0,-799201.0,-799201.0,-799201.0,-799201.0,-799201.0,-343940.0,-351097.0,-15994.0,1557140.0,1139818.0,-351097.0,,11843696.0,-2653625.0,417322.0,4246964.0,16962.0,642644.0,1337327.0,-459569.0,-1013694.0,4602528.0,-102967.0,28394199.0,7494709.0,1184903.0,3329868.0,913861.0,290528.0,-1.0,,265665.0,516062.0,6716610.0,1260706.0,,0.0,3321271.0,106686.0,,-799201.0,2364401.0,273828.0,-343940.0,-15994.0,-2653625.0,295577.0,23894638.0,1647021.0,-360182.0,173828.0,-799201.0,,,7494709.0,-339632.0,5160825.0,4246964.0,0.0,0.0,0.0,46179.0,-18971.0,19018355.0,10992091.0,7310541.0,5160825.0,28497166.0,13857530.0,12847396.0,6590871.0,,201223.0,28394199.0,338825.0,-339632.0,-339632.0,,,-1095699.0,165804.0
2023-12-31,12M,EUR,3532067.0,3990036.0,-8259605.0,2742867.0,386240.0,386240.0,6000.0,7494709.0,0.068307,1168276.0,-2781836.0,1499502.0,630110.0,630110.0,620906.0,9204.0,255300.0,-538166.0,-11696.0,4023.0,1065683.0,-523198.0,790112.0,-538166.0,1499502.0,5656521.0,7112.0,1456.0,16428658.0,6122765.0,1275648.0,1275648.0,81817.0,8388038.0,142072.0,1531278.0,1917518.0,1917518.0,1531278.0,0.0,7494709.0,0.068307,511940.0,0.0,989142.0,2906660.0,630110.0,16848159.0,30108.0,-1179974.0,0.0,660759.0,765916.0,21115563.0,6431548.0,335129.0,335129.0,369.0,369.0,-528296.0,307273.0,11859684.0,-2800787.0,6000.0,10348.0,10000.0,7112.0,182598.0,,4927515.0,4927515.0,182598.0,-1107378.0,20348.0,100000.0,10187161.0,10342698.0,7112.0,5573053.0,511940.0,511940.0,511941.0,511940.0,511940.0,511940.0,511941.0,-238295.0,-528296.0,-18951.0,-1187086.0,-924780.0,-528296.0,,12855958.0,-2543541.0,-262306.0,4890605.0,11357.0,769998.0,3185012.0,729825.273277,3442595.0,4968085.0,1463463.0,22860206.0,7494709.0,,,765916.0,487544.0,,,164498.0,632364.0,7618536.0,1067350.0,,0.0,4404948.0,92715.0,,654013.0,3308410.0,116100.0,-238295.0,-18951.0,-2543541.0,307273.0,16428658.0,1917518.0,-1107378.0,162252.0,-287261.0,,,7499709.0,-278352.0,5656521.0,4890605.0,-60466.726723,142072.0,0.217231,46179.0,0.0,19853429.0,10584036.0,6203163.0,5656521.0,21396743.0,14196908.0,13730664.0,5808870.0,,193536.0,22860206.0,240517.0,-278352.0,-278352.0,,5000.0,-2265273.0,116100.0
