symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
UBM.MI,2019-12-31,12M,EUR,96000.0,2000.0,-115000.0,,-2000.0,50000.0,776000.0,776000.0,,50000.0,668000.0,1374000.0,,,772000.0,7000.0,,,17000.0,4000.0,268000.0,81000.0,668000.0,,,,,105000.0,,152000.0,651000.0,,7250000.0,17000.0,1000.0,-1000.0,610000.0,,6000.0,749000.0,23000.0,73000.0,-4333000.0,7250000.0,668000.0,651000.0,509000.0,1547000.0,668000.0,,668000.0,879000.0,173000.0,107000.0,43000.0,0.0,602000.0
UBM.MI,2020-12-31,12M,EUR,238000.0,372000.0,-156000.0,,-2000.0,50000.0,43000.0,43000.0,,50000.0,1560000.0,891000.0,,,298000.0,7000.0,,,862000.0,374000.0,267000.0,68000.0,1560000.0,,,,,11000.0,,111000.0,698000.0,,7250000.0,862000.0,,-1000.0,27000.0,,7000.0,296000.0,2000.0,61000.0,-4111000.0,7250000.0,1560000.0,698000.0,401000.0,1868000.0,1560000.0,,1560000.0,308000.0,977000.0,10000.0,31000.0,0.0,593000.0
UBM.MI,2023-12-31,12M,EUR,1953448.0,529514.0,,37284293.0,,215698.0,2787854.0,2787854.0,2787854.0,215698.0,27350236.0,7234290.0,81787.0,81787.0,4050086.0,1783529.0,669768.0,20918011.0,22431641.0,,2375274.0,1985325.0,27847015.0,0.0,414992.0,414992.0,0.0,,2264651.0,2375274.0,4918595.0,232012.0,21569800.0,1513630.0,,,579810.0,110623.0,525436.0,2925620.0,,198827.0,-10830616.0,21569800.0,27350236.0,4918595.0,1406161.0,32047326.0,27765228.0,496779.0,27350236.0,4697090.0,24813036.0,647004.0,392362.0,2969.0,3184204.0
