symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFF,InvestingCashFlow,LongTermDebtPayments,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
IGV.MI,2023-01-31,3M,EUR,,,,,,,,,,,,,,,,,,,-262000.0,,,,,386000.0,,,,-363000.0,,,,,,,,,,386000.0,11000.0,0.0
IGV.MI,2023-04-30,3M,EUR,7854000.0,-798000.0,-2020000.0,3000.0,-1354000.0,586000.0,-404000.0,2449000.0,628000.0,1894000.0,-2020000.0,0.0,580000.0,580000.0,0.0,5834000.0,-254000.0,-1369000.0,254000.0,-1195000.0,-871000.0,-2421000.0,-2552000.0,-401000.0,,-871000.0,-871000.0,,,-794000.0,-571000.0,-577000.0,84000.0,,,-783000.0,-871000.0,,,
IGV.MI,2023-07-31,3M,EUR,5834000.0,-1296000.0,11515000.0,-662000.0,-1555000.0,8778000.0,7744000.0,-765000.0,-2884000.0,10676000.0,11515000.0,0.0,722000.0,722000.0,0.0,17349000.0,-610000.0,12125000.0,-56000.0,-1296000.0,-554000.0,1664000.0,1786000.0,-4000.0,0.0,-554000.0,-554000.0,,,-1292000.0,13421000.0,77000.0,160000.0,-4000.0,0.0,-1292000.0,-554000.0,,,
IGV.MI,2023-10-31,3M,EUR,17349000.0,-215000.0,-4704000.0,769000.0,4078000.0,-9314000.0,-4836000.0,-3680000.0,2949000.0,-10057000.0,-4704000.0,477000.0,918000.0,918000.0,0.0,12645000.0,-151000.0,-4389000.0,56000.0,-379000.0,257000.0,4638000.0,4821000.0,,,257000.0,257000.0,,,-234000.0,-4174000.0,-15000.0,-75000.0,,,-234000.0,257000.0,,,
IGV.MI,2024-01-31,3M,EUR,12645000.0,-304000.0,-3391000.0,-67000.0,-598000.0,1236000.0,-2066000.0,565000.0,-548000.0,-1478000.0,-3391000.0,-16000.0,670000.0,670000.0,0.0,9254000.0,-446000.0,-2608000.0,,-641000.0,-375000.0,-1179000.0,-1280000.0,-37000.0,,-375000.0,-375000.0,67000.0,-343000.0,-261000.0,-2304000.0,-208000.0,8000.0,-38000.0,,-266000.0,-375000.0,1000.0,5000.0,0.0
IGV.MI,2024-04-30,3M,EUR,9254000.0,-595000.0,-1169000.0,88000.0,-1158000.0,645000.0,-694000.0,3312000.0,57000.0,2250000.0,-1169000.0,-13000.0,499000.0,499000.0,0.0,8085000.0,-422000.0,-1052000.0,,-290000.0,-234000.0,-2548000.0,-2681000.0,-42000.0,,-234000.0,-234000.0,-32000.0,491000.0,-559000.0,-457000.0,-318000.0,1000.0,-41000.0,,-554000.0,-234000.0,-1000.0,-5000.0,-196000.0
IGV.MI,2024-04-30,TTM,EUR,5834000.0,-2410000.0,2251000.0,128000.0,781000.0,1345000.0,148000.0,-568000.0,-426000.0,1391000.0,2251000.0,448000.0,2809000.0,2809000.0,0.0,8085000.0,-1629000.0,4076000.0,,-2606000.0,-906000.0,2575000.0,2646000.0,,,-906000.0,-906000.0,,,-2346000.0,6486000.0,-464000.0,94000.0,,,-2346000.0,-906000.0,,,-447000.0
