symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
IGV.MI,2023-01-31,3M,EUR,,,,,12007000.0,,,,,,,,,,,,,,,,,,,12007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172991.0,,
IGV.MI,2023-04-30,3M,EUR,4450000.0,1532000.0,,-797000.0,,,42969000.0,5834000.0,5834000.0,42969000.0,59103000.0,,13467000.0,,,,,20692000.0,2519000.0,2329000.0,,401000.0,59103000.0,,1000.0,,,,1000.0,1733000.0,,2085000.0,58367000.0,56584000.0,3322000.0,682000.0,,47597339.0,3331000.0,13368000.0,,818000.0,2369000.0,,,,5527000.0,,,-543000.0,47597339.0,59103000.0,56584000.0,2369000.0,92947000.0,59103000.0,,61188000.0,31759000.0,79480000.0,11067000.0,1077000.0,,,1622000.0,-7225000.0
IGV.MI,2023-07-31,3M,EUR,12407000.0,4454000.0,,,,,42969000.0,17349000.0,17349000.0,42969000.0,60639000.0,,30217000.0,,,,,35805000.0,2303000.0,,,1059000.0,60639000.0,,1000.0,,,,1000.0,1728000.0,,2206000.0,58760000.0,58336000.0,3434000.0,702000.0,,47597339.0,5535000.0,20747000.0,,718000.0,2417000.0,,,,13596000.0,,,1224000.0,47597339.0,60639000.0,58336000.0,1820000.0,109697000.0,60639000.0,,62845000.0,46852000.0,79480000.0,11047000.0,1189000.0,,,1622000.0,-5588000.0
IGV.MI,2023-10-31,3M,EUR,7458000.0,1497000.0,-120352000.0,-434000.0,11992000.0,391000.0,42969000.0,12645000.0,12645000.0,42969000.0,65219000.0,99000.0,18438000.0,286000.0,1215000.0,1501000.0,1583000.0,18366000.0,2267000.0,1931000.0,178402000.0,379000.0,68338000.0,11992000.0,1000.0,105000.0,1904000.0,2009000.0,1000.0,1766000.0,18956000.0,2398000.0,58051000.0,62952000.0,3542000.0,665000.0,750000.0,47597339.0,441000.0,5706000.0,2267000.0,-3000.0,2490000.0,642000.0,34247000.0,262000.0,9019000.0,893000.0,125100000.0,5759000.0,47770330.0,65219000.0,62952000.0,1631000.0,96758000.0,67123000.0,3510000.0,67617000.0,29141000.0,78320000.0,10775000.0,919000.0,303000.0,172991.0,1622000.0,72000.0
IGV.MI,2024-01-31,3M,EUR,5392000.0,2045000.0,,,,,42969000.0,9255000.0,9255000.0,42969000.0,63830000.0,,16318000.0,,1249000.0,1249000.0,,18445000.0,2222000.0,,,446000.0,67161000.0,,1000.0,,2082000.0,2082000.0,1000.0,1747000.0,,2293000.0,57668000.0,61608000.0,3570000.0,667000.0,,47597339.0,2720000.0,11033000.0,,663000.0,1835000.0,,,,6163000.0,,,4580000.0,47597339.0,63830000.0,61608000.0,1852000.0,94469000.0,65912000.0,3331000.0,66123000.0,28346000.0,78151000.0,9901000.0,771000.0,,,1622000.0,-2127000.0
IGV.MI,2024-04-30,3M,EUR,4919000.0,1948000.0,,,,,42969000.0,8085000.0,8085000.0,42969000.0,61091000.0,,16095000.0,,,,,22274000.0,2084000.0,,,360000.0,61091000.0,,1000.0,,,,1000.0,1657000.0,,1959000.0,60444000.0,59007000.0,3533000.0,666000.0,,47597339.0,3599000.0,14914000.0,,680000.0,1925000.0,,,,5714000.0,,,1899000.0,47770330.0,61091000.0,59007000.0,2103000.0,97076000.0,61091000.0,,63050000.0,34026000.0,80981000.0,11752000.0,795000.0,,172991.0,1622000.0,-6179000.0
