symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,TaxesRefundPaid
CED.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,0.0,,,,5850000.0,,0.0,,,,-1000.0,,,,0.0,,,,,-4665000.0,,,-4665000.0,,,,,,,,0.0,374000.0,,
CED.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,0.0,,,,,,,,,,-1000.0,,,,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,,,
CED.MI,2020-12-31,12M,EUR,112368000.0,-1048000.0,,-11872000.0,60000.0,-121000.0,-244000.0,-1637000.0,905000.0,-1037000.0,-11872000.0,,,-12479000.0,6729000.0,6729000.0,3250000.0,,0.0,100496000.0,-5513000.0,5983000.0,,-549000.0,0.0,-13390000.0,,-44277000.0,-44277000.0,-537000.0,-12405000.0,-5513000.0,,-448000.0,-5513000.0,7031000.0,-2870000.0,-989000.0,754000.0,-600000.0,-12405000.0,-448000.0,,63000.0,0.0,-71000.0
CED.MI,2021-12-31,12M,EUR,100496000.0,-400000.0,,-33886000.0,-104000.0,-44000.0,-5507000.0,197000.0,3514000.0,-1944000.0,-33886000.0,0.0,,-7242000.0,6563000.0,6563000.0,12571000.0,,0.0,66610000.0,-5164000.0,22613000.0,,-549000.0,0.0,-51735000.0,,28733000.0,28733000.0,-183000.0,-51335000.0,-5164000.0,-5164000.0,-217000.0,-5164000.0,23013000.0,-13144000.0,-897000.0,-2026000.0,-183000.0,-66333000.0,-217000.0,,0.0,14998000.0,-626000.0
CED.MI,2022-12-31,12M,EUR,66610000.0,-404000.0,-3204000.0,-42616000.0,-837000.0,-148000.0,222000.0,66000.0,2511000.0,1814000.0,-42616000.0,-3204000.0,,-3822000.0,6405000.0,6405000.0,17466000.0,17466000.0,,23994000.0,-4421000.0,1053000.0,,-673000.0,73000.0,-39652000.0,,6996000.0,6996000.0,-152000.0,-56714000.0,,-1217000.0,-252000.0,,1457000.0,-16769000.0,-1968000.0,-1037000.0,-152000.0,-130450000.0,-252000.0,,,73736000.0,-1102000.0
CED.MI,2023-12-31,12M,EUR,23994000.0,-560000.0,-3204000.0,-7953000.0,357000.0,61000.0,-2078000.0,1228000.0,-1826000.0,-2258000.0,-7953000.0,-3204000.0,,-1097000.0,6420000.0,6420000.0,,17161000.0,,16041000.0,-7538000.0,644000.0,,-760000.0,954000.0,-1619000.0,,16231000.0,16231000.0,-185000.0,-18220000.0,,-4334000.0,-375000.0,,1204000.0,-16747000.0,-1814000.0,241000.0,-185000.0,-27084000.0,-375000.0,,,8864000.0,-349000.0
CED.MI,2023-12-31,TTM,EUR,23994000.0,-560000.0,-3204000.0,-7953000.0,357000.0,61000.0,-2078000.0,1228000.0,-1826000.0,-2258000.0,-7953000.0,-3204000.0,,-1097000.0,6420000.0,6420000.0,,17161000.0,,16041000.0,-7538000.0,644000.0,,-760000.0,954000.0,-1619000.0,,16231000.0,16231000.0,-185000.0,-18220000.0,,-4334000.0,-375000.0,,1204000.0,-16747000.0,-1814000.0,241000.0,-185000.0,-27084000.0,-375000.0,,,8864000.0,-349000.0
