symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFF,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments
NTW.MI,2019-12-31,12M,EUR,,,,-524000.0,,,,,,,,,,,,,,45000.0,17000.0,,,,,407000.0,,,,,,,,,,,,,,,,,,24000.0,392000.0,
NTW.MI,2020-12-31,12M,EUR,701000.0,920000.0,-467000.0,,-636000.0,55000.0,-133000.0,-67000.0,0.0,-636000.0,0.0,-23000.0,687000.0,1388000.0,284000.0,-1147000.0,238000.0,-18000.0,-45000.0,-229000.0,-194000.0,0.0,959000.0,959000.0,-1847000.0,0.0,0.0,-2023000.0,-2098000.0,-888000.0,-888000.0,330000.0,-194000.0,-1413000.0,705000.0,,257000.0,1226000.0,0.0,-467000.0,-1847000.0,273000.0,,-1413000.0
NTW.MI,2021-12-31,12M,EUR,793000.0,284000.0,-488000.0,,49000.0,18000.0,1047000.0,-282000.0,324000.0,49000.0,150000.0,33000.0,599000.0,1392000.0,333000.0,-950000.0,746000.0,,,-215000.0,-235000.0,150000.0,0.0,0.0,-338000.0,0.0,150000.0,-1604000.0,-1700000.0,-579000.0,-338000.0,,-235000.0,-241000.0,1234000.0,,239000.0,973000.0,0.0,-488000.0,-579000.0,253000.0,,-241000.0
NTW.MI,2022-12-31,12M,EUR,839000.0,333000.0,-709000.0,,-26000.0,-55000.0,2857000.0,-1761000.0,432000.0,-26000.0,0.0,-240000.0,554000.0,1393000.0,307000.0,-322000.0,296000.0,,,-174000.0,-709000.0,0.0,0.0,,-37000.0,0.0,0.0,-1776000.0,-1860000.0,-227000.0,-37000.0,174000.0,-709000.0,-190000.0,1005000.0,,112000.0,1199000.0,0.0,-709000.0,-227000.0,0.0,0.0,-190000.0
NTW.MI,2023-12-31,12M,EUR,1057000.0,307000.0,-1792000.0,,-225000.0,191000.0,4836000.0,-3421000.0,2123000.0,-224000.0,0.0,-4000.0,679000.0,1736000.0,82000.0,-173000.0,-51000.0,,,-368000.0,-1792000.0,0.0,285000.0,,-35000.0,0.0,0.0,-13390000.0,-13419000.0,59000.0,-35000.0,200000.0,-1792000.0,94000.0,1741000.0,-1000.0,353000.0,10980000.0,0.0,-1792000.0,-226000.0,,285000.0,-191000.0
NTW.MI,2023-12-31,TTM,EUR,1057000.0,307000.0,-1792000.0,,-225000.0,191000.0,4836000.0,-3421000.0,2123000.0,-224000.0,0.0,-4000.0,679000.0,1736000.0,82000.0,-173000.0,-51000.0,,,-368000.0,-1792000.0,0.0,285000.0,,-35000.0,0.0,0.0,-13390000.0,-13419000.0,59000.0,-35000.0,200000.0,-1792000.0,94000.0,1741000.0,-1000.0,353000.0,10980000.0,0.0,-1792000.0,-226000.0,,285000.0,-191000.0
