symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
NTW.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655000.0,,,,,,,,,,,,,,,,,
NTW.MI,2020-12-31,12M,EUR,5273000.0,15934000.0,559000.0,-221000.0,0.0,2303000.0,1986000.0,2784000.0,284000.0,284000.0,284000.0,2784000.0,-3890000.0,11040000.0,310000.0,2128000.0,2438000.0,16834000.0,275000.0,2594000.0,6020000.0,16155000.0,4825000.0,-168000.0,288000.0,-1558000.0,253000.0,,2111000.0,1676000.0,204000.0,1880000.0,544000.0,2195000.0,135000.0,-444000.0,2048000.0,4825000.0,-9910000.0,1300000.0,352000.0,5115000.0,14036494.0,,3426000.0,131000.0,,1919000.0,276000.0,-5846000.0,12817000.0,1579000.0,0.0,181000.0,-7316000.0,14036494.0,-3890000.0,-9910000.0,380000.0,24288000.0,-3686000.0,4318000.0,-4334000.0,28622000.0,13248000.0,11788000.0,5625000.0,2246000.0,-5794000.0
NTW.MI,2021-12-31,12M,EUR,5545000.0,15156000.0,674000.0,-329000.0,0.0,2135000.0,1759000.0,2819000.0,333000.0,333000.0,333000.0,2819000.0,-4819000.0,10885000.0,315000.0,1628000.0,1943000.0,17385000.0,296000.0,2594000.0,5681000.0,15485000.0,4418000.0,-168000.0,270000.0,-3066000.0,0.0,239000.0,2003000.0,1444000.0,125000.0,1569000.0,239000.0,2585000.0,78000.0,-534000.0,1420000.0,4418000.0,-10500000.0,1296000.0,335000.0,4350000.0,14210792.0,,3087000.0,98000.0,,1969000.0,202000.0,-5168000.0,13142000.0,2300000.0,0.0,142000.0,-8909000.0,14210792.0,-4819000.0,-10500000.0,294000.0,22700000.0,-4694000.0,3512000.0,-5353000.0,28053000.0,11815000.0,10668000.0,5628000.0,1829000.0,-6500000.0
NTW.MI,2022-12-31,12M,EUR,7755000.0,16035000.0,674000.0,-955000.0,0.0,1936000.0,1660000.0,2819000.0,307000.0,307000.0,307000.0,2819000.0,-6017000.0,13376000.0,352000.0,1402000.0,1754000.0,20053000.0,304000.0,2779000.0,5626000.0,16990000.0,4241000.0,-168000.0,325000.0,-4472000.0,0.0,102000.0,1972000.0,1308000.0,143000.0,1451000.0,102000.0,2889000.0,175000.0,-619000.0,1238000.0,4241000.0,-11643000.0,1289000.0,326000.0,3553000.0,14210792.0,,2847000.0,114000.0,,5058000.0,158000.0,-3713000.0,18299000.0,3046000.0,0.0,189000.0,-10693000.0,14210792.0,-6017000.0,-11643000.0,422000.0,24747000.0,-5874000.0,3205000.0,-6636000.0,31383000.0,11372000.0,11330000.0,5486000.0,3111000.0,-6677000.0
NTW.MI,2023-12-31,12M,EUR,9288000.0,15768000.0,674000.0,-1193000.0,0.0,1575000.0,1273000.0,36594000.0,82000.0,82000.0,82000.0,36594000.0,13963000.0,15673000.0,392000.0,1475000.0,1867000.0,25288000.0,278000.0,25003000.0,28462000.0,16961000.0,4104000.0,-170000.0,134000.0,15826000.0,0.0,2160000.0,1828000.0,881000.0,388000.0,1269000.0,2160000.0,3794000.0,550000.0,-645000.0,1781000.0,4104000.0,-14499000.0,2454000.0,320000.0,4154000.0,49025578.0,1000.0,3459000.0,210000.0,-2000.0,7222000.0,151000.0,-742000.0,23420000.0,,0.0,26000.0,-24065000.0,49025578.0,13963000.0,-14499000.0,431000.0,53062000.0,14351000.0,3136000.0,13318000.0,39744000.0,37390000.0,14456000.0,6910000.0,4921000.0,-9615000.0
