symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfInvestment,TaxesRefundPaid
YOLO.MI,2020-12-31,12M,EUR,890000.0,-10000.0,,-1000.0,1224000.0,,-609000.0,-760000.0,206000.0,-1176000.0,1224000.0,,4412000.0,672000.0,672000.0,2113000.0,4412000.0,-1863000.0,,-1335000.0,4412000.0,,,,,4412000.0,-1357000.0,-1813000.0,,-1325000.0,,,,-10000.0,,-1853000.0,-1000.0,9000.0,,,-1328000.0,-10000.0,,3000.0,456000.0
YOLO.MI,2021-12-31,12M,EUR,2113439.0,-13312.0,,1326.0,202069.0,,-587749.0,1160834.0,-534450.0,-43161.0,202069.0,,2500000.0,965370.0,965370.0,2315508.0,2500000.0,-340773.0,0.0,-1970470.0,2500000.0,0.0,0.0,0.0,0.0,2500000.0,-1219231.0,-1756032.0,,-1957157.0,0.0,0.0,-1.0,-13312.0,0.0,-327461.0,,-30439.0,0.0,,-1957157.0,-13312.0,0.0,0.0,536801.0
YOLO.MI,2022-12-31,12M,EUR,2315508.0,-4038547.0,-51983.0,469860.0,9068660.0,0.0,-1243152.0,1491832.0,-1819667.0,-1209520.0,9068660.0,-51983.0,10008555.0,1440862.0,1440862.0,11384168.0,14458073.0,-5318403.0,-86590.0,-4109557.0,10008555.0,4596300.0,4596300.0,-67293.0,-71010.0,10008555.0,-1587111.0,-2182488.0,-4024664.0,-4024664.0,4501501.0,4529007.0,,-13883.0,-27506.0,-1279856.0,,79229.0,-71010.0,-4024664.0,-4024664.0,-13883.0,-67293.0,,678651.0
YOLO.MI,2023-12-31,12M,EUR,11384168.0,-3887117.0,-10646.0,-125644.0,-6718354.0,-13015.0,288734.0,237569.0,-1961105.0,-1646653.0,-6718354.0,-10646.0,0.0,2637299.0,2637299.0,4665815.0,-272568.0,-5366118.0,-190544.0,-4966785.0,0.0,0.0,0.0,-210167.0,-1079668.0,0.0,-2744809.0,-3919702.0,-3819284.0,,-261922.0,-210167.0,,-67833.0,-51755.0,-1479001.0,1.0,222786.0,-1079668.0,-3819284.0,,-67833.0,-210167.0,,1417814.0
YOLO.MI,2023-12-31,TTM,EUR,11384168.0,-3887117.0,-10646.0,-125644.0,-6718354.0,-13015.0,288734.0,237569.0,-1961105.0,-1646653.0,-6718354.0,-10646.0,0.0,2637299.0,2637299.0,4665815.0,-272568.0,-5366118.0,-190544.0,-4966785.0,0.0,0.0,0.0,-210167.0,-1079668.0,0.0,-2744809.0,-3919702.0,-3819284.0,,-261922.0,-210167.0,,-67833.0,-51755.0,-1479001.0,1.0,222786.0,-1079668.0,-3819284.0,,-67833.0,-210167.0,,1417814.0
