symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,GeneralAndAdministrativeExpense,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,PretaxIncome,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
YOLO.MI,2020-12-31,12M,EUR,663000.0,6095800.0,-0.222612,672000.0,9000.0,6095800.0,-0.222612,-1357000.0,-1813000.0,,0.0,0.0,,,,-1357000.0,-1357000.0,-1357000.0,-1357000.0,-1357000.0,-1357000.0,0.0,0.0,-1357000.0,893000.0,1162000.0,,-1813000.0,672000.0,,,,0.0,-456000.0,0.251517,2706000.0,893000.0,,,
YOLO.MI,2021-12-31,12M,EUR,956232.0,6095800.0,-0.200012,965369.0,9137.0,6095800.0,-0.200012,-1219231.0,-1756032.0,640000.0,0.0,0.0,,,0.0,-1219231.0,-1219231.0,-1219231.0,-1219231.0,-1219231.0,-1219231.0,0.0,0.0,-1219231.0,1788801.0,1659992.0,,-1756032.0,965370.0,605000.0,1245000.0,,0.0,-536801.0,0.30569,3544832.0,1788801.0,,,
YOLO.MI,2022-12-31,12M,EUR,1394956.0,8749300.0,-0.181399,1413918.0,18962.0,8749300.0,-0.181399,-1587111.0,-2182489.0,,86590.0,86590.0,0.0,0.0,3317.0,-1587111.0,-1587111.0,-1590428.0,-1587111.0,-1587111.0,-1590428.0,-86590.0,-86590.0,-1587111.0,4604620.0,3511413.0,0.0,-2269079.0,1440862.0,,,0.0,0.0,-678651.0,0.299087,6873699.0,4604620.0,0.0,0.0,0.0
YOLO.MI,2023-06-30,TTM,EUR,,8749300.0,-0.262125,,,8749300.0,-0.262125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOLO.MI,2023-12-31,12M,EUR,2598362.0,,,2629311.0,30949.0,,,-2744809.0,-3853429.0,,256818.0,256818.0,66274.0,66274.0,-52377.0,-2744809.0,-2744809.0,-2692433.0,-2744809.0,-2744809.0,-2692432.0,-190544.0,-190544.0,-2739576.430083,9488445.0,7307850.0,0.0,-4110247.0,2637299.0,,,-7988.0,-2755.430083,-1417814.0,0.344946,13598692.0,9488445.0,-7988.0,-7988.0,7988.0
YOLO.MI,2023-12-31,TTM,EUR,2598362.0,8749300.0,-0.313718,2629311.0,30949.0,8749300.0,-0.313718,-2744809.0,-3853429.0,,256818.0,256818.0,66274.0,66274.0,-52377.0,-2744809.0,-2744809.0,-2692433.0,-2744809.0,-2744809.0,-2692432.0,-190544.0,-190544.0,-2739576.430083,9488445.0,7307850.0,0.0,-4110247.0,2637299.0,,,-7988.0,-2755.430083,-1417814.0,0.344946,13598692.0,9488445.0,-7988.0,-7988.0,7988.0
