asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfBusiness,SaleOfInvestmentProperties,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-12388000.0,,,,,6900000.0,1.14,,,,,,,,-3450000.0,,,,,,,,,,,-3450000.0,,0.0,,,,,,,,,,,,,,,,6900000.0,1.14,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-6346000.0,,,,,,-1000.0,,,,,,,,,,,,,,721000.0,,,,-1000.0,78000.0,,,,,,,,,,,,,,,,,,-6400000.0,,,,,2810000.0,2810000.0,,,12259000.0,,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.0
2020-12-31,12M,EUR,43940000.0,65520000.0,-24218000.0,18173000.0,,7845000.0,282000.0,6900000.0,0.38,29428000.0,21560000.0,-2443000.0,19052000.0,6900000.0,41843000.0,41980000.0,-3450000.0,41792000.0,51000.0,12622000.0,4417000.0,10830000.0,-6523000.0,-5113000.0,3611000.0,12622000.0,6900000.0,,38326000.0,,0.0,402000.0,99507000.0,158179000.0,3800000.0,19758000.0,23558000.0,2289000.0,117819000.0,26000.0,15204000.0,15204000.0,15204000.0,7359000.0,10994000.0,6900000.0,0.38,2614000.0,3209000.0,18413000.0,-207000.0,41843000.0,168041000.0,0.0,6842000.0,2306000.0,13929000.0,-4669000.0,-1000.0,263000.0,27555000.0,52025000.0,,35000000.0,123828000.0,,,1762000.0,1762000.0,93000.0,93000.0,-2195000.0,35997000.0,100413000.0,-10592000.0,282000.0,194000.0,,26599000.0,4925000.0,15252000.0,42329000.0,57581000.0,26599000.0,-12353000.0,194000.0,470000.0,18808000.0,123165000.0,6880000.0,1193000.0,-6940000.0,0.0,20244000.0,797000.0,2614000.0,2614000.0,1421000.0,2614000.0,2614000.0,1421000.0,1421000.0,-1368000.0,-1826000.0,,59000.0,15955000.0,14246000.0,-1826000.0,-781000.0,1000.0,35000000.0,-1075000.0,1709000.0,-13699000.0,8249000.0,4381000.0,13607000.0,7267383.552177,16372000.0,121404000.0,2424000.0,223335000.0,6900000.0,1159000.0,52025000.0,371000.0,51000.0,69000.0,660000.0,63689000.0,4262000.0,35000000.0,2102000.0,137000.0,-28000.0,0.0,50394000.0,767000.0,1820000.0,2457000.0,1447000.0,0.0,-181000.0,-6940000.0,-1368000.0,,,-1075000.0,8679000.0,99507000.0,15204000.0,,,-12353000.0,0.0,9615000.0,0.0,,0.0,263000.0,6900000.0,-4701000.0,0.0,38326000.0,-13699000.0,1383.552177,26000.0,0.017968,7834000.0,-3396000.0,245731000.0,80655000.0,81139000.0,45206000.0,220911000.0,200525000.0,87552000.0,82706000.0,-2277000.0,157000.0,223335000.0,2192000.0,4806000.0,77000.0,962000.0,,25012000.0,40360000.0,
2021-12-31,12M,EUR,53427000.0,75860000.0,,18173000.0,,6805000.0,290000.0,6877986.0,1.23,41843000.0,22309000.0,-2480000.0,25722000.0,6900000.0,47645000.0,47802000.0,,47503000.0,142000.0,4160000.0,-128000.0,6238000.0,9487000.0,-11597000.0,4000000.0,4160000.0,6900000.0,,47268000.0,,-599000.0,260000.0,106062000.0,178263000.0,3917000.0,18496000.0,22413000.0,3788000.0,137238000.0,507000.0,14287000.0,14287000.0,14286000.0,7481000.0,2517000.0,6877986.0,1.23,8446000.0,12786000.0,27073000.0,1642000.0,47645000.0,299523789.0,33000.0,-7627000.0,2249000.0,14339000.0,-5156000.0,12000.0,350000.0,27417000.0,47681000.0,,39679000.0,145850000.0,0.0,107000.0,1501000.0,1501000.0,33000.0,33000.0,-2340000.0,35896000.0,100700000.0,-5032000.0,290000.0,213000.0,,11900000.0,3746000.0,21805000.0,34936000.0,56741000.0,11900000.0,-19875000.0,213000.0,1283000.0,8702000.0,259458789.0,10066000.0,-2332000.0,63000.0,-599000.0,5787000.0,-211000.0,8446000.0,8446000.0,10778000.0,8446000.0,8446000.0,10778000.0,10778000.0,-1323000.0,-1496000.0,,-2662000.0,-2030000.0,-7975000.0,-1496000.0,-85000.0,,39679000.0,-1110000.0,5945000.0,-413000.0,6790000.0,4256000.0,21744000.0,3356415.418697,16819000.0,138683000.0,7167000.0,251912000.0,6882196.0,1053000.0,20264000.0,-1778000.0,,,203000.0,81842000.0,5004000.0,4662000.0,2725000.0,157000.0,-62000.0,0.0,62593000.0,-163000.0,2080000.0,2671000.0,11285000.0,0.0,813000.0,0.0,-1323000.0,-2662000.0,,-1157000.0,9791000.0,106062000.0,14287000.0,,,-19875000.0,-599000.0,,63000.0,,47000.0,350000.0,6900000.0,-45000.0,297000.0,47268000.0,-413000.0,239415.418697,507000.0,0.044927,9521000.0,-4133000.0,266159000.0,82204000.0,79154000.0,57334000.0,244745000.0,208825000.0,87896000.0,71587000.0,7122000.0,28000.0,251912000.0,4162000.0,5329000.0,5329000.0,,17804.0,23856000.0,41025000.0,0.0
2022-12-31,12M,EUR,79324000.0,84152000.0,-41852000.0,18173000.0,-3892000.0,7489000.0,233000.0,6879207.0,-0.25,47645000.0,31836000.0,-2955000.0,27654000.0,6900000.0,54344000.0,54502000.0,-5507000.0,54273000.0,71000.0,5490000.0,-13175000.0,3535000.0,19757000.0,-10872000.0,-755000.0,5490000.0,6900000.0,,31993000.0,,-128000.0,7000.0,146009000.0,223209000.0,4757000.0,22132000.0,26889000.0,4024000.0,186429000.0,1394000.0,15864000.0,15864000.0,15864000.0,8375000.0,9364000.0,6879207.0,-0.25,-1752000.0,3324000.0,19188000.0,1209000.0,54344000.0,267058750.0,2383000.0,5204000.0,5115000.0,11012000.0,-618000.0,,394000.0,36699000.0,59518000.0,88043000.0,90132000.0,182089000.0,1406000.0,0.0,2387000.0,2387000.0,134000.0,134000.0,-2280000.0,52722000.0,115219000.0,-13681000.0,233000.0,351000.0,,52300000.0,13136000.0,22897000.0,61094000.0,83991000.0,52300000.0,-29406000.0,351000.0,1322000.0,26590000.0,223505750.0,4817000.0,-1295000.0,-9115000.0,-128000.0,28882000.0,-1220000.0,-1752000.0,-1752000.0,-457000.0,-1752000.0,-1752000.0,-457000.0,-457000.0,-1905000.0,-3036000.0,,-1663000.0,33258000.0,22894000.0,-3036000.0,-14249000.0,,48280000.0,-998000.0,10364000.0,-27525000.0,8493000.0,5130000.0,17960000.0,-1419840.0,13967000.0,179169000.0,2920000.0,328098000.0,6877100.0,1340000.0,22819000.0,3087000.0,,669000.0,,105101000.0,6195000.0,18563000.0,6968000.0,158000.0,-690000.0,0.0,91496000.0,-183000.0,2765000.0,5626000.0,937000.0,0.0,812000.0,-9115000.0,-1905000.0,-1663000.0,,-1050000.0,17396000.0,146009000.0,15864000.0,,,-29406000.0,-128000.0,,,,52000.0,394000.0,6900000.0,-88000.0,542000.0,31993000.0,-27525000.0,122160.0,1394000.0,0.24,13809000.0,-2030000.0,333973000.0,93087000.0,110880000.0,36810000.0,325178000.0,297163000.0,110765000.0,110734000.0,2891000.0,783000.0,328098000.0,5977000.0,1228000.0,509000.0,1765000.0,22900.0,30211000.0,36780000.0,59000.0
2023-12-31,12M,EUR,73357000.0,73511000.0,-49579000.0,18173000.0,-3049000.0,6694000.0,257000.0,,,54344000.0,30694000.0,-2835000.0,24179000.0,6900000.0,46962000.0,47152000.0,,46916000.0,46000.0,-6536000.0,-5730000.0,8391000.0,-7011000.0,-4366000.0,-8716000.0,-6536000.0,6900000.0,,18213000.0,330000.0,,60000.0,167046000.0,229430000.0,5188000.0,70259000.0,75447000.0,7529000.0,246291000.0,-818000.0,16355000.0,16355000.0,16354000.0,9660000.0,14326000.0,,,-11647000.0,-5705000.0,10650000.0,-846000.0,46962000.0,273150881.0,631000.0,-2321000.0,4807000.0,-2710000.0,5250000.0,,515000.0,37423000.0,55142000.0,76560000.0,92624000.0,203748000.0,1173000.0,,5487000.0,5487000.0,362000.0,362000.0,-4128000.0,58131000.0,101314000.0,-4340000.0,257000.0,339000.0,330000.0,15900000.0,13181000.0,18991000.0,12842000.0,31833000.0,15900000.0,-16540000.0,339000.0,1086000.0,29024000.0,196309881.0,2748000.0,-1273000.0,-1523000.0,330000.0,36139000.0,1912000.0,-11647000.0,-11647000.0,-10374000.0,-11647000.0,-11647000.0,-10374000.0,-10374000.0,-586000.0,-4899000.0,,0.0,6960000.0,-640000.0,-4899000.0,-140000.0,,43045000.0,-2231000.0,7600000.0,-36929000.0,7562000.0,5841000.0,15728000.0,-5732004.0,125000.0,203289000.0,459000.0,370794000.0,6888066.0,,17719000.0,4879000.0,,759000.0,,120811000.0,7242000.0,19665000.0,22903000.0,190000.0,-118000.0,0.0,86017000.0,137000.0,3048000.0,4322000.0,-11192000.0,0.0,-29000.0,-1620000.0,-586000.0,0.0,,-2249000.0,14683000.0,167046000.0,16355000.0,,,-16540000.0,,,97000.0,,18000.0,515000.0,6900000.0,-329000.0,-558000.0,18213000.0,-36929000.0,-11004.0,-818000.0,0.002,14709000.0,-3917000.0,328845000.0,31055000.0,107280000.0,20961000.0,370335000.0,307884000.0,99414000.0,61593000.0,153000.0,-226000.0,370794000.0,5418000.0,-5078000.0,-5502000.0,,11934.0,38641000.0,-16861000.0,23000.0
