symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestmentProperties,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
SOM.MI,2019-12-31,12M,EUR,,,-3450000.0,,,,,,,,-3450000.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,-6346000.0,,,,,-1000.0,,,,,,,,,,-6400000.0,,,,,54000.0,,,
SOM.MI,2019-12-31,TTM,EUR,,,-3450000.0,,,,,,,,,0.0,,,,,,,,,,,-654000.0,,0.0,,,,,0.0,,,,,,,,,-1064000.0,-1000.0,-6346000.0,,,,,176000.0,,,,,-6400000.0,,,,,54000.0,,
SOM.MI,2020-12-31,12M,EUR,29428000.0,-2443000.0,-3450000.0,12622000.0,4417000.0,10830000.0,-6523000.0,-5113000.0,3611000.0,12622000.0,,,0.0,26000.0,15204000.0,15204000.0,-207000.0,41843000.0,6842000.0,13929000.0,-4669000.0,-1000.0,-2195000.0,-10592000.0,,26599000.0,26599000.0,-12353000.0,-6940000.0,0.0,797000.0,2614000.0,1421000.0,-1368000.0,,59000.0,15955000.0,14246000.0,-781000.0,1000.0,-1075000.0,1709000.0,16372000.0,371000.0,767000.0,-181000.0,-6940000.0,-1368000.0,,,-1075000.0,-12353000.0,0.0,0.0,,0.0,0.0,-3396000.0
SOM.MI,2021-12-31,12M,EUR,41843000.0,-2480000.0,,4160000.0,-128000.0,6238000.0,9487000.0,-11597000.0,4000000.0,4160000.0,,,-599000.0,507000.0,14287000.0,14287000.0,1642000.0,47645000.0,-7627000.0,14339000.0,-5156000.0,12000.0,-2340000.0,-5032000.0,,11900000.0,11900000.0,-19875000.0,63000.0,-599000.0,-211000.0,8446000.0,10778000.0,-1323000.0,,-2662000.0,-2030000.0,-7975000.0,-85000.0,,-1110000.0,5945000.0,16819000.0,-1778000.0,-163000.0,813000.0,0.0,-1323000.0,-2662000.0,,-1157000.0,-19875000.0,-599000.0,63000.0,,47000.0,297000.0,-4133000.0
SOM.MI,2022-12-31,12M,EUR,47645000.0,-2955000.0,-5507000.0,5490000.0,-13175000.0,3535000.0,19757000.0,-10872000.0,-755000.0,5490000.0,,,-128000.0,1394000.0,15864000.0,15864000.0,1209000.0,54344000.0,5204000.0,11012000.0,-618000.0,,-2280000.0,-13681000.0,,52300000.0,52300000.0,-29406000.0,-9115000.0,-128000.0,-1220000.0,-1752000.0,-457000.0,-1905000.0,,-1663000.0,33258000.0,22894000.0,-14249000.0,,-998000.0,10364000.0,13967000.0,3087000.0,-183000.0,812000.0,-9115000.0,-1905000.0,-1663000.0,,-1050000.0,-29406000.0,-128000.0,,,52000.0,542000.0,-2030000.0
SOM.MI,2023-12-31,12M,EUR,54344000.0,-2835000.0,,-6536000.0,-5730000.0,8391000.0,-7011000.0,-4366000.0,-8716000.0,-6536000.0,,330000.0,,-818000.0,16355000.0,16355000.0,-846000.0,46962000.0,-2321000.0,-2710000.0,5250000.0,,-4128000.0,-4340000.0,330000.0,15900000.0,15900000.0,-16540000.0,-1523000.0,330000.0,1912000.0,-11647000.0,-10374000.0,-586000.0,,0.0,6960000.0,-640000.0,-140000.0,,-2231000.0,7600000.0,125000.0,4879000.0,137000.0,-29000.0,-1620000.0,-586000.0,0.0,,-2249000.0,-16540000.0,,97000.0,,18000.0,-558000.0,-3917000.0
SOM.MI,2023-12-31,TTM,EUR,54344000.0,-2835000.0,,-6536000.0,-5730000.0,8391000.0,-7011000.0,-4366000.0,-8716000.0,-6536000.0,,330000.0,,-818000.0,16355000.0,16355000.0,-846000.0,46962000.0,-2321000.0,-2710000.0,5250000.0,,-4128000.0,-4340000.0,330000.0,15900000.0,15900000.0,-16540000.0,-1523000.0,330000.0,1912000.0,-11647000.0,-10374000.0,-586000.0,,0.0,6960000.0,-640000.0,-140000.0,,-2231000.0,7600000.0,125000.0,4879000.0,137000.0,-29000.0,-1620000.0,-586000.0,0.0,,-2249000.0,-16540000.0,,97000.0,,18000.0,-558000.0,-3917000.0
