symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SOM.MI,2019-12-31,12M,EUR,,6900000.0,1.14,,,,6900000.0,1.14,,,,,,3000.0,,,,,,,,,,,,,,,,,,,78000.0,,,,,,,2810000.0,2810000.0,,,,,,,,,,,,60000.0
SOM.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2810000.0,2810000.0,,,,,,,,,,,,173000.0
SOM.MI,2020-12-31,12M,EUR,7845000.0,6900000.0,0.38,99507000.0,15204000.0,7359000.0,6900000.0,0.38,2614000.0,3209000.0,18413000.0,263000.0,123828000.0,,1762000.0,1762000.0,93000.0,93000.0,1193000.0,2614000.0,2614000.0,1421000.0,2614000.0,2614000.0,1421000.0,-1826000.0,-1826000.0,13607000.0,7267383.552177,121404000.0,2424000.0,223335000.0,660000.0,63689000.0,-28000.0,0.0,1447000.0,99507000.0,15204000.0,,,263000.0,-4701000.0,1383.552177,26000.0,0.017968,220911000.0,-2277000.0,157000.0,223335000.0,4806000.0,77000.0,
SOM.MI,2021-12-31,12M,EUR,6805000.0,6877986.0,1.23,106062000.0,14286000.0,7481000.0,6877986.0,1.23,8446000.0,12786000.0,27073000.0,350000.0,145850000.0,107000.0,1501000.0,1501000.0,33000.0,33000.0,-2332000.0,8446000.0,8446000.0,10778000.0,8446000.0,8446000.0,10778000.0,-1496000.0,-1496000.0,21744000.0,3356415.418697,138683000.0,7167000.0,251912000.0,203000.0,81842000.0,-62000.0,0.0,11285000.0,106062000.0,14287000.0,,,350000.0,-45000.0,239415.418697,507000.0,0.044927,244745000.0,7122000.0,28000.0,251912000.0,5329000.0,5329000.0,0.0
SOM.MI,2022-12-31,12M,EUR,7489000.0,6879207.0,-0.25,146009000.0,15864000.0,8375000.0,6879207.0,-0.25,-1752000.0,3324000.0,19188000.0,394000.0,182089000.0,0.0,2387000.0,2387000.0,134000.0,134000.0,-1295000.0,-1752000.0,-1752000.0,-457000.0,-1752000.0,-1752000.0,-457000.0,-3036000.0,-3036000.0,17960000.0,-1419840.0,179169000.0,2920000.0,328098000.0,,105101000.0,-690000.0,0.0,937000.0,146009000.0,15864000.0,,,394000.0,-88000.0,122160.0,1394000.0,0.24,325178000.0,2891000.0,783000.0,328098000.0,1228000.0,509000.0,59000.0
SOM.MI,2023-06-30,TTM,EUR,,6878154.0,-0.56,,,,6878154.0,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM.MI,2023-12-31,12M,EUR,6694000.0,,,167046000.0,16354000.0,9660000.0,,,-11647000.0,-5705000.0,10650000.0,515000.0,203748000.0,,5487000.0,5487000.0,362000.0,362000.0,-1273000.0,-11647000.0,-11647000.0,-10374000.0,-11647000.0,-11647000.0,-10374000.0,-4899000.0,-4899000.0,15728000.0,-5732004.0,203289000.0,459000.0,370794000.0,,120811000.0,-118000.0,0.0,-11192000.0,167046000.0,16355000.0,,,515000.0,-329000.0,-11004.0,-818000.0,0.002,370335000.0,153000.0,-226000.0,370794000.0,-5078000.0,-5502000.0,23000.0
SOM.MI,2023-12-31,TTM,EUR,6694000.0,6883698.0,-1.69,167046000.0,16354000.0,9660000.0,6883698.0,-1.69,-11647000.0,-5705000.0,10650000.0,515000.0,203748000.0,,5487000.0,5487000.0,362000.0,362000.0,-1273000.0,-11647000.0,-11647000.0,-10374000.0,-11647000.0,-11647000.0,-10374000.0,-4899000.0,-4899000.0,15728000.0,-5732004.0,203289000.0,459000.0,370794000.0,,120811000.0,-118000.0,0.0,-11192000.0,167046000.0,16355000.0,,,515000.0,-329000.0,-11004.0,-818000.0,0.002,370335000.0,153000.0,-226000.0,370794000.0,-5078000.0,-5502000.0,23000.0
