asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,-110804.0,,,,,,-4033786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.0,,,,,,,0.0,,,,,-150310.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-6465.0,,,,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,0.0,,,,,,,88004.0,88004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,15277564.0,6944151.0,-26146000.0,-1014000.0,565000.0,,10675190.0,0.717,33655790.0,1529000.0,-1838169.0,1912604.0,3524533.0,29568134.0,29568134.0,-4050041.0,29566000.0,2000.0,-6712862.0,-1761281.0,,3701907.0,769433.0,2710059.0,-6712862.0,3524533.0,,75011644.0,7392.0,0.0,45970727.0,46331265.0,542782.0,2603000.0,3145782.0,22293178.0,321057.0,1637850.0,2565179.0,2565179.0,2265000.0,1700000.0,10765276.0,0.711,7654111.0,9389961.0,11955140.0,26942928.0,114626538.0,-7322804.0,6933000.0,26423946.0,13589942.0,-2121.0,3352000.0,17453307.0,44581307.0,7958000.0,37613000.0,37489814.0,300000.0,98000.0,98000.0,4000.0,4000.0,-112485.0,,,8528435.0,81165867.0,-14818169.0,9000.0,110000.0,7392.0,8846000.0,1369822.0,3551223.0,4921045.0,119000.0,24571000.0,140447286.0,-12980000.0,7392.0,7654111.0,7654111.0,7654111.0,7654111.0,7654111.0,7654110.0,7654111.0,-359451.0,-94000.0,0.0,-2602963.0,-2602963.0,-94000.0,,11467000.0,-1478718.0,30430337.0,0.0,395002.0,328432.0,12253140.0,7899583.950005,15428111.0,28936323.0,8553491.0,83460541.0,10680402.0,,-455.0,243.0,27128000.0,435.0,112485.0,-149.0,,1148000.0,1888239.0,2820000.0,2667000.0,539000.0,-2000.0,0.0,18799096.0,9291961.0,0.0,340727.0,-12980000.0,-359451.0,0.0,-1478718.0,1452000.0,45970727.0,2565179.0,,,7654110.0,10720000.0,14072000.0,10680402.0,-298000.0,746939.0,75011644.0,30430337.0,-52527.049995,1637850.0,0.176265,752000.0,-337117.0,102911855.0,78562867.0,8066827.0,75011644.0,74907050.0,27900211.0,56580590.0,5607033.0,9404446.0,83460541.0,701532.0,-298000.0,-298000.0,290986.0,,143000.0,24038087.0
2021-12-31,12M,EUR,16063366.0,8318104.0,-27355000.0,-1069000.0,561000.0,561294.0,10704231.0,0.688,30775572.0,2428000.0,-1728645.0,2350425.0,3533773.0,41245097.0,41245097.0,-4058553.0,41242000.0,3000.0,10469526.0,-808606.0,,712968.0,-1267684.0,-1363322.0,10469526.0,3533773.0,,78635801.0,9240.0,0.0,52726954.0,59686026.0,639027.0,3833000.0,4472027.0,24792313.0,301227.0,3303078.0,1916473.0,2477767.0,2478000.0,1917000.0,10782593.0,0.683,7364511.0,10741589.0,13219589.0,41245098.0,128318291.0,1557091.0,7094000.0,29377470.0,9192157.0,-211277.0,3812000.0,17453307.0,44011307.0,9387000.0,39640000.0,38226292.0,0.0,74000.0,74000.0,4000.0,4000.0,-69085.0,-69085.0,0.0,9079435.0,92187801.0,-2008367.0,9000.0,390000.0,9240.0,8646000.0,1711398.0,9719000.0,11430398.0,399000.0,25795000.0,147240527.0,0.0,9240.0,7364511.0,7364511.0,7364511.0,7364511.0,7364511.0,7364511.0,7364511.0,-114800.0,-70000.0,-279722.0,6167698.0,6167698.0,-70000.0,,12285000.0,-1613845.0,34624494.0,808824.0,380048.0,41000.0,13208589.0,7356917.004675,10920802.0,29164751.0,9061541.0,90953246.0,10708402.0,1.0,390.0,-676.0,26558000.0,435.0,69085.0,186.0,-79.0,1844000.0,1260000.0,2966000.0,2771000.0,398000.0,-11000.0,0.0,19995735.0,10667589.0,0.0,496517.0,0.0,-114800.0,-279722.0,-1613845.0,1672000.0,52726954.0,2477767.0,,,7364511.0,10761000.0,14573000.0,10708402.0,11000.0,310383.0,78635801.0,34624494.0,3406.004675,3303078.0,0.309637,645000.0,-1456855.0,116452519.0,88354801.0,15902425.0,78635801.0,81891705.0,37816718.0,56766493.0,13024405.0,10736674.0,90953246.0,966369.0,11000.0,11000.0,405214.0,,313000.0,34893713.0
2022-12-31,12M,EUR,23065173.0,13128169.0,-29202000.0,-1179000.0,702000.0,671924.0,10763364.0,0.741,41245098.0,2442000.0,-3175271.0,2369774.0,3554101.0,19706887.0,19706887.0,-4069193.0,19703000.0,4000.0,-21538211.0,-3036249.0,,6260043.0,-4920300.0,-1785204.0,-21538212.0,3554101.0,,81933538.0,20328.0,690000.0,61802331.0,46623302.0,667955.0,2310444.0,2978399.0,30346969.0,156936.0,3082398.0,2693152.0,2693152.0,2693000.0,1991000.0,10970637.0,0.727,7975653.0,11201051.0,13894203.0,19706887.0,91459109.0,-8572496.0,8861000.0,29377470.0,5796438.0,-5378.0,4097000.0,17453307.0,43640307.0,14307000.0,42286000.0,39518096.0,,143000.0,143000.0,1465000.0,1465000.0,,-97926.0,1440897.0,12175538.0,91652982.0,-21937425.0,9000.0,420000.0,20328.0,8897000.0,1701819.0,7409000.0,9110819.0,429000.0,26811000.0,103566053.0,,20328.0,7975653.0,7975653.0,7975653.0,7975653.0,7975653.0,7975653.0,7975653.0,-328910.0,1322000.0,-20203051.0,-3832358.0,-3832358.0,1322000.0,,13084000.0,-2846361.0,38293231.0,2368594.0,284213.0,19517865.0,13889203.0,7972046.734755,8971709.0,31940987.0,7577109.0,101320427.0,10770002.0,1.0,-292.0,-264.0,26187000.0,-462.0,-1302764.0,749421.0,-238.0,2336000.0,1157000.0,3242000.0,3446000.0,394000.0,-5000.0,0.0,27130898.0,11058051.0,0.0,-93910.0,,-328910.0,-20203051.0,-2846361.0,2620000.0,61802331.0,2693152.0,,,7975653.0,12615000.0,16712000.0,10770002.0,5000.0,74752.0,81933538.0,38293231.0,1393.734755,3082398.0,0.278747,1219000.0,-1569064.0,124043895.0,89342538.0,12089218.0,81933538.0,93743318.0,42110357.0,77420593.0,11763388.0,9755286.0,101320427.0,823725.0,5000.0,5000.0,,0.0,695000.0,16276333.0
2023-12-31,12M,EUR,21153147.0,13261072.0,-31044000.0,-1151000.0,730000.0,,10770002.0,0.671,19706887.0,2541000.0,-6405167.0,2157710.0,3554101.0,17970778.0,17970778.0,-4092601.0,17969000.0,2000.0,-1736109.0,2479042.0,,-2490040.0,-104733.0,-12174.0,-1736109.0,3554101.0,,85046078.0,0.0,6287000.0,70772762.0,42913004.0,763161.0,1684574.0,2447735.0,27571813.0,206004.0,2994534.0,2853210.0,2853210.0,2854000.0,2124000.0,10962058.0,0.659,7223996.0,10493469.0,13347469.0,17970778.0,100675623.0,-7131826.0,7374000.0,29377470.0,4634254.0,,4175000.0,17453307.0,43121307.0,14412000.0,49432000.0,42045163.0,,138000.0,138000.0,845000.0,845000.0,,-138226.0,845087.0,9998531.0,92454652.0,-5643704.0,9000.0,554000.0,0.0,9008000.0,1394549.0,5724000.0,7118549.0,563000.0,27840000.0,100161018.0,,0.0,7223996.0,7223996.0,7223996.0,7223996.0,7223996.0,7223996.0,7223996.0,-212163.0,707000.0,-83624.0,-2310259.0,-2310259.0,707000.0,,18388000.0,-6193004.0,41924771.0,3926990.0,268430.0,18947029.0,13335469.0,7215624.775867,11039421.0,34600560.0,7444603.0,112817925.0,10770002.0,,-377.0,-180.0,25668000.0,-469.0,-700805.0,-106.0,374.0,2467000.0,1075000.0,3256000.0,3756000.0,267000.0,-12000.0,0.0,24787254.0,10355469.0,0.0,-281138.0,,-212163.0,-83624.0,-6193004.0,2502000.0,70772762.0,2853210.0,,,7223996.0,14188000.0,18363000.0,10770002.0,12000.0,548894.0,85046078.0,41924771.0,3628.775867,3131473.0,0.302398,1416000.0,-1436881.0,123932234.0,90770078.0,9566284.0,85046078.0,105373322.0,38886156.0,81019230.0,11314343.0,9654664.0,112817925.0,378107.0,12000.0,12000.0,,,123000.0,15341191.0
