symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,TaxesRefundPaid
MPT.MI,2020-12-31,12M,EUR,0.0,-60000.0,-24000.0,1143000.0,-227000.0,59000.0,1499000.0,2000.0,1309000.0,1143000.0,0.0,80000.0,33000.0,33000.0,1143000.0,-227000.0,1397000.0,,-12000.0,-87000.0,0.0,0.0,0.0,0.0,0.0,220000.0,220000.0,0.0,-3000.0,-227000.0,0.0,,-24000.0,-60000.0,-227000.0,1457000.0,,12000.0,65000.0,,,,0.0,,-221000.0
MPT.MI,2021-12-31,12M,EUR,1143313.0,-635944.0,296966.0,36202.0,-27801.0,-298523.0,-681860.0,355831.0,-355388.0,36202.0,0.0,362194.0,37115.0,37115.0,1179514.0,115097.0,-69180.0,,-12686.0,-645659.0,0.0,0.0,0.0,0.0,0.0,559703.0,559703.0,0.0,-9716.0,115097.0,0.0,,1.0,-635944.0,115097.0,566764.0,-1.0,12686.0,109994.0,0.0,-9716.0,-635944.0,0.0,,-108165.0
MPT.MI,2022-12-31,12M,EUR,1179514.0,-659360.0,70830.0,-248783.0,-544104.0,-913064.0,1561834.0,-845718.0,-670222.0,-248783.0,1751400.0,-84222.0,103719.0,103719.0,930731.0,1583574.0,-1773157.0,-29000.0,-4728.0,-718560.0,1751400.0,,,-348983.0,1751400.0,-53899.0,-53899.0,-507713.0,-59200.0,-167826.0,-348983.0,,,-151647.0,181157.0,-1113797.0,,19399.0,78569.0,-507713.0,-59200.0,-151647.0,-348983.0,,-514439.0
MPT.MI,2023-12-31,12M,EUR,930731.0,-135703.0,-165082.0,-413577.0,513519.0,946679.0,-1280514.0,806944.0,821546.0,-413577.0,249295.0,-61969.0,145317.0,145317.0,517154.0,210979.0,-635947.0,-2708.0,-32306.0,-124312.0,249295.0,,,-276664.0,249295.0,-1313465.0,-1313465.0,-81206.0,-6477.0,-663914.0,-276664.0,625598.0,-1.0,-36628.0,-387250.0,-500244.0,,25973.0,44985.0,-81206.0,-6477.0,-54497.0,-276664.0,17869.0,-12990.0
MPT.MI,2023-12-31,TTM,EUR,930731.0,-135703.0,-165082.0,-413577.0,513519.0,946679.0,-1280514.0,806944.0,821546.0,-413577.0,249295.0,-61969.0,145317.0,145317.0,517154.0,210979.0,-635947.0,-2708.0,-32306.0,-124312.0,249295.0,,,-276664.0,249295.0,-1313465.0,-1313465.0,-81206.0,-6477.0,-663914.0,-276664.0,625598.0,-1.0,-36628.0,-387250.0,-500244.0,,25973.0,44985.0,-81206.0,-6477.0,-54497.0,-276664.0,17869.0,-12990.0
