asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendPaidCFO,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2019-12-31,12M,EUR,,,,-1679000.0,,,389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10213000.0,,,,,,,,,,,,,,,,,,,389000.0,389000.0,,,,,,,,77940000.0,-31882000.0,,,,,,,,,,,,,,,,,,,,,,46058000.0,,,,,,49556000.0,,,,,,,,,,,,73000.0,2278000.0,4702000.0,53053000.0,,,,,,,,,,,,,-230000.0,1745000.0,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,-13536000.0,,,,,,,,,,,,,,,1876000.0,,,,
2020-12-31,12M,EUR,60292000.0,53308000.0,-371896000.0,,845000.0,,,87691025.0,0.52,44805000.0,-36083000.0,7624000.0,8800000.0,50154000.0,50154000.0,-37005000.0,7000000.0,43154000.0,5349000.0,-6016000.0,3022000.0,-929000.0,-832000.0,2797000.0,-1958000.0,6615000.0,8800000.0,-37005000.0,229976000.0,,,9763000.0,167010000.0,236728000.0,,104015000.0,104015000.0,184796000.0,-3721000.0,41971000.0,41971000.0,41971000.0,41126000.0,87691025.0,0.52,45627000.0,,,43552000.0,85523000.0,-1266000.0,50154000.0,1404019222.0,-38802000.0,84011000.0,43476000.0,12377000.0,64000.0,2691000.0,5224000.0,53308000.0,604158000.0,139703000.0,,,1207000.0,1207000.0,99000.0,99000.0,-1782000.0,,-12495000.0,95777000.0,472416000.0,-34142000.0,,389000.0,,89763000.0,,33543000.0,7624000.0,138425000.0,146049000.0,33543000.0,-33650000.0,90152000.0,3468000.0,367933000.0,1199613222.0,44000.0,-108000.0,0.0,,192286000.0,3044000.0,45627000.0,45627000.0,45735000.0,45627000.0,45627000.0,45627000.0,45735000.0,-886000.0,-1632000.0,0.0,-107000.0,-107000.0,-1632000.0,92000.0,1119000.0,232262000.0,-34375000.0,,224752000.0,5828000.0,2061000.0,4127000.0,86054000.0,46030560.0,79559000.0,111167000.0,28536000.0,306713000.0,87691025.0,,,4279000.0,,2533000.0,2308000.0,1951000.0,1624000.0,3739000.0,15190000.0,111075000.0,25179000.0,,-145000.0,0.0,76502000.0,,,1069000.0,42345000.0,115387000.0,-1137000.0,0.0,-886000.0,,-35197000.0,21083000.0,167010000.0,41971000.0,-33650000.0,,181527000.0,0.0,822000.0,88000000.0,,,145000.0,,229976000.0,224752000.0,-127440.0,-3390000.0,0.24,11241000.0,,572145000.0,368401000.0,250064000.0,230020000.0,278177000.0,342125000.0,335417000.0,157329000.0,47697000.0,524000.0,306713000.0,1020000.0,-531000.0,-531000.0,,308975.0,1093000.0,3178000.0,51932000.0
2021-12-31,12M,EUR,80853000.0,65574000.0,-406055000.0,,997000.0,,,87691025.0,0.684,50154000.0,-74449000.0,13623000.0,8800000.0,117536000.0,117536000.0,-31569000.0,7000000.0,110536000.0,67382000.0,2988000.0,-730000.0,2163000.0,10277000.0,-18838000.0,-4140000.0,67319000.0,8800000.0,-31569000.0,261296000.0,0.0,0.0,46436000.0,196539000.0,313585000.0,,111304000.0,111304000.0,217998000.0,10674000.0,43212000.0,43212000.0,43212000.0,42215000.0,87691025.0,0.684,60019000.0,14590000.0,14590000.0,71696000.0,114908000.0,63000.0,117536000.0,1709512630.0,28192000.0,80999000.0,28783000.0,14590000.0,-30000.0,2685000.0,5187000.0,65574000.0,667559000.0,165898000.0,,0.0,819000.0,819000.0,21000.0,21000.0,-1217000.0,-1518000.0,-10833000.0,92789000.0,558129000.0,-64105000.0,,388000.0,,98088000.0,0.0,114481000.0,13623000.0,185529000.0,199152000.0,114481000.0,-45902000.0,98476000.0,3355000.0,377185000.0,1508285630.0,228000.0,-184000.0,0.0,0.0,179297000.0,-312000.0,60019000.0,60019000.0,60203000.0,60019000.0,60019000.0,60203000.0,60203000.0,-916000.0,-503000.0,0.0,68579000.0,68579000.0,-503000.0,77000.0,10284000.0,261504000.0,-73473000.0,,256109000.0,4119000.0,2062000.0,3909000.0,114817000.0,59941741.0,103232000.0,115682000.0,50216000.0,362437000.0,87691025.0,,,5010000.0,,2502000.0,599000.0,6578000.0,1449000.0,4489000.0,16650000.0,126769000.0,29413000.0,,-187000.0,0.0,101684000.0,,,1273000.0,70877000.0,117169000.0,-331000.0,0.0,-916000.0,,-73533000.0,22623000.0,196539000.0,43212000.0,-45902000.0,0.0,212029000.0,0.0,60000.0,88000000.0,,,187000.0,1046000.0,261296000.0,256109000.0,13741.0,10674000.0,0.151,7000000.0,,689449000.0,446825000.0,310456000.0,261524000.0,312221000.0,427925000.0,375864000.0,209927000.0,71164000.0,-295000.0,362437000.0,4181000.0,91000.0,91000.0,,308975.0,1093000.0,0.0,95587000.0
2022-12-31,12M,EUR,105977000.0,96319000.0,-454354000.0,,1298000.0,,,88432290.0,0.979,117536000.0,-67790000.0,19240000.0,8895000.0,91435000.0,102826000.0,-35497000.0,8999000.0,82436000.0,-26101000.0,-18609000.0,-18972000.0,2338000.0,29061000.0,-35740000.0,-41922000.0,-25651000.0,8895000.0,-35497000.0,317950000.0,6922000.0,-1726000.0,9716000.0,292426000.0,378417000.0,4901000.0,105560000.0,110461000.0,241517000.0,4736000.0,48836000.0,48836000.0,48836000.0,47538000.0,88998972.0,0.973,86596000.0,13685000.0,13685000.0,92879000.0,141715000.0,-450000.0,91435000.0,1475661282.0,-19065000.0,93345000.0,-3704000.0,,-392000.0,2674000.0,5315000.0,96319000.0,740292000.0,176425000.0,,5757000.0,1252000.0,1252000.0,144000.0,144000.0,-1819000.0,-9597000.0,-8907000.0,112443000.0,635495000.0,-70672000.0,,389000.0,389000.0,119394000.0,6922000.0,97000000.0,14339000.0,211985000.0,226324000.0,97000000.0,-79844000.0,119783000.0,2455000.0,454429000.0,1248235282.0,523000.0,-295000.0,-85000.0,5196000.0,226110000.0,380000.0,86596000.0,86596000.0,86891000.0,86596000.0,86596000.0,86891000.0,86891000.0,-1437000.0,10032000.0,-85000.0,17156000.0,17156000.0,10032000.0,216000.0,-5253000.0,285938000.0,-63897000.0,17156000.0,312635000.0,5834000.0,2245000.0,4215000.0,147506000.0,92085868.0,64086000.0,123728000.0,52697000.0,468851000.0,88490146.0,,,5095000.0,,2641000.0,-9294000.0,6188000.0,6246000.0,4676000.0,18017000.0,138513000.0,34979000.0,11391000.0,-704000.0,0.0,126616000.0,,4440000.0,1056000.0,91627000.0,137634000.0,-720000.0,-85000.0,-1437000.0,-85000.0,-66353000.0,28005000.0,292426000.0,48836000.0,-79844000.0,-1726000.0,264987000.0,,2456000.0,88951500.0,97000000.0,-79844000.0,-5053000.0,795000.0,317950000.0,312635000.0,-301132.0,4736000.0,0.052,30794000.0,,801475000.0,529935000.0,336785000.0,318473000.0,416154000.0,483002000.0,423058000.0,241485000.0,82713000.0,-11140000.0,468851000.0,2622000.0,-5791000.0,-5791000.0,,461354.0,2819000.0,0.0,136900000.0
2023-12-31,12M,EUR,94319000.0,100732000.0,-489601000.0,,1460000.0,1460000.0,,88679844.0,1.38,91435000.0,-37648000.0,14892000.0,8932000.0,67994000.0,74778000.0,-53261000.0,24120000.0,43874000.0,-23441000.0,-45511000.0,8663000.0,3424000.0,-9960000.0,15333000.0,-28051000.0,-25929000.0,8932000.0,-53261000.0,388708000.0,2681000.0,-4640000.0,22613000.0,277879000.0,376333000.0,5032000.0,103668000.0,108700000.0,246978000.0,18215000.0,53010000.0,54470000.0,54470000.0,53010000.0,88679844.0,1.38,122392000.0,,22640000.0,151087000.0,205557000.0,2488000.0,67994000.0,1447912382.0,-130062000.0,138640000.0,112502000.0,,-19000.0,2725000.0,4474000.0,100732000.0,764514000.0,242088000.0,5493000.0,,10292000.0,10292000.0,1363000.0,1363000.0,-10701000.0,-3171000.0,-16667000.0,157954000.0,640898000.0,-46017000.0,,,389000.0,142007000.0,2681000.0,35000000.0,9860000.0,148522000.0,158382000.0,,,142396000.0,2378000.0,452619000.0,1264483382.0,711000.0,-188000.0,,-1959000.0,184196000.0,-1625000.0,122392000.0,122392000.0,122580000.0,122392000.0,122392000.0,122580000.0,122580000.0,-574000.0,-10041000.0,-6784000.0,-59288000.0,,-10041000.0,255000.0,-1698000.0,274913000.0,-36961000.0,-59288000.0,384234000.0,6797000.0,2246000.0,4244000.0,205328000.0,122192541.0,150150000.0,138991000.0,103097000.0,519967000.0,88536163.0,,,,,1749000.0,10622000.0,4287000.0,5553000.0,6166000.0,21327000.0,146518000.0,19545000.0,6784000.0,-810000.0,0.0,131941000.0,,4607000.0,1531000.0,140795000.0,142764000.0,-77000.0,,-574000.0,-6784000.0,-37074000.0,35781000.0,277879000.0,54470000.0,-94288000.0,-4640000.0,338472000.0,,113000.0,89319996.0,35000000.0,-94288000.0,810000.0,451000.0,388708000.0,384234000.0,29541.0,18215000.0,0.129,16300000.0,,809200000.0,537230000.0,267082000.0,389419000.0,416870000.0,419781000.0,432867000.0,172803000.0,149792000.0,1112000.0,519967000.0,16295000.0,229000.0,229000.0,,783833.0,7460000.0,200000.0,129355000.0
