symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendPaidCFO,DividendReceivedCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,StockBasedCompensation
ZV.MI,2022-12-31,3M,EUR,,,-70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21195000.0,21195000.0,-12644000.0,,,,,,,,,8551000.0,,,,,,,-93000.0,,,,,,,,,,
ZV.MI,2023-03-31,3M,EUR,91435000.0,-5143000.0,,12342000.0,-3040000.0,-24703000.0,5597000.0,-4744000.0,-14587000.0,-41477000.0,12218000.0,0.0,2267000.0,-522000.0,4802000.0,13985000.0,13985000.0,0.0,22640000.0,124000.0,103777000.0,-5861000.0,22823000.0,-25000.0,-627000.0,,7774000.0,-9887000.0,2267000.0,23976000.0,,,0.0,1745000.0,-96000.0,29655000.0,29782000.0,0.0,,-6196000.0,,334000.0,-4769000.0,-5118000.0,-6196000.0,27966000.0,2166000.0,51000.0,0.0,0.0,,-5143000.0,-30172000.0,-522000.0,25000.0,23976000.0,-30172000.0,113000.0
ZV.MI,2023-06-30,3M,EUR,103777000.0,-8099000.0,,-34253000.0,-6356000.0,5167000.0,2041000.0,3756000.0,4700000.0,9308000.0,-35803000.0,-53261000.0,0.0,-1484000.0,4183000.0,14014000.0,14014000.0,,,1550000.0,69524000.0,-88890000.0,60757000.0,-15000.0,-4086000.0,,,-15769000.0,0.0,4496000.0,,,0.0,-1484000.0,-1259000.0,44981000.0,45039000.0,-35000.0,,-29162000.0,,-29000.0,-901000.0,-8049000.0,-29162000.0,68856000.0,2296000.0,,0.0,-35000.0,,-8064000.0,-33658000.0,-1484000.0,15000.0,4496000.0,-33658000.0,113000.0
ZV.MI,2023-09-30,3M,EUR,69524000.0,-9920000.0,0.0,16228000.0,-16598000.0,792000.0,-1169000.0,3667000.0,18757000.0,5449000.0,17253000.0,0.0,196000.0,-458000.0,4155000.0,14106000.0,14106000.0,,0.0,-1025000.0,85752000.0,-17677000.0,30809000.0,-8000.0,599000.0,,,-5799000.0,196000.0,,,,0.0,-262000.0,498000.0,20983000.0,21159000.0,35000.0,3180000.0,-45658000.0,,28472000.0,933000.0,-9947000.0,,40729000.0,2095000.0,,0.0,35000.0,3180000.0,-9955000.0,-17186000.0,-458000.0,8000.0,,,113000.0
ZV.MI,2023-12-31,3M,EUR,85752000.0,-14486000.0,0.0,-17758000.0,-19517000.0,4767000.0,-3045000.0,-12639000.0,6463000.0,-23971000.0,-19597000.0,0.0,218000.0,-2176000.0,5075000.0,10905000.0,12365000.0,,0.0,1839000.0,67994000.0,-17634000.0,-1887000.0,29000.0,-6587000.0,-3171000.0,,-14562000.0,218000.0,,,,,-1958000.0,-768000.0,26773000.0,26600000.0,-574000.0,-3180000.0,21728000.0,,-28522000.0,3039000.0,-13847000.0,,12599000.0,4065000.0,-101000.0,,-574000.0,-3180000.0,-13912000.0,-13272000.0,-2176000.0,65000.0,,,112000.0
ZV.MI,2024-03-31,3M,EUR,67994000.0,-12095000.0,,7516000.0,6550000.0,-14364000.0,-454000.0,-2214000.0,-7189000.0,-17671000.0,7262000.0,0.0,0.0,-457000.0,1890000.0,13951000.0,13951000.0,,29684000.0,254000.0,75510000.0,-14951000.0,23973000.0,-21000.0,-1260000.0,-766000.0,,-13855000.0,0.0,0.0,,,0.0,-457000.0,-127000.0,11791000.0,11742000.0,-173000.0,,-12548000.0,,717000.0,-1781000.0,-11901000.0,-12548000.0,36068000.0,1686000.0,-32000.0,0.0,-173000.0,,-11922000.0,-12548000.0,-457000.0,21000.0,0.0,-12548000.0,107000.0
ZV.MI,2024-03-31,TTM,EUR,103777000.0,-44600000.0,,-28267000.0,-35921000.0,19002000.0,-2627000.0,-7430000.0,22731000.0,-4245000.0,-30885000.0,-53261000.0,414000.0,-4575000.0,15303000.0,52976000.0,54436000.0,,29684000.0,2618000.0,72892000.0,-139152000.0,113652000.0,-15000.0,-11334000.0,,,-49985000.0,414000.0,11024000.0,,,,-4161000.0,-1656000.0,104528000.0,104540000.0,-747000.0,,-65640000.0,,638000.0,1290000.0,-43744000.0,-65640000.0,158252000.0,10142000.0,-160000.0,,-747000.0,,-43853000.0,-76664000.0,-4575000.0,109000.0,11024000.0,-76664000.0,445000.0
