asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,ProvisionandWriteOffofAssets,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital
2019-12-31,12M,EUR,,,,,,258853.0,6661.0,1548092.0,0.064423,,,,312000.0,,,,,,,,,,,,,,0.0,,1763.0,,,,,107000.0,,,,,,,,,1548092.0,0.064423,,0.0,,,,,,,,,,,,,960.0,,,,,,,,,,6661.0,,1763.0,,,205000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,6661.0,,,,,,,,,,,,,,177.0,-1.0,-1272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145283.0,,,,,,,,
2020-12-31,12M,EUR,1768490.0,2193909.0,-11023360.0,11186250.0,-113602.0,625945.0,18302.0,1926424.0,0.318,2537357.0,2023962.0,-747326.0,4349497.0,451867.0,8846040.0,9055972.0,-187602.0,915819.0,0.0,-164911.0,-28572.0,494575.0,481243.0,594733.0,915818.0,451867.0,0.0,16384706.0,23837.0,0.0,0.0,5155343.0,12044772.0,1794995.0,442582.0,2237577.0,7572114.0,254390.0,824891.0,824891.0,824891.0,198946.0,1926424.0,0.318,612651.0,0.0,903504.0,1728395.0,8846040.0,13813756.0,,136169.0,1362983.0,7956819.0,12057128.0,2307510.0,17061278.0,4193824.0,62884.0,34105.0,34105.0,3818.0,3818.0,-77059.0,,16384706.0,-1330660.0,,18302.0,259601.0,23837.0,1775644.0,,2554502.0,2776030.0,5334532.0,1775644.0,,259601.0,5543510.0,16225194.0,-25583.0,-2358.0,23837.0,,612651.0,612651.0,615009.0,612651.0,612651.0,615009.0,615009.0,-36663.0,-32462.0,-583334.0,112333.0,1775644.0,-32462.0,-1.0,,6037918.0,-710663.0,-1663311.0,4327578.0,303308.0,881621.0,573638.0,,1791279.0,657134.86294,2110309.0,3184481.0,1009343.0,9349167.0,4699415.0,5392865.0,46531.0,344650.0,,4100309.0,93080.0,,,,330839.0,23718.0,9493806.0,494753.0,209932.0,,0.0,2368429.0,869399.0,0.0,,5155343.0,824891.0,,0.0,1346254.0,4699415.0,-62884.0,16384706.0,4327578.0,-18400.13706,254390.0,0.292604,253607.0,-257401.0,30721028.0,16384706.0,5334532.0,16359123.0,8339824.0,14361905.0,18676257.0,6789791.0,946458.0,2175.0,9349167.0,576221.0,-62884.0,-62884.0,,1738397.0,4472658.0
2021-12-31,12M,EUR,1561157.0,2537570.0,-19214696.0,10273324.0,-200001.0,2721799.0,17710.0,4729426.0,0.675,8846040.0,3426244.0,-3464055.0,5200788.0,489277.0,9259765.0,9469761.0,-129376.0,121710.0,6404.0,-393864.0,-522350.0,282193.0,28104.0,-728889.0,121710.0,489277.0,0.0,19344477.0,,-256711.0,0.0,8490648.0,13344977.0,2287294.0,3273475.0,5560769.0,10958775.0,272680.0,3279373.0,3279373.0,3279373.0,557574.0,4729426.0,0.675,3191183.0,0.0,3576616.0,6855989.0,9259765.0,71788149.0,,1808550.0,2263175.0,9666343.0,14612476.0,2737571.0,26247876.0,11311400.0,50274.0,140195.0,140195.0,10610.0,10610.0,-173046.0,0.0,19344477.0,-7414070.0,,17710.0,767101.0,,,0.0,2913494.0,1939385.0,4852879.0,,-761632.0,767101.0,11054190.0,74250393.0,607085.0,27442.0,-256711.0,,3191183.0,3191183.0,3163741.0,3191183.0,3191183.0,3163741.0,3163741.0,-625690.0,-139663.0,-3950014.0,2065261.0,-761632.0,-139663.0,,-1.0,7033180.0,-2838365.0,2826893.0,4732001.0,1188426.0,928904.0,545035.0,,7189924.0,3498620.258367,5727230.0,7364662.0,3946738.0,19802048.0,4892772.0,292015.0,110013.0,584377.0,2.0,4946133.0,201255.0,273285.0,-1.0,-3336.0,566883.0,36574.0,11767442.0,877053.0,209996.0,283661.0,0.0,1861509.0,3436421.0,0.0,71783.0,8490648.0,3279373.0,-761632.0,-256711.0,4540016.0,5086152.0,-333935.0,19344477.0,4732001.0,-26497.741633,272680.0,0.07935,350580.0,-273719.0,37237154.0,19344477.0,10413648.0,19951562.0,15855310.0,17285592.0,23892178.0,6326817.0,3612803.0,10078.0,19802048.0,300352.0,-333935.0,-333935.0,193380.0,1187620.0,2386202.0
2022-12-31,12M,EUR,4554269.0,5078027.0,-29725701.0,11357558.0,-205295.0,2903359.0,544598.0,4757630.0,0.156196,9259765.0,3459314.0,-2533822.0,,489277.0,10643629.0,10867257.0,455646.0,-359570.0,31674.0,261438.0,1173451.0,-29608.0,-1715497.0,177104.0,-359570.0,489277.0,0.0,22045873.0,0.0,-200084.0,329600.0,14300258.0,18307987.0,,4794071.0,4794071.0,14857271.0,1455406.0,4306003.0,4306003.0,4403752.0,4403752.0,4757630.0,0.156196,743122.0,0.0,2678665.0,7082417.0,10643629.0,71029251.0,544598.0,1062452.0,4863368.0,10461147.0,15591396.0,5283321.0,45856447.0,15269111.0,329035.0,356028.0,356028.0,17656.0,17656.0,-431330.0,400724.0,38942592.0,-8819212.0,,544598.0,1410293.0,0.0,,770363.0,,12102648.0,12102648.0,,,1410293.0,24555934.0,71955611.0,2079193.0,-124109.0,-200084.0,6253090.0,743122.0,743122.0,867231.0,743122.0,743122.0,867231.0,867231.0,-173232.0,-583831.0,-6285390.0,1262536.0,2697872.0,-583831.0,,,16130746.0,-2360590.0,-1435336.0,6454477.0,1197771.0,1635046.0,737789.0,,8711587.0,1981291.2,7397190.0,10657065.0,4612046.0,29569369.0,4687662.0,1743434.0,219547.0,920746.0,1690399.0,5130249.0,2189863.0,275028.0,,-228908.0,625756.0,,16741236.0,1208079.0,223628.0,1629170.0,0.0,5282497.0,2322637.0,0.0,44452.0,14300258.0,4306003.0,,-200084.0,1634964.0,4892772.0,-1629170.0,22045873.0,6454477.0,-391000.8,1455406.0,0.24,534353.0,-1456445.0,53457820.0,34148521.0,16896719.0,24125066.0,24957323.0,29332754.0,35149832.0,14475483.0,,245459.0,29569369.0,728228.0,-1629170.0,-1629170.0,205110.0,857304.0,3450716.0
2023-12-31,12M,EUR,4087986.0,4696261.0,-34216982.0,11357558.0,-444398.0,,,,,10643629.0,3601896.0,-6153239.0,,489277.0,10193810.0,10398163.0,225635.0,-449819.0,-84008.0,298132.0,-410234.0,3517.0,123106.0,156148.0,-449818.0,489277.0,,23092237.0,0.0,0.0,449827.0,15697818.0,17287120.0,,4518809.0,4518809.0,14475234.0,1853911.0,5318654.0,5318654.0,5513348.0,5513348.0,,,2210961.0,,4892817.0,10406165.0,10193810.0,78238263.0,319775.0,51798.0,2904905.0,10403354.0,15989135.0,5140659.0,50732376.0,18929486.0,,811205.0,811205.0,192796.0,192796.0,-797547.0,482393.0,40018375.0,-9559760.0,280039.0,,1398701.0,0.0,,867164.0,,12407329.0,12407329.0,,,1398701.0,26311949.0,72658761.0,629227.0,-16739.0,0.0,6732328.0,2210961.0,2210961.0,2227701.0,2210961.0,2210961.0,2227701.0,2227701.0,-1265136.0,-736441.0,-3406521.0,51798.0,-116885.0,-736441.0,,,16515394.0,-4888103.0,168683.0,7103102.0,1219464.0,1581331.0,824266.0,,11512032.0,3051419.92,9058144.0,12932867.0,5996619.0,34627304.0,4687662.0,-1.0,83119.0,972715.0,2796264.0,5585781.0,1896668.0,-3.0,,,829595.0,,19501540.0,1202179.0,204353.0,1105867.0,0.0,4899440.0,4081612.0,0.0,165813.0,15697818.0,5318654.0,,0.0,1818839.0,4892772.0,-1105867.0,23092237.0,7103102.0,-265408.08,1853911.0,0.24,425005.0,-1889892.0,53009624.0,35499566.0,16926138.0,23721464.0,28630685.0,29288160.0,35722505.0,14812926.0,,118032.0,34627304.0,811454.0,-1105867.0,-1105867.0,205110.0,857304.0,2811886.0
