symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
DHH.MI,2019-12-31,12M,EUR,,,,,,6661.0,,312000.0,,,,,,,,107000.0,,,,,,,,,,,,6661.0,,,205000.0,,,,,,,,,,,,6661.0,,,,,,177.0,-1.0,,,,,,,,,,,,,,,,,,,,,,
DHH.MI,2020-12-31,12M,EUR,1768490.0,2193909.0,-11023360.0,11186250.0,-113602.0,18302.0,2023962.0,4349497.0,451867.0,8846040.0,9055972.0,451867.0,16384706.0,0.0,12044772.0,1794995.0,442582.0,2237577.0,7572114.0,,7956819.0,12057128.0,2307510.0,17061278.0,,16384706.0,,18302.0,259601.0,,2554502.0,2776030.0,5334532.0,259601.0,5543510.0,-25583.0,,6037918.0,4327578.0,303308.0,881621.0,573638.0,,4699415.0,46531.0,344650.0,,4100309.0,,,23718.0,9493806.0,494753.0,209932.0,2368429.0,0.0,1346254.0,4699415.0,16384706.0,4327578.0,253607.0,30721028.0,16384706.0,5334532.0,16359123.0,14361905.0,18676257.0,6789791.0,576221.0,,1738397.0,4472658.0
DHH.MI,2021-12-31,12M,EUR,1561157.0,2537570.0,-19214696.0,10273324.0,-200001.0,17710.0,3426244.0,5200788.0,489277.0,9259765.0,9469761.0,489277.0,19344477.0,0.0,13344977.0,2287294.0,3273475.0,5560769.0,10958775.0,,9666343.0,14612476.0,2737571.0,26247876.0,0.0,19344477.0,,17710.0,767101.0,0.0,2913494.0,1939385.0,4852879.0,767101.0,11054190.0,607085.0,,7033180.0,4732001.0,1188426.0,928904.0,545035.0,,4892772.0,110013.0,584377.0,2.0,4946133.0,273285.0,-1.0,36574.0,11767442.0,877053.0,209996.0,1861509.0,0.0,4540016.0,5086152.0,19344477.0,4732001.0,350580.0,37237154.0,19344477.0,10413648.0,19951562.0,17285592.0,23892178.0,6326817.0,300352.0,193380.0,1187620.0,2386202.0
DHH.MI,2022-12-31,12M,EUR,4554269.0,5078027.0,-29725701.0,11357558.0,-205295.0,544598.0,3459314.0,,489277.0,10643629.0,10867257.0,489277.0,22045873.0,329600.0,18307987.0,,4794071.0,4794071.0,14857271.0,544598.0,10461147.0,15591396.0,5283321.0,45856447.0,400724.0,38942592.0,,544598.0,1410293.0,770363.0,,12102648.0,12102648.0,1410293.0,24555934.0,2079193.0,6253090.0,16130746.0,6454477.0,1197771.0,1635046.0,737789.0,,4687662.0,219547.0,920746.0,1690399.0,5130249.0,275028.0,,,16741236.0,1208079.0,223628.0,5282497.0,0.0,1634964.0,4892772.0,22045873.0,6454477.0,534353.0,53457820.0,34148521.0,16896719.0,24125066.0,29332754.0,35149832.0,14475483.0,728228.0,205110.0,857304.0,3450716.0
DHH.MI,2023-12-31,12M,EUR,4087986.0,4696261.0,-34216982.0,11357558.0,-444398.0,,3601896.0,,489277.0,10193810.0,10398163.0,489277.0,23092237.0,449827.0,17287120.0,,4518809.0,4518809.0,14475234.0,319775.0,10403354.0,15989135.0,5140659.0,50732376.0,482393.0,40018375.0,280039.0,,1398701.0,867164.0,,12407329.0,12407329.0,1398701.0,26311949.0,629227.0,6732328.0,16515394.0,7103102.0,1219464.0,1581331.0,824266.0,,4687662.0,83119.0,972715.0,2796264.0,5585781.0,-3.0,,,19501540.0,1202179.0,204353.0,4899440.0,0.0,1818839.0,4892772.0,23092237.0,7103102.0,425005.0,53009624.0,35499566.0,16926138.0,23721464.0,29288160.0,35722505.0,14812926.0,811454.0,205110.0,857304.0,2811886.0
