symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
BELL.MI,2020-12-31,12M,EUR,111000.0,-972000.0,-2000.0,576000.0,335000.0,-255000.0,581000.0,-233000.0,426000.0,576000.0,902000.0,,13000.0,43000.0,43000.0,687000.0,1076000.0,-500000.0,,-24000.0,,-972000.0,902000.0,,,0.0,902000.0,-3000.0,-3000.0,0.0,0.0,-348000.0,0.0,522000.0,-972000.0,-348000.0,472000.0,,24000.0,0.0,0.0,0.0,-972000.0,0.0,,0.0,0.0,0.0,-21000.0
BELL.MI,2021-12-31,12M,EUR,687143.0,-82144.0,-89466.0,-442103.0,-390971.0,507219.0,-55222.0,-2528624.0,-2557064.0,-442103.0,,-3.0,591141.0,173282.0,173282.0,245041.0,677170.0,-521360.0,0.0,,52668.0,-680057.0,,,,-693669.0,-3.0,1272061.0,1272061.0,-60736.0,-597913.0,677173.0,-693669.0,,-21408.0,1370842.0,-439216.0,1.0,-52668.0,182836.0,-60736.0,-597913.0,-21408.0,-693669.0,-3.0,0.0,0.0,0.0,-98944.0
BELL.MI,2022-12-31,12M,EUR,245041.0,-1399661.0,537.0,10325.0,-2005085.0,-2515918.0,2417284.0,-1734990.0,-3838172.0,10325.0,3598545.0,,445734.0,244580.0,244580.0,255366.0,3559446.0,-4387353.0,-795565.0,-111066.0,,-561429.0,3598545.0,,,-275216.0,3598545.0,715816.0,715816.0,-783688.0,0.0,-39099.0,-275216.0,,222259.0,236117.0,-2987692.0,,111066.0,513276.0,-783688.0,0.0,-615973.0,-275216.0,,,,838232.0,-445734.0
BELL.MI,2023-12-31,TTM,EUR,255366.0,-80438.0,-3552.0,54078.0,-2396988.0,2004814.0,-1692057.0,676401.0,-1411382.0,54078.0,,-1.0,-17534.0,235237.0,235237.0,309444.0,1286140.0,-837062.0,,-127124.0,,-475438.0,,2066957.0,2066957.0,-273134.0,-1.0,241000.0,376364.0,-61150.0,-395000.0,1286141.0,1793823.0,,-19288.0,-507682.0,-756624.0,,11730.0,37068.0,-61150.0,-395000.0,-19288.0,-273134.0,-1.0,,,,17534.0
