symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
BELL.MI,2020-12-31,12M,EUR,0.0,6346000.0,-0.000473,3456000.0,43000.0,43000.0,6346000.0,-0.000473,-3000.0,33000.0,76000.0,238000.0,1257000.0,24000.0,24000.0,0.0,0.0,-3000.0,-3000.0,-4000.0,-3000.0,-3000.0,-4000.0,-52000.0,-52000.0,-54000.0,-101800.0,1330000.0,-73000.0,4713000.0,454000.0,-130000.0,0.0,9000.0,3456000.0,43000.0,201000.0,201000.0,,43000.0,281000.0,130000.0,31200.0,13000.0,0.24,4786000.0,28000.0,4713000.0,130000.0,130000.0,
BELL.MI,2021-12-31,12M,EUR,161106.0,6346000.0,0.200451,7863406.0,173282.0,12176.0,6346000.0,0.200451,1272061.0,1867708.0,2040990.0,,2383894.0,,,,,1272061.0,1272061.0,1272061.0,1272061.0,1272061.0,1272061.0,-34544.0,-34544.0,1995558.0,1241043.281389,516186.0,1867708.0,10247300.0,350953.0,-87212.0,0.0,1863202.0,7863406.0,173282.0,214330.0,214330.0,25836.0,,,45432.0,14414.281389,591141.0,0.317272,8379592.0,,10247300.0,45432.0,45432.0,15944.0
BELL.MI,2022-12-31,12M,EUR,76938.0,,0.112798,9770909.0,244580.0,167642.0,,0.112798,715816.0,1626495.0,1871075.0,,1854799.0,,,,,715816.0,715816.0,715816.0,715816.0,715816.0,715816.0,-43056.0,-43056.0,2224937.0,933886.751489,228304.0,1626495.0,11625708.0,374565.0,-17.0,0.0,1161550.0,9770909.0,244580.0,224546.0,224546.0,40826.0,,,-353862.0,-135791.248511,445734.0,0.383741,9999213.0,,11625708.0,-353862.0,-353862.0,313053.0
BELL.MI,2023-06-30,TTM,EUR,,,0.129866,,,,,0.129866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL.MI,2023-12-31,TTM,EUR,,,0.037977,9521000.0,278000.0,278000.0,,0.037977,241000.0,371000.0,649000.0,,2626000.0,,,,,241000.0,241000.0,242000.0,241000.0,241000.0,242000.0,-143000.0,-143000.0,649000.0,241000.0,2255000.0,371000.0,12147000.0,777000.0,,0.0,228000.0,9521000.0,235237.0,418000.0,418000.0,,,,,0.0,-14000.0,0.24,11776000.0,,12147000.0,,,
