asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,-729000.0,,,,,,,-4863000.0,,,,,,13736000.0,,,,,,,,,,,-4840000.0,,,,,,,,,,,116000.0,,,,,8000.0,,,,,,,,,,,,,10854000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,-4863000.0,,,,,,,,,,,,,330000.0,,,918000.0,,,,,,-44000.0,,,,116000.0,,,,,,,-4863000.0,,,,,,,649000.0,173000.0,,,,,,,,-173000.0,,,,,,,,,,,,,,,,,,,-173000.0,-173000.0,8000.0,,,,,8000.0
2020-12-31,12M,EUR,6378000.0,13398000.0,-2260000.0,,609000.0,,9680977.0,1.45,13751000.0,-1682000.0,,472000.0,1123000.0,16455000.0,20804000.0,-4453000.0,,16455000.0,2704000.0,-41000.0,-109000.0,218000.0,-1581000.0,-2304000.0,-4815000.0,2704000.0,1123000.0,-4453000.0,37730000.0,,,3275000.0,37365000.0,40406000.0,219000.0,882000.0,1101000.0,11144000.0,120000.0,2338000.0,2338000.0,934000.0,325000.0,4000.0,9680977.0,1.45,14072000.0,13329000.0,15667000.0,16455000.0,350093735.0,-8496000.0,1820000.0,10116000.0,2750000.0,5181000.0,,7059000.0,21115000.0,27000.0,27000.0,88000.0,88000.0,-152000.0,1894000.0,38917000.0,-598000.0,,254000.0,,2000.0,253000.0,305000.0,558000.0,,-981000.0,254000.0,1018000.0,2113000.0,364004735.0,0.0,-29000.0,,14072000.0,14072000.0,14072000.0,14072000.0,14072000.0,14072000.0,14072000.0,,83000.0,0.0,-4743000.0,-981000.0,83000.0,733000.0,731000.0,4799000.0,-1329000.0,-3762000.0,32549000.0,851000.0,1255000.0,218000.0,15870000.0,14226280.0,11798000.0,7694000.0,13421000.0,58480000.0,9680977.0,,,2431000.0,,2814000.0,2219000.0,1029000.0,1896000.0,4349000.0,,0.0,9117000.0,203000.0,120000.0,790000.0,13302000.0,642000.0,,,0.0,-1682000.0,226000.0,37365000.0,2338000.0,8000.0,-4743000.0,,637000.0,203000.0,14072000.0,,,353000.0,9680977.0,2000.0,-3762000.0,-203000.0,37730000.0,32549000.0,-48720.0,-770000.0,0.24,1624000.0,51709000.0,38035000.0,1659000.0,37730000.0,45059000.0,13979000.0,11303000.0,2835000.0,13218000.0,-22000.0,58480000.0,520000.0,-203000.0,-203000.0,4000.0,,,,29262000.0,
2021-12-31,12M,EUR,8491000.0,14287000.0,-2616000.0,,331000.0,331000.0,9680977.0,1.42,16455000.0,-4987000.0,,787000.0,1123000.0,29409000.0,33939000.0,-6486000.0,,29409000.0,12954000.0,-971000.0,-68000.0,405000.0,5485000.0,-1091000.0,4455000.0,12954000.0,1123000.0,-6486000.0,45082000.0,67000.0,0.0,6138000.0,43827000.0,55519000.0,261000.0,559000.0,820000.0,16748000.0,154000.0,676000.0,1007000.0,1007000.0,676000.0,4000.0,9680977.0,1.42,13771000.0,18828000.0,19835000.0,29409000.0,711018665.0,-1916000.0,2642000.0,15426000.0,2750000.0,5500000.0,,10988000.0,25009000.0,19000.0,19000.0,118000.0,118000.0,-232000.0,2865000.0,50641000.0,-5543000.0,,254000.0,67000.0,5090000.0,526000.0,5000000.0,5526000.0,5090000.0,-717000.0,254000.0,1475000.0,2830000.0,729945665.0,,67000.0,,13771000.0,13771000.0,13771000.0,13771000.0,13771000.0,13771000.0,13771000.0,83000.0,89000.0,0.0,4373000.0,4373000.0,89000.0,-185000.0,-639000.0,8372000.0,-4987000.0,-412000.0,39582000.0,1236000.0,2521000.0,221000.0,20065000.0,13939394.385666,20413000.0,6088000.0,18921000.0,68836000.0,9680977.0,,,2750000.0,254000.0,793000.0,2441000.0,1376000.0,2582000.0,4530000.0,230000.0,0.0,14361000.0,798000.0,,903000.0,18809000.0,644000.0,382000.0,,0.0,-4987000.0,455000.0,43827000.0,1007000.0,17000.0,-717000.0,0.0,379000.0,222000.0,13771000.0,83000.0,,83000.0,9680977.0,132000.0,-412000.0,-230000.0,45082000.0,39582000.0,-61605.614334,5038000.0,0.26785,943000.0,71356000.0,50082000.0,6346000.0,45082000.0,49915000.0,26274000.0,15837000.0,9526000.0,18691000.0,10000.0,68836000.0,3429000.0,-230000.0,-230000.0,4000.0,,0.0,,38771000.0,
2022-12-31,12M,EUR,16885000.0,23355000.0,-3488000.0,,380000.0,380000.0,9672119.0,1.56,29409000.0,-26157000.0,,749000.0,1123000.0,22051000.0,26861000.0,-6852000.0,,22051000.0,-7358000.0,-2396000.0,-1782000.0,1017000.0,5231000.0,-6282000.0,292000.0,-7358000.0,1123000.0,-6852000.0,50948000.0,31000.0,-2362000.0,14923000.0,53227000.0,58727000.0,251000.0,3365000.0,3616000.0,25790000.0,137000.0,765000.0,1145000.0,1145000.0,765000.0,,9672119.0,1.56,15048000.0,23478000.0,24623000.0,22051000.0,582618328.0,1891000.0,4229000.0,-8691000.0,17561000.0,21560000.0,,20543000.0,30167000.0,60000.0,60000.0,128000.0,128000.0,-400000.0,5261000.0,67925000.0,-26715000.0,244000.0,4000.0,31000.0,15188000.0,498000.0,13612000.0,14110000.0,15188000.0,-3775000.0,4000.0,5414000.0,3132000.0,601248328.0,,-2331000.0,,15048000.0,15048000.0,15048000.0,15048000.0,15048000.0,15048000.0,15048000.0,-25890000.0,410000.0,250000.0,11413000.0,11413000.0,410000.0,-301000.0,-1075000.0,17055000.0,-23157000.0,,29388000.0,1306000.0,3893000.0,244000.0,24623000.0,15048000.0,17466000.0,7127000.0,23040000.0,83394000.0,9642978.0,2881000.0,584000.0,3999000.0,1259000.0,881000.0,2691000.0,1739000.0,-729000.0,4810000.0,,0.0,21100000.0,807000.0,375000.0,1902000.0,23418000.0,749000.0,174000.0,-26157000.0,,-23157000.0,1214000.0,53227000.0,1145000.0,33000.0,-3775000.0,-2362000.0,,,15048000.0,267000.0,250000.0,,9680977.0,,,,50948000.0,29388000.0,0.0,8370000.0,0.357417,2077000.0,100155000.0,64560000.0,17726000.0,50948000.0,60354000.0,49207000.0,41428000.0,23417000.0,23040000.0,-342000.0,83394000.0,1524000.0,,,,37999.0,2362000.0,218000.0,32937000.0,
2023-12-31,12M,EUR,16107000.0,20963000.0,-5311000.0,,493000.0,493000.0,9667650.0,1.33,22051000.0,-13249000.0,,1612000.0,1123000.0,18925000.0,25118000.0,-7714000.0,,18925000.0,-3126000.0,-2905000.0,-2185000.0,80000.0,810000.0,3185000.0,-4776000.0,-3126000.0,1123000.0,,54407000.0,,-1659000.0,134000.0,67825000.0,58682000.0,370000.0,4215000.0,4585000.0,27648000.0,,1924000.0,2417000.0,2417000.0,1924000.0,,9667650.0,1.33,12832000.0,24062000.0,26479000.0,18925000.0,552642614.0,-516000.0,7481000.0,-1157000.0,17561000.0,22542000.0,,31663000.0,33603000.0,802000.0,802000.0,320000.0,320000.0,-369000.0,8166000.0,80810000.0,-14702000.0,,4000.0,,9779000.0,1242000.0,22188000.0,23430000.0,9779000.0,-351000.0,4000.0,4458000.0,6734000.0,542319614.0,,-1659000.0,7478000.0,12832000.0,12832000.0,12832000.0,12832000.0,12832000.0,12832000.0,12832000.0,-12697000.0,-176000.0,0.0,9428000.0,9428000.0,-176000.0,-1434000.0,-2005000.0,26352000.0,,,31865000.0,1524000.0,2500000.0,293000.0,26444000.0,12805400.0,12092000.0,10278000.0,23325000.0,101428000.0,9614992.0,,220000.0,4981000.0,,1054000.0,3019000.0,4374000.0,169000.0,6193000.0,-35000.0,0.0,22238000.0,912000.0,498000.0,1630000.0,23260000.0,20421000.0,707000.0,-13249000.0,,,816000.0,67825000.0,2417000.0,69000.0,-351000.0,-1659000.0,,,12832000.0,552000.0,0.0,,9680977.0,,,35000.0,54407000.0,31865000.0,8400.0,10428000.0,0.24,2636000.0,112443000.0,76595000.0,28015000.0,54407000.0,78103000.0,58036000.0,53761000.0,30388000.0,23360000.0,-306000.0,101428000.0,3112000.0,35000.0,35000.0,,65985.0,4013000.0,238000.0,31034000.0,
