symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
PHN.MI,2022-12-31,3M,EUR,,,-3488000.0,,,,,,,,749000.0,,,,0.0,22051000.0,,,,,,,,,,0.0,,-120000.0,-203000.0,14923000.0,,,251000.0,3365000.0,3616000.0,,137000.0,,,,,,,,,,,,,4229000.0,,17561000.0,,20543000.0,,,,,,-400000.0,,,,244000.0,4000.0,-120000.0,498000.0,13612000.0,14110000.0,4000.0,,3132000.0,,-323000.0,,,,,,,,,,,,,,,,,,,,244000.0,,,,,,,,2881000.0,,3999000.0,,1259000.0,,,2691000.0,1739000.0,-729000.0,,,,,,375000.0,1902000.0,,749000.0,,,1214000.0,,,,-203000.0,,,49000.0,,,,,,,,,,,,17726000.0,,,,,,,,,,,,37999.0,,218000.0,,
PHN.MI,2023-03-31,3M,EUR,15287000.0,24156000.0,,98000.0,98000.0,,9656250.0,0.48,22051000.0,-3643000.0,1453000.0,1123000.0,14271000.0,19596000.0,,,-7780000.0,-2158000.0,-3774000.0,383000.0,137000.0,-2120000.0,-7353000.0,-7780000.0,1123000.0,,54798000.0,,-1621000.0,,15343000.0,59451000.0,416000.0,3666000.0,4082000.0,26774000.0,,249000.0,347000.0,347000.0,249000.0,9656250.0,0.48,4635000.0,6371000.0,6718000.0,14271000.0,525801718.0,-1659000.0,,-5742000.0,,21860000.0,,8435000.0,82000.0,82000.0,75000.0,75000.0,,7419000.0,71505000.0,-4022000.0,243000.0,339000.0,,1037000.0,13041000.0,14078000.0,339000.0,4685000.0,,534936718.0,-1621000.0,2436000.0,4635000.0,4635000.0,4635000.0,4635000.0,4635000.0,4635000.0,4635000.0,-3643000.0,116000.0,-392000.0,116000.0,-774000.0,-89000.0,20001000.0,102000.0,32938000.0,1395000.0,4213000.0,,6773000.0,4675535.061218,-2099000.0,2209000.0,6226000.0,23778000.0,9621164.0,6412000.0,4146000.0,,,1259000.0,,274000.0,,,,5325000.0,-797000.0,0.0,18546000.0,209000.0,,243000.0,6289000.0,,63000.0,-3643000.0,,15343000.0,347000.0,16000.0,-1621000.0,55000.0,5431000.0,,102000.0,9680977.0,-55000.0,54798000.0,32938000.0,-14464.938782,1654000.0,0.262999,1625000.0,104548000.0,67839000.0,18160000.0,54798000.0,17552000.0,49750000.0,45097000.0,22976000.0,6171000.0,-123000.0,23778000.0,3259000.0,-55000.0,-55000.0,59813.0,3983000.0,,32677000.0,91000.0
PHN.MI,2023-06-30,3M,EUR,12661000.0,20545000.0,-4000000.0,100000.0,,,,,14271000.0,-6061000.0,1369000.0,1123000.0,10313000.0,15383000.0,,10313000.0,-3958000.0,81000.0,390000.0,-623000.0,-259000.0,377000.0,-155000.0,-3958000.0,1123000.0,,48719000.0,,0.0,21217000.0,16633000.0,54334000.0,402000.0,3267000.0,3669000.0,25478000.0,210000.0,126000.0,324000.0,387000.0,287000.0,,,1801000.0,6340000.0,6727000.0,10313000.0,582230677.0,-139000.0,6131000.0,-3771000.0,17618000.0,22274000.0,29156000.0,9740000.0,218000.0,218000.0,96000.0,96000.0,-337000.0,7338000.0,73056000.0,-6109000.0,,4000.0,,967000.0,21070000.0,22037000.0,4000.0,7341000.0,3584000.0,583666677.0,0.0,14024000.0,1801000.0,1801000.0,1801000.0,1801000.0,1801000.0,1801000.0,1801000.0,-5850000.0,-120000.0,335000.0,-120000.0,7691000.0,-492000.0,25156000.0,,26445000.0,1032000.0,1637000.0,291000.0,7565000.0,2437880.0,2290000.0,2669000.0,7071000.0,26373000.0,9615596.0,797000.0,574000.0,4656000.0,,,-7000.0,310000.0,2633000.0,3606000.0,8189000.0,5070000.0,,0.0,17314000.0,201000.0,,480000.0,6122000.0,749000.0,,-6061000.0,1248000.0,16633000.0,324000.0,25000.0,0.0,41000.0,7232000.0,,,9680977.0,-838000.0,48719000.0,26445000.0,-201120.0,4321000.0,0.24,1602000.0,105205000.0,69789000.0,25706000.0,48719000.0,19302000.0,56486000.0,50871000.0,31008000.0,6233000.0,-2000.0,26373000.0,2020000.0,-838000.0,-838000.0,65381.0,3983000.0,296000.0,28856000.0,
PHN.MI,2023-09-30,3M,EUR,15216000.0,24576000.0,,118000.0,118000.0,277000.0,,,10313000.0,-2499000.0,,1123000.0,9575000.0,14720000.0,0.0,,-738000.0,-501000.0,392000.0,393000.0,428000.0,-64000.0,-117000.0,-738000.0,1123000.0,,51269000.0,,-77000.0,,15920000.0,53814000.0,,,,26529000.0,,263000.0,381000.0,381000.0,263000.0,,,2499000.0,4725000.0,5106000.0,9575000.0,481487204.0,-808000.0,,537000.0,,22596000.0,,6023000.0,236000.0,236000.0,53000.0,53000.0,,7839000.0,51269000.0,-2966000.0,277000.0,,,,,,,6452000.0,,471164204.0,-77000.0,,2499000.0,2499000.0,2499000.0,2499000.0,2499000.0,2499000.0,2499000.0,-2560000.0,-94000.0,0.0,-94000.0,-728000.0,-406000.0,27015000.0,,28673000.0,1336000.0,2004000.0,,5185000.0,2559040.0,3036000.0,1379000.0,4644000.0,21943000.0,9615596.0,5873000.0,3920000.0,,4000.0,2216000.0,-2000.0,167000.0,,,,5145000.0,,0.0,18715000.0,243000.0,,,4489000.0,,30000.0,-2499000.0,,15920000.0,381000.0,63000.0,-77000.0,79000.0,9731000.0,-61000.0,,9680977.0,-79000.0,51269000.0,28673000.0,-18960.0,1990000.0,0.24,806000.0,107258000.0,51269000.0,,51269000.0,17299000.0,55989000.0,53444000.0,29460000.0,4565000.0,-89000.0,21943000.0,3499000.0,-79000.0,-79000.0,65381.0,3983000.0,,27285000.0,
PHN.MI,2023-12-31,3M,EUR,16107000.0,20963000.0,-5311000.0,177000.0,177000.0,,,,9575000.0,-989000.0,1612000.0,1123000.0,18925000.0,25118000.0,0.0,18925000.0,9350000.0,-327000.0,807000.0,-72000.0,504000.0,4992000.0,3647000.0,9350000.0,1123000.0,,54407000.0,,39000.0,134000.0,19929000.0,58682000.0,370000.0,4215000.0,4585000.0,27648000.0,,1124000.0,1301000.0,1301000.0,1124000.0,,,3101000.0,5830000.0,7131000.0,18925000.0,552642614.0,2089000.0,7481000.0,7877000.0,17561000.0,22542000.0,31663000.0,9405000.0,266000.0,266000.0,96000.0,96000.0,-369000.0,8166000.0,80810000.0,-1605000.0,,4000.0,,1242000.0,22188000.0,23430000.0,4000.0,4458000.0,6734000.0,542319614.0,39000.0,7478000.0,3101000.0,3101000.0,3101000.0,3101000.0,3101000.0,3101000.0,3101000.0,-587000.0,-78000.0,0.0,-78000.0,-7624000.0,-1018000.0,26352000.0,,31865000.0,1524000.0,2500000.0,293000.0,6921000.0,2941400.0,8866000.0,4020000.0,5385000.0,29334000.0,9614992.0,,220000.0,4981000.0,,,,303000.0,3019000.0,4374000.0,169000.0,6193000.0,,0.0,22238000.0,259000.0,498000.0,1630000.0,5564000.0,20421000.0,558000.0,-989000.0,816000.0,19929000.0,1301000.0,-35000.0,39000.0,,12832000.0,402000.0,,9680977.0,210000.0,54407000.0,31865000.0,50400.0,2463000.0,0.24,2636000.0,112443000.0,76595000.0,28015000.0,54407000.0,23949000.0,58036000.0,53761000.0,30388000.0,5595000.0,-92000.0,29334000.0,3112000.0,210000.0,210000.0,65985.0,4013000.0,238000.0,31034000.0,
PHN.MI,2024-03-31,3M,EUR,14695000.0,26049000.0,,125000.0,125000.0,,9744444.0,0.27,18925000.0,-791000.0,1561000.0,1123000.0,15483000.0,21609000.0,,,-3442000.0,-57000.0,-968000.0,629000.0,946000.0,-6437000.0,-6007000.0,-3442000.0,1123000.0,,57014000.0,,,,16916000.0,62539000.0,347000.0,5832000.0,6179000.0,29069000.0,,646000.0,771000.0,771000.0,646000.0,9744444.0,0.27,2631000.0,4311000.0,5082000.0,15483000.0,550951544.0,-1334000.0,,-3060000.0,,22913000.0,,7125000.0,286000.0,286000.0,62000.0,62000.0,,8223000.0,83846000.0,161000.0,304000.0,,,1214000.0,21000000.0,22214000.0,,4211000.0,,548054544.0,,11349000.0,2631000.0,2631000.0,2631000.0,2631000.0,2631000.0,2631000.0,2631000.0,-775000.0,-52000.0,-18000.0,-52000.0,-1283000.0,970000.0,25997000.0,-16000.0,34101000.0,1450000.0,2867000.0,,5158000.0,2680678.509317,-2269000.0,2964000.0,4161000.0,24041000.0,9614992.0,6034000.0,4469000.0,,22000.0,2150000.0,,313000.0,,,,6126000.0,,0.0,18421000.0,240000.0,,,4025000.0,,96000.0,-775000.0,,16916000.0,771000.0,30000.0,,76000.0,2631000.0,,,9614992.0,-76000.0,57014000.0,34101000.0,-26321.490683,1394000.0,0.346335,624000.0,115375000.0,78014000.0,28393000.0,57014000.0,19880000.0,58361000.0,52836000.0,29292000.0,4085000.0,-172000.0,24041000.0,3726000.0,-76000.0,-76000.0,,4013000.0,,33470000.0,
