symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
PHN.MI,2022-12-31,3M,EUR,,,-3488000.0,,749000.0,,,,22051000.0,,,14923000.0,,251000.0,3365000.0,3616000.0,,137000.0,4229000.0,17561000.0,,20543000.0,-400000.0,,,244000.0,4000.0,498000.0,13612000.0,14110000.0,4000.0,,3132000.0,,,,,,244000.0,,2881000.0,,3999000.0,,1259000.0,,2691000.0,1739000.0,-729000.0,,,375000.0,1902000.0,749000.0,1214000.0,,,,,,,,17726000.0,,,,,,37999.0,,218000.0,
PHN.MI,2023-03-31,3M,EUR,15287000.0,24156000.0,,,1453000.0,1123000.0,14271000.0,19596000.0,,1123000.0,54798000.0,,59451000.0,416000.0,3666000.0,4082000.0,26774000.0,,,,21860000.0,,,7419000.0,71505000.0,243000.0,339000.0,1037000.0,13041000.0,14078000.0,339000.0,4685000.0,,2436000.0,20001000.0,32938000.0,1395000.0,4213000.0,,9621164.0,6412000.0,4146000.0,,,1259000.0,,,,,5325000.0,18546000.0,,243000.0,,,5431000.0,9680977.0,54798000.0,32938000.0,1625000.0,104548000.0,67839000.0,18160000.0,54798000.0,49750000.0,45097000.0,22976000.0,3259000.0,59813.0,3983000.0,,32677000.0
PHN.MI,2023-06-30,3M,EUR,12661000.0,20545000.0,-4000000.0,,1369000.0,1123000.0,10313000.0,15383000.0,10313000.0,1123000.0,48719000.0,21217000.0,54334000.0,402000.0,3267000.0,3669000.0,25478000.0,210000.0,6131000.0,17618000.0,22274000.0,29156000.0,-337000.0,7338000.0,73056000.0,,4000.0,967000.0,21070000.0,22037000.0,4000.0,7341000.0,3584000.0,14024000.0,25156000.0,26445000.0,1032000.0,1637000.0,291000.0,9615596.0,797000.0,574000.0,4656000.0,,,-7000.0,2633000.0,3606000.0,8189000.0,5070000.0,17314000.0,,480000.0,749000.0,1248000.0,7232000.0,9680977.0,48719000.0,26445000.0,1602000.0,105205000.0,69789000.0,25706000.0,48719000.0,56486000.0,50871000.0,31008000.0,2020000.0,65381.0,3983000.0,296000.0,28856000.0
PHN.MI,2023-09-30,3M,EUR,15216000.0,24576000.0,,277000.0,,1123000.0,9575000.0,14720000.0,,1123000.0,51269000.0,,53814000.0,,,,26529000.0,,,,22596000.0,,,7839000.0,51269000.0,277000.0,,,,,,6452000.0,,,27015000.0,28673000.0,1336000.0,2004000.0,,9615596.0,5873000.0,3920000.0,,4000.0,2216000.0,-2000.0,,,,5145000.0,18715000.0,,,,,9731000.0,9680977.0,51269000.0,28673000.0,806000.0,107258000.0,51269000.0,,51269000.0,55989000.0,53444000.0,29460000.0,3499000.0,65381.0,3983000.0,,27285000.0
PHN.MI,2023-12-31,3M,EUR,16107000.0,20963000.0,-5311000.0,,1612000.0,1123000.0,18925000.0,25118000.0,18925000.0,1123000.0,54407000.0,134000.0,58682000.0,370000.0,4215000.0,4585000.0,27648000.0,,7481000.0,17561000.0,22542000.0,31663000.0,-369000.0,8166000.0,80810000.0,,4000.0,1242000.0,22188000.0,23430000.0,4000.0,4458000.0,6734000.0,7478000.0,26352000.0,31865000.0,1524000.0,2500000.0,293000.0,9614992.0,,220000.0,4981000.0,,,,3019000.0,4374000.0,169000.0,6193000.0,22238000.0,498000.0,1630000.0,20421000.0,816000.0,12832000.0,9680977.0,54407000.0,31865000.0,2636000.0,112443000.0,76595000.0,28015000.0,54407000.0,58036000.0,53761000.0,30388000.0,3112000.0,65985.0,4013000.0,238000.0,31034000.0
PHN.MI,2024-03-31,3M,EUR,14695000.0,26049000.0,,,1561000.0,1123000.0,15483000.0,21609000.0,,1123000.0,57014000.0,,62539000.0,347000.0,5832000.0,6179000.0,29069000.0,,,,22913000.0,,,8223000.0,83846000.0,304000.0,,1214000.0,21000000.0,22214000.0,,4211000.0,,11349000.0,25997000.0,34101000.0,1450000.0,2867000.0,,9614992.0,6034000.0,4469000.0,,22000.0,2150000.0,,,,,6126000.0,18421000.0,,,,,2631000.0,9614992.0,57014000.0,34101000.0,624000.0,115375000.0,78014000.0,28393000.0,57014000.0,58361000.0,52836000.0,29292000.0,3726000.0,,4013000.0,,33470000.0
