symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfInvestment,ShortTermDebtIssuance
EUK.MI,2019-12-31,12M,EUR,,,,-2652000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,-47000.0,,400000.0,,-1000.0,,,,,0.0,,,,0.0,400000.0
EUK.MI,2019-12-31,TTM,EUR,,,,-2652000.0,,,,,,,,,,,,,,,,400000.0,,,,,,0.0,,,,,400000.0,,,,,,,0.0,,,,,400000.0
EUK.MI,2020-12-31,12M,EUR,12000.0,2980000.0,-5406000.0,,-341000.0,0.0,2412000.0,878000.0,-3104000.0,71000.0,257000.0,-341000.0,194000.0,6144000.0,6156000.0,2639000.0,-1712000.0,1271000.0,-5306000.0,1250000.0,1250000.0,-1471000.0,,-1921000.0,-1920000.0,100000.0,-221000.0,-221000.0,1700000.0,-5406000.0,,6677000.0,,2680000.0,-57000.0,-808000.0,,,-5406000.0,-1471000.0,,100000.0,
EUK.MI,2021-12-31,12M,EUR,5000.0,2639000.0,-306000.0,,4747000.0,0.0,-92000.0,-2498000.0,-2526000.0,1248000.0,-3868000.0,4746000.0,485000.0,6125000.0,6130000.0,7386000.0,-562000.0,5308000.0,-306000.0,10333000.0,10333000.0,-7635000.0,0.0,570000.0,570000.0,,-7635000.0,-7635000.0,-1000.0,-306000.0,,5614000.0,1000.0,2664000.0,-84000.0,-280000.0,,,-306000.0,-7635000.0,0.0,,
EUK.MI,2022-12-31,12M,EUR,6000.0,7386000.0,-4153000.0,,-3763000.0,0.0,-2567000.0,904000.0,-3255000.0,896000.0,-4022000.0,-3763000.0,378000.0,6461000.0,6467000.0,3623000.0,-4791000.0,1028000.0,-4153000.0,0.0,0.0,-1402000.0,0.0,443000.0,443000.0,,-1402000.0,-1402000.0,144000.0,-4153000.0,,5181000.0,1000.0,2812000.0,-137000.0,-25000.0,0.0,,-4153000.0,-1402000.0,0.0,,
EUK.MI,2023-12-31,12M,EUR,6000.0,3623000.0,-6489000.0,,-1290000.0,0.0,2789000.0,303000.0,-2107000.0,-907000.0,78000.0,-1291000.0,248000.0,7107000.0,7113000.0,2333000.0,-2447000.0,3588000.0,-8921000.0,3787000.0,3787000.0,-2222000.0,-2432000.0,556000.0,556000.0,,1565000.0,1565000.0,,-6489000.0,,10077000.0,1000.0,1994000.0,-65000.0,0.0,-2432000.0,,-6489000.0,-2222000.0,0.0,,
EUK.MI,2023-12-31,TTM,EUR,6000.0,3623000.0,-6489000.0,,-1290000.0,0.0,2789000.0,303000.0,-2107000.0,-907000.0,78000.0,-1291000.0,248000.0,7107000.0,7113000.0,2333000.0,-2447000.0,3588000.0,-8921000.0,3787000.0,3787000.0,-2222000.0,-2432000.0,556000.0,556000.0,,1565000.0,1565000.0,,-6489000.0,,10077000.0,1000.0,1994000.0,-65000.0,0.0,-2432000.0,,-6489000.0,-2222000.0,0.0,,
