symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfInvestmentProperties,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,TaxesRefundPaid
TKF.MI,2019-12-31,12M,EUR,,,,,,,,62000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-686000.0,0.0,,,,,,,30000.0,,,,,0.0,-686000.0,,,,
TKF.MI,2020-12-31,12M,EUR,2267.0,12602274.0,-1966193.0,-1000000.0,2803533.0,-3655319.0,41020.0,-79000.0,423470.0,201416.0,-2989413.0,2803533.0,590000.0,,1466317.0,1468584.0,15405807.0,3070435.0,-226886.0,51784.0,-450000.0,-37705.0,,-2006209.0,590000.0,5302170.0,5302170.0,-842832.0,-100000.0,590000.0,-205153.0,3815524.0,4985078.0,-12772.0,-1953000.0,-100000.0,4459338.0,4459338.0,56429.0,32883.0,-1926320.0,1739307.0,1000.0,102952.0,144923.0,-100000.0,-12772.0,-100000.0,-1953000.0,-1953421.0,-842832.0,27101.0,-1383531.0
TKF.MI,2021-12-31,12M,EUR,5040.0,15405808.0,-412606.0,-6800000.0,11050178.0,2248206.0,332502.0,-651140.0,-2378741.0,-797490.0,-595523.0,11057506.0,11995580.0,,1823569.0,1828609.0,26455986.0,4284648.0,6066207.0,,-17600.0,-488243.0,,294045.0,11995580.0,1754700.0,1754700.0,-1171910.0,0.0,11995580.0,217361.0,5639312.0,7197066.0,-12913.0,,,582790.0,582790.0,,,306958.0,6478813.0,-7328.0,-43138.0,291055.0,0.0,-12913.0,,,-399693.0,-1171910.0,706651.0,-2148531.0
TKF.MI,2022-12-31,12M,EUR,1820981.0,26455694.0,-770976.0,-2773670.0,-6976418.0,-4359857.0,127071.0,,1527406.0,-232709.0,-2938089.0,-6976418.0,0.0,229.0,373659.0,2194640.0,19479276.0,-8542046.0,1559273.0,,0.0,-32758.0,,-764621.0,0.0,2121959.0,2121959.0,-5646202.0,,0.0,154713.0,3485195.0,4602124.0,-6100.0,,,-3524243.0,-3524243.0,,1.0,-758522.0,2330249.0,-3.0,241353.0,250823.0,,-6100.0,,,-764876.0,-5646202.0,6354.0,-2005980.0
TKF.MI,2023-12-31,12M,EUR,2794653.0,19479276.0,-875629.0,-937488.0,-2335374.0,-194065.0,-80350.0,,-1341520.0,445984.0,-1169951.0,-2335375.0,0.0,1244.0,575774.0,3370427.0,17143901.0,-3845430.0,1507854.0,23410.0,,6865.0,6865.0,-873428.0,0.0,0.0,0.0,-504357.0,,0.0,19072.0,975041.0,1543548.0,0.0,,,-504357.0,-504357.0,-1.0,-1.0,-873427.0,2383483.0,,-429458.0,305647.0,,0.0,,,-875629.0,-504357.0,2202.0,-1100232.0
TKF.MI,2023-12-31,TTM,EUR,2794653.0,19479276.0,-875629.0,-937488.0,-2335374.0,-194065.0,-80350.0,,-1341520.0,445984.0,-1169951.0,-2335375.0,0.0,1244.0,575774.0,3370427.0,17143901.0,-3845430.0,1507854.0,23410.0,,6865.0,6865.0,-873428.0,0.0,0.0,0.0,-504357.0,,0.0,19072.0,975041.0,1543548.0,0.0,,,-504357.0,-504357.0,-1.0,-1.0,-873427.0,2383483.0,,-429458.0,305647.0,,0.0,,,-875629.0,-504357.0,2202.0,-1100232.0
