symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
EEMS.MI,2019-12-31,12M,EUR,,,,,,,,,,,,1528000.0,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,1000.0,,-1000.0,1000.0,,,,,13000.0,,,,,,,,,,,,,,,,,14000.0,
EEMS.MI,2020-12-31,12M,EUR,653000.0,638000.0,,,-1202000.0,,,499000.0,1305000.0,1305000.0,1305000.0,1262000.0,499000.0,478000.0,,2036000.0,,541000.0,541000.0,0.0,1929000.0,0.0,0.0,1840000.0,0.0,1019000.0,0.0,0.0,0.0,0.0,478000.0,0.0,0.0,0.0,17000.0,1740473.0,3000.0,3000.0,,,2000.0,710000.0,,,1369000.0,,,,,-3651000.0,1740473.0,478000.0,478000.0,90000.0,2420000.0,478000.0,541000.0,478000.0,1942000.0,384000.0,13000.0,6000.0,11000.0,107000.0
EEMS.MI,2021-12-31,12M,EUR,131000.0,0.0,,0.0,-734000.0,,,499000.0,1970000.0,1970000.0,356000.0,1442000.0,499000.0,997000.0,,2432000.0,,1151000.0,1151000.0,45000.0,1703000.0,0.0,3000.0,734000.0,0.0,2148000.0,0.0,0.0,0.0,0.0,994000.0,135000.0,0.0,0.0,18000.0,1740473.0,15000.0,-1000.0,3000.0,,,131000.0,,45000.0,414000.0,,0.0,,172000.0,-3937000.0,1740473.0,997000.0,994000.0,402000.0,2706000.0,997000.0,1151000.0,997000.0,1709000.0,274000.0,6000.0,152000.0,6000.0,729000.0
EEMS.MI,2022-12-31,12M,EUR,71000.0,339000.0,0.0,1344000.0,-38000.0,0.0,,1835000.0,1604000.0,1604000.0,1604000.0,1082000.0,1835000.0,1507000.0,35000.0,3151000.0,,1063000.0,1063000.0,269000.0,2083000.0,0.0,19000.0,377000.0,36000.0,2570000.0,,,0.0,36000.0,1488000.0,211000.0,0.0,4000.0,32000.0,1869124.0,3000.0,,19000.0,,,88000.0,1000.0,,376000.0,28000.0,364000.0,0.0,172000.0,-6195000.0,1869124.0,1507000.0,1488000.0,572000.0,3598000.0,1507000.0,1063000.0,1507000.0,2091000.0,447000.0,8000.0,217000.0,4000.0,1068000.0
EEMS.MI,2023-12-31,12M,EUR,309000.0,30000.0,-1000.0,3933000.0,0.0,158000.0,27000.0,3176000.0,1493000.0,1493000.0,1493000.0,,3176000.0,2426000.0,96000.0,2833000.0,27000.0,137000.0,164000.0,416000.0,1391000.0,,272000.0,30000.0,264000.0,2696000.0,133000.0,133000.0,,263000.0,2154000.0,391000.0,,,24000.0,3986454.0,1000.0,,272000.0,,,136000.0,10000.0,9000.0,473000.0,54000.0,381000.0,0.0,,-9213000.0,3986454.0,2426000.0,2154000.0,503000.0,3950000.0,2559000.0,297000.0,2426000.0,1524000.0,1117000.0,133000.0,28000.0,,1442000.0
