symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,ShortTermDebtIssuance,ShortTermDebtPayments
EEMS.MI,2019-12-31,12M,EUR,,,,,0.0,,,,,,,,,,,,,,,-81000.0,0.0,,,,0.0,,,,,,549000.0,,,,,0.0,,,-81000.0,630000.0,-81000.0
EEMS.MI,2020-12-31,12M,EUR,,1528000.0,,-223000.0,0.0,-120000.0,-8000.0,2000.0,-126000.0,-292000.0,,0.0,69000.0,1305000.0,650000.0,-942000.0,0.0,650000.0,650000.0,,,-757000.0,-757000.0,0.0,0.0,650000.0,650000.0,,,,,-942000.0,-1000.0,-59000.0,0.0,,0.0,,,,
EEMS.MI,2021-12-31,12M,EUR,0.0,1305000.0,-3000.0,665000.0,0.0,-809000.0,-290000.0,630000.0,-469000.0,639000.0,,0.0,26000.0,1970000.0,1333000.0,-694000.0,-3000.0,1333000.0,1333000.0,0.0,,-287000.0,-287000.0,-3000.0,0.0,1333000.0,1333000.0,,,0.0,,-691000.0,,65000.0,0.0,,-3000.0,0.0,0.0,,
EEMS.MI,2022-12-31,12M,EUR,6000.0,1970000.0,-58000.0,-366000.0,,-198000.0,484000.0,-509000.0,-223000.0,-389000.0,,6000.0,23000.0,1604000.0,2069000.0,-2458000.0,-58000.0,2905000.0,2905000.0,-842000.0,,-2258000.0,-2258000.0,-22000.0,,2063000.0,2063000.0,6000.0,,-36000.0,,-2400000.0,,71000.0,4000.0,,-22000.0,-36000.0,-842000.0,,
EEMS.MI,2023-12-31,12M,EUR,30000.0,1604000.0,-280000.0,-111000.0,,198000.0,35000.0,393000.0,626000.0,-101000.0,,30000.0,-10000.0,1493000.0,2500000.0,-2577000.0,-304000.0,2500000.0,2500000.0,,,-3018000.0,-3018000.0,-271000.0,,2500000.0,2500000.0,,-24000.0,-9000.0,,-2297000.0,,54000.0,11000.0,,-271000.0,-9000.0,,,
EEMS.MI,2023-12-31,TTM,EUR,30000.0,1604000.0,-280000.0,-111000.0,,198000.0,35000.0,393000.0,626000.0,-101000.0,30000.0,30000.0,-10000.0,1493000.0,2500000.0,-2577000.0,-304000.0,2500000.0,2500000.0,,,-3018000.0,-3018000.0,-271000.0,,2500000.0,2500000.0,,-24000.0,-9000.0,,-2297000.0,,54000.0,11000.0,,-271000.0,-9000.0,,,
