symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,SaleOfPPE
SGF.MI,2022-12-31,3M,EUR,,-24958000.0,,,,,,,,,,,,-3169000.0,,,,,,
SGF.MI,2023-03-31,3M,EUR,-294900000.0,,39000000.0,18200000.0,39000000.0,-255900000.0,-600000.0,58700000.0,-19100000.0,100000.0,-600000.0,13200000.0,42400000.0,,-600000.0,-20400000.0,1200000.0,58700000.0,-38400000.0,1200000.0
SGF.MI,2023-06-30,3M,EUR,-255900000.0,,-15489000.0,-25690000.0,-53889000.0,138684000.0,-27732000.0,-12776000.0,-51260000.0,-269000.0,600000.0,18181000.0,-11019000.0,,601000.0,,-28574000.0,25103000.0,,1557000.0
SGF.MI,2023-09-30,3M,EUR,138684000.0,-31421000.0,13489000.0,-19710000.0,13489000.0,-257900000.0,27532000.0,-6624000.0,-38840000.0,,,14400000.0,103719000.0,-46000.0,-1401000.0,,30074000.0,24797000.0,,-57000.0
SGF.MI,2023-12-31,3M,EUR,-257900000.0,-25374000.0,-72640000.0,-11785000.0,-72640000.0,77526000.0,-84519000.0,-4856000.0,-8639000.0,,,11966000.0,-77334000.0,-6202000.0,,,-72219000.0,20518000.0,,8206000.0
SGF.MI,2024-03-31,3M,EUR,-266100000.0,,30400000.0,7300000.0,30400000.0,-235700000.0,-300000.0,50900000.0,-20200000.0,0.0,,15000000.0,43800000.0,,-300000.0,-20700000.0,500000.0,50900000.0,,500000.0
SGF.MI,2024-03-31,TTM,EUR,-255900000.0,,-44240000.0,-49885000.0,-44240000.0,-300140000.0,-85619000.0,26644000.0,-79939000.0,-269000.0,,59566000.0,59166000.0,,,,-70219000.0,121318000.0,,10206000.0
