symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
SGF.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,6803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGF.MI,2020-12-31,12M,EUR,225638000.0,146273000.0,-830475000.0,19042000.0,-5368000.0,6548000.0,46000.0,950103000.0,70209000.0,62461000.0,209673000.0,209673000.0,209644000.0,29000.0,62461000.0,132961000.0,95030000.0,498453000.0,17971000.0,152034000.0,170005000.0,561138000.0,26137000.0,0.0,1003000.0,2248000.0,35211000.0,126639000.0,255384000.0,151641000.0,1274901000.0,22000.0,97731000.0,635713000.0,46000.0,12844000.0,52238000.0,350718000.0,402956000.0,98292000.0,7368000.0,16413000.0,293079000.0,444426000.0,-122423000.0,40728000.0,30216000.0,117995763.0,2254000.0,35156000.0,1097000.0,128745000.0,-26443000.0,85349000.0,209556000.0,9564000.0,,324568000.0,3166000.0,0.0,48703000.0,144431000.0,120117992.0,132961000.0,-122423000.0,23222000.0,1275196000.0,483679000.0,572961000.0,149374000.0,1125822000.0,776743000.0,564684000.0,13581000.0,58660000.0,2122229.0,4847000.0,13817000.0,-62685000.0
SGF.MI,2021-12-31,12M,EUR,210932000.0,136736000.0,-918238000.0,19289000.0,-4018000.0,0.0,46000.0,1013698000.0,71587000.0,62461000.0,120927000.0,120927000.0,120902000.0,25000.0,62461000.0,187687000.0,96832000.0,409991000.0,17147000.0,88872000.0,106019000.0,478651000.0,16727000.0,5208000.0,0.0,,35494000.0,126639000.0,236687000.0,140754000.0,1371225000.0,25000.0,111917000.0,569810000.0,46000.0,12653000.0,54440000.0,293251000.0,347691000.0,56283000.0,9165000.0,17297000.0,261196000.0,452987000.0,-49000000.0,36276000.0,25288000.0,118103979.0,2693000.0,33447000.0,813000.0,110048000.0,,99478000.0,238877000.0,8458000.0,,322413000.0,3646000.0,0.0,60455000.0,151000000.0,120117992.0,187687000.0,-49000000.0,25589000.0,1178723000.0,480938000.0,453710000.0,204984000.0,973739000.0,768732000.0,495088000.0,12003000.0,65826000.0,2014013.0,4600000.0,15968000.0,-68660000.0
SGF.MI,2022-12-31,12M,EUR,239194000.0,161223000.0,-953345000.0,19445000.0,-4689000.0,0.0,2999000.0,1042784000.0,71220000.0,62461000.0,118488000.0,118704000.0,118488000.0,0.0,62461000.0,230666000.0,80171000.0,459017000.0,13677000.0,70996000.0,84673000.0,487183000.0,10146000.0,6053000.0,0.0,,38246000.0,121598000.0,218231000.0,165912000.0,1402995000.0,2761000.0,129725000.0,587434000.0,2999000.0,10190000.0,57543000.0,285772000.0,343315000.0,33708000.0,8590000.0,16822000.0,238280000.0,449650000.0,12435000.0,31806000.0,23731000.0,118172128.0,3107000.0,40095000.0,978000.0,96633000.0,,100063000.0,261260000.0,10089000.0,216000.0,352252000.0,4370000.0,0.0,72502000.0,186746000.0,120117992.0,230666000.0,12435000.0,29038000.0,1199788000.0,516438000.0,427988000.0,247488000.0,952300000.0,740771000.0,465117000.0,12995000.0,64363000.0,1945864.0,4444000.0,18977000.0,-28166000.0
SGF.MI,2023-12-31,12M,EUR,218569000.0,166900000.0,-968353000.0,20376000.0,-4149000.0,0.0,6818000.0,1047803000.0,65404000.0,62461000.0,78185000.0,79346000.0,78185000.0,0.0,62461000.0,272856000.0,76103000.0,433318000.0,12689000.0,63939000.0,76628000.0,471997000.0,12383000.0,6694000.0,0.0,,47073000.0,124077000.0,203371000.0,171049000.0,1402900000.0,9000.0,138231000.0,566428000.0,6818000.0,10199000.0,52715000.0,229633000.0,282348000.0,23844000.0,8245000.0,14451000.0,215387000.0,434547000.0,69485000.0,33009000.0,23344000.0,118580836.0,3357000.0,38272000.0,944000.0,79294000.0,,105924000.0,260550000.0,13088000.0,1161000.0,344712000.0,4286000.0,0.0,72198000.0,249183000.0,120117992.0,272856000.0,69485000.0,28101000.0,1145289000.0,502489000.0,358976000.0,287307000.0,857982000.0,711971000.0,385985000.0,20219000.0,56449000.0,1537156.0,3513000.0,18960000.0,-38679000.0
