symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
SGF.MI,2019-12-31,12M,EUR,,,-5012000.0,,,,,-5012000.0,,,,,0.0,,,,,,,,,,,,68141000.0,68141000.0,,,,,,,,,,,,,,,,,,,,,,,,
SGF.MI,2020-12-31,12M,EUR,163231000.0,-108231000.0,,45383000.0,-25603000.0,-25603000.0,45383000.0,,0.0,3558000.0,135353000.0,135353000.0,0.0,-2171000.0,206443000.0,63457000.0,-22210000.0,,,107000.0,-16346000.0,1936000.0,-104095000.0,0.0,,,,-39000.0,0.0,-3707000.0,-35131000.0,-35131000.0,-22909000.0,,77717000.0,77717000.0,-83083000.0,86021000.0,22817000.0,-3855000.0,21051000.0,,-23270000.0,-84961000.0,,,361000.0,1878000.0,339000.0,-13051000.0
SGF.MI,2021-12-31,12M,EUR,206443000.0,-109723000.0,-3012000.0,-87971000.0,11239000.0,11239000.0,-87971000.0,,0.0,13516000.0,135018000.0,135018000.0,,457000.0,118929000.0,-140040000.0,31935000.0,-2234000.0,,-4000.0,-14346000.0,3464000.0,-89589000.0,0.0,,,,-4406000.0,0.0,2234000.0,1951000.0,1951000.0,-19373000.0,0.0,-122574000.0,-122574000.0,-69274000.0,141658000.0,17761000.0,-6416000.0,-6480000.0,,-19400000.0,-90323000.0,,0.0,27000.0,21049000.0,8000.0,-12767000.0
SGF.MI,2022-12-31,12M,EUR,118929000.0,-98758000.0,-2067000.0,3391000.0,1206000.0,1206000.0,3391000.0,,0.0,18353000.0,126360000.0,126360000.0,,-5726000.0,116594000.0,-42715000.0,36128000.0,-897000.0,-10000.0,-586000.0,-17235000.0,5628000.0,-88780000.0,0.0,,,-26486000.0,10000.0,0.0,897000.0,29562000.0,29562000.0,-18097000.0,-3169000.0,-26486000.0,-26486000.0,-73152000.0,134886000.0,18785000.0,-9746000.0,-10848000.0,0.0,-18097000.0,-80661000.0,-26486000.0,10000.0,0.0,7509000.0,286000.0,-22872000.0
SGF.MI,2023-12-31,12M,EUR,116594000.0,-94674000.0,-6303000.0,-35640000.0,-38985000.0,-38985000.0,-35640000.0,,0.0,17481000.0,120962000.0,120962000.0,,-3428000.0,77526000.0,-85919000.0,34444000.0,,0.0,-71000.0,-24718000.0,11200000.0,-78839000.0,0.0,,,-61968000.0,-169000.0,0.0,0.0,57766000.0,57766000.0,-14249000.0,-6102000.0,-61968000.0,-61968000.0,-69519000.0,129118000.0,20109000.0,-12502000.0,1567000.0,-1300000.0,-14249000.0,-80425000.0,-61968000.0,0.0,0.0,10906000.0,404000.0,-16052000.0
SGF.MI,2024-03-31,TTM,EUR,-255900000.0,,,-44240000.0,,-49885000.0,-44240000.0,,,,,,,,-300140000.0,-85619000.0,26644000.0,,,,,,-79939000.0,,,,,-269000.0,,,59566000.0,59166000.0,,,,,-70219000.0,121318000.0,,,,,,,,,,10206000.0,,
