asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DefinedPensionBenefit,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonOperatingIncomeExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,,,-953345000.0,19445000.0,-4689000.0,,,,,,1042784000.0,-24958000.0,,,,,118488000.0,0.0,,,,,,80171000.0,,,,,,,,6053000.0,,,,,,,,,,,,38246000.0,,,121598000.0,,165912000.0,,,2761000.0,,,,,,,,,,,,,,,,8590000.0,,,,,,,,,,,,,,,,-3169000.0,,,,,,,,,,,,,,,,,,,978000.0,96633000.0,,100063000.0,,,,-2238000.0,,,4370000.0,,,72502000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945864.0,4444000.0,18977000.0,
2023-03-31,3M,EUR,397600000.0,180700000.0,,,,0.0,3600000.0,118240241.0,0.111637,-294900000.0,,,69300000.0,62500000.0,145000000.0,150400000.0,,,39000000.0,18200000.0,39000000.0,62500000.0,240500000.0,,228200000.0,518700000.0,13400000.0,80100000.0,93500000.0,546000000.0,9700000.0,,19200000.0,19200000.0,0.0,118240241.0,0.111637,13200000.0,8200000.0,27400000.0,-255900000.0,439821226.0,-600000.0,,58700000.0,13700000.0,,216300000.0,,439600000.0,45800000.0,,5800000.0,5800000.0,1700000.0,1700000.0,131900000.0,585900000.0,-19100000.0,3600000.0,,9800000.0,55900000.0,265300000.0,321200000.0,,34100000.0,,130537226.0,18000000.0,-800000.0,100000.0,-600000.0,200400000.0,13200000.0,13200000.0,800000.0,13200000.0,13200000.0,0.0,42400000.0,14000000.0,-4100000.0,,-4100000.0,-600000.0,-20400000.0,439600000.0,1200000.0,24200000.0,29900000.0,22700000.0,27700000.0,228000.0,58700000.0,36600000.0,9200000.0,274000000.0,118240241.0,-38400000.0,7400000.0,37600000.0,,,-400000.0,,429800000.0,12900000.0,5400000.0,,0.0,405200000.0,,2400000.0,0.0,,228200000.0,19200000.0,300000.0,13200000.0,1200000.0,3700000.0,17400000.0,120117992.0,-300000.0,240500000.0,24200000.0,-72000.0,1600000.0,0.24,35400000.0,1244700000.0,505800000.0,414700000.0,258500000.0,264800000.0,986200000.0,726000000.0,440200000.0,274000000.0,7600000.0,-300000.0,-300000.0,62200000.0,1877751.0,,,-27300000.0
2023-06-30,3M,EUR,292301000.0,198013000.0,-976284000.0,19754000.0,-4306000.0,0.0,3822000.0,,,-255900000.0,954918000.0,,65262000.0,62461000.0,140288000.0,143017000.0,140263000.0,25000.0,-15489000.0,-25690000.0,-53889000.0,62461000.0,257963000.0,70408000.0,332546000.0,529609000.0,13441000.0,68946000.0,82387000.0,541658000.0,9535000.0,6235000.0,28671000.0,15379000.0,1723000.0,,,18181000.0,29523000.0,58194000.0,138684000.0,408636183.0,-27732000.0,47709000.0,-12776000.0,-6877000.0,123440000.0,214229000.0,202319000.0,1408812000.0,88303000.0,184000.0,5753000.0,5753000.0,810000.0,810000.0,140711000.0,593358000.0,-51260000.0,3822000.0,0.0,10221000.0,51821000.0,266449000.0,318270000.0,0.0,32799000.0,,144336183.0,12458000.0,-764000.0,-269000.0,600000.0,195107000.0,18181000.0,18181000.0,18945000.0,0.0,18181000.0,18181000.0,-11019000.0,18945000.0,-6227000.0,,-6227000.0,601000.0,,432528000.0,-28574000.0,43734000.0,29711000.0,22239000.0,58960000.0,18791511.989903,25103000.0,56579000.0,31724000.0,420849000.0,118308347.0,,6930000.0,46040000.0,1090000.0,90789000.0,-871000.0,95024000.0,373265000.0,8268000.0,2729000.0,,0.0,403678000.0,4408000.0,23770000.0,0.0,71788000.0,332546000.0,28671000.0,2174000.0,221021000.0,1557000.0,-4427000.0,-11304000.0,120117992.0,-1631000.0,257963000.0,43734000.0,-155488.010097,4825000.0,0.202987,28078000.0,1248040000.0,524412000.0,400657000.0,270421000.0,389125000.0,977619000.0,718431000.0,435961000.0,420849000.0,16353000.0,-766000.0,-766000.0,60930000.0,1809645.0,4135000.0,21214000.0,-12049000.0
2023-09-30,3M,EUR,373700000.0,197200000.0,,,,7600000.0,4100000.0,118308347.0,0.121716,138684000.0,,-31421000.0,65200000.0,62500000.0,113900000.0,116500000.0,,,13489000.0,-19710000.0,13489000.0,62500000.0,273500000.0,,314800000.0,518900000.0,13600000.0,66300000.0,79900000.0,524400000.0,8100000.0,,29200000.0,29200000.0,0.0,118308347.0,0.121716,14400000.0,33200000.0,62400000.0,-257900000.0,433682820.0,27532000.0,,-6624000.0,19100000.0,,210200000.0,,431000000.0,90100000.0,,6200000.0,6200000.0,900000.0,900000.0,145000000.0,591000000.0,-38840000.0,4100000.0,,9800000.0,51600000.0,251200000.0,302800000.0,,32600000.0,,176042820.0,13300000.0,-800000.0,,,203600000.0,14400000.0,14400000.0,20200000.0,-5000000.0,14400000.0,19400000.0,103719000.0,15200000.0,-5300000.0,-46000.0,-5300000.0,-1401000.0,,431000000.0,30074000.0,63300000.0,30500000.0,22700000.0,63400000.0,20148148.148148,24797000.0,56200000.0,33900000.0,404900000.0,118580836.0,,5800000.0,44300000.0,,,-1000000.0,,421200000.0,13400000.0,2600000.0,,0.0,390600000.0,,27000000.0,0.0,,314800000.0,29200000.0,1000000.0,45800000.0,-57000.0,7900000.0,27000000.0,118580836.0,-1000000.0,273500000.0,63300000.0,-251851.851852,6800000.0,0.251852,33400000.0,1231000000.0,524700000.0,382700000.0,286800000.0,371000000.0,944200000.0,712100000.0,419800000.0,404900000.0,16900000.0,-1000000.0,-1000000.0,61700000.0,,,,-5500000.0
2023-12-31,3M,EUR,218569000.0,166900000.0,-968353000.0,20376000.0,-4149000.0,0.0,6818000.0,,0.10143,-257900000.0,1047803000.0,-25374000.0,65404000.0,62461000.0,78185000.0,79346000.0,78185000.0,0.0,-72640000.0,-11785000.0,-72640000.0,62461000.0,272856000.0,76103000.0,290219000.0,433318000.0,12689000.0,63939000.0,76628000.0,471997000.0,12383000.0,6694000.0,27073000.0,996000.0,0.0,,0.10143,11966000.0,19152000.0,46225000.0,77526000.0,508140569.0,-84519000.0,47073000.0,-4856000.0,-31820000.0,124077000.0,203371000.0,171049000.0,1402900000.0,85161000.0,9000.0,6790000.0,6790000.0,3362000.0,3362000.0,138231000.0,566428000.0,-8639000.0,6818000.0,,10199000.0,52715000.0,229633000.0,282348000.0,,23844000.0,8245000.0,241940569.0,14451000.0,-857000.0,,,215387000.0,11966000.0,11966000.0,13081000.0,-258000.0,11966000.0,12224000.0,-77334000.0,12823000.0,-6113000.0,-6202000.0,-6113000.0,,,434547000.0,-72219000.0,69485000.0,33009000.0,23344000.0,49754000.0,14906040.0,20518000.0,55334000.0,29827000.0,375380000.0,118580836.0,,3357000.0,38272000.0,944000.0,79294000.0,-4269000.0,105924000.0,260550000.0,13088000.0,1161000.0,,0.0,344712000.0,4286000.0,12362000.0,0.0,72198000.0,290219000.0,27073000.0,3632000.0,249183000.0,8206000.0,-15706000.0,-47526000.0,120117992.0,-5933000.0,272856000.0,69485000.0,-846960.0,-719000.0,0.24,28101000.0,1145289000.0,502489000.0,358976000.0,287307000.0,345553000.0,857982000.0,711971000.0,385985000.0,375380000.0,20219000.0,-3529000.0,-3529000.0,56449000.0,1537156.0,3513000.0,18960000.0,-38679000.0
2024-03-31,3M,EUR,221400000.0,105200000.0,,,,382300000.0,9600000.0,118580836.0,0.126496,-266100000.0,,,44700000.0,62500000.0,89000000.0,95000000.0,,,30400000.0,7300000.0,30400000.0,62500000.0,295500000.0,,212100000.0,709600000.0,8700000.0,67500000.0,76200000.0,554600000.0,10900000.0,,19200000.0,19200000.0,0.0,118580836.0,0.126496,15000000.0,16600000.0,35800000.0,-235700000.0,653695168.0,-300000.0,,50900000.0,13100000.0,,109200000.0,,316100000.0,51100000.0,,7100000.0,7100000.0,2000000.0,2000000.0,82900000.0,580400000.0,-20200000.0,9600000.0,,3700000.0,36000000.0,217400000.0,253400000.0,,15600000.0,,377995168.0,14600000.0,-1000000.0,0.0,,195900000.0,15000000.0,15000000.0,5600000.0,10400000.0,15000000.0,4600000.0,43800000.0,16000000.0,-5100000.0,,-5100000.0,-300000.0,-20700000.0,316100000.0,500000.0,186300000.0,27700000.0,19700000.0,36500000.0,5020000.0,50900000.0,36000000.0,15100000.0,263200000.0,118580836.0,,5700000.0,28800000.0,,,-500000.0,,312400000.0,11400000.0,6000000.0,,0.0,232900000.0,,9500000.0,0.0,,212100000.0,19200000.0,700000.0,15000000.0,500000.0,3700000.0,16800000.0,118580836.0,-700000.0,295500000.0,186300000.0,-280000.0,3900000.0,0.4,27100000.0,1194000000.0,512900000.0,329600000.0,310100000.0,248100000.0,883900000.0,484500000.0,329300000.0,263200000.0,11500000.0,-700000.0,-700000.0,40600000.0,,,,155000000.0
