symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SGF.MI,2020-12-31,12M,EUR,33326000.0,117996000.0,-0.298,930043000.0,116246000.0,82920000.0,117996000.0,-0.298,-35131000.0,7734000.0,143087000.0,22719000.0,260190000.0,13640000.0,22752000.0,22752000.0,454000.0,454000.0,-489000.0,-35131000.0,-35131000.0,-18428000.0,-16214000.0,-35131000.0,-18917000.0,-34642000.0,-22873000.0,-22873000.0,179098000.0,8451360.0,211451000.0,48739000.0,1190233000.0,-187000.0,9354000.0,-5729000.0,0.0,-15018000.0,930043000.0,135353000.0,2743000.0,4010000.0,28852000.0,6498000.0,29217000.0,-36763000.0,-8642640.0,3410000.0,0.24,1141494000.0,575000.0,1190233000.0,-36011000.0,-36011000.0
SGF.MI,2021-12-31,12M,EUR,33110000.0,118104000.0,0.017,1031847000.0,115557000.0,82447000.0,118104000.0,0.017,1951000.0,60416000.0,195434000.0,22600000.0,288790000.0,18527000.0,18281000.0,18281000.0,2689000.0,2689000.0,-2178000.0,1951000.0,1951000.0,28619000.0,-24490000.0,1951000.0,26441000.0,4129000.0,-17140000.0,-17140000.0,213321000.0,38586273.0,215992000.0,72798000.0,1320637000.0,325000.0,7980000.0,-8317000.0,0.0,42135000.0,1031847000.0,135018000.0,2452000.0,4095000.0,7056000.0,7045000.0,29645000.0,-17266000.0,-5741727.0,13516000.0,0.321,1247839000.0,1548000.0,1320637000.0,-17887000.0,-17887000.0
SGF.MI,2022-12-31,12M,EUR,29682000.0,118172000.0,0.25,1239130000.0,115743000.0,86061000.0,118172000.0,0.25,29562000.0,71035000.0,197395000.0,23597000.0,304234000.0,8908000.0,19323000.0,19323000.0,3863000.0,3863000.0,-1631000.0,29562000.0,29562000.0,32631000.0,-1438000.0,29562000.0,31000000.0,31193000.0,-18324000.0,-18324000.0,212720000.0,40670290.744895,217894000.0,86340000.0,1543364000.0,126000.0,9420000.0,-2138000.0,0.0,51712000.0,1239130000.0,126360000.0,2403000.0,4435000.0,8094000.0,6950000.0,30547000.0,-14864000.0,-5654709.255105,19081000.0,0.368986,1457024000.0,2864000.0,1543364000.0,-15325000.0,-15325000.0
SGF.MI,2023-09-30,TTM,EUR,,118308347.0,0.357804,,,,118308347.0,0.357804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGF.MI,2023-12-31,12M,EUR,26077000.0,118581000.0,0.487,1279219000.0,112073000.0,85996000.0,118581000.0,0.487,57766000.0,112852000.0,233814000.0,25980000.0,348661000.0,4147000.0,27790000.0,27790000.0,7962000.0,7962000.0,-3157000.0,57766000.0,57766000.0,67581000.0,-6658000.0,57766000.0,64424000.0,60923000.0,-22513000.0,-22513000.0,241243000.0,70326274.211751,221834000.0,126827000.0,1627880000.0,-6669000.0,9024000.0,-1846000.0,0.0,85062000.0,1279219000.0,120962000.0,2479000.0,4168000.0,7532000.0,7994000.0,33974000.0,-9833000.0,-1526725.788249,17481000.0,0.205509,1501053000.0,2685000.0,1627880000.0,-7429000.0,-7429000.0
SGF.MI,2023-12-31,TTM,EUR,,,0.488554,,,,,0.488554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGF.MI,2024-03-31,TTM,EUR,,118580836.0,0.501859,1263119000.0,112073000.0,85996000.0,118580836.0,0.501859,59566000.0,121252000.0,233325000.0,25380000.0,353961000.0,,29090000.0,29090000.0,8262000.0,8262000.0,-3357000.0,59566000.0,59566000.0,72381000.0,-9458000.0,59566000.0,69024000.0,62923000.0,-23513000.0,-23513000.0,241154000.0,75172638.799071,221234000.0,132727000.0,1617080000.0,-6769000.0,,,0.0,92162000.0,1263119000.0,112073000.0,,,7932000.0,7994000.0,33374000.0,-10233000.0,-1680361.200929,19781000.0,0.214633,1484353000.0,,1617080000.0,-7829000.0,-7829000.0
