asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,20688000.0,4031000.0,-10726000.0,124612000.0,-2149000.0,7022000.0,,,8934000.0,-3307000.0,826000.0,1544000.0,1544000.0,1485000.0,59000.0,-7390000.0,3003000.0,3765000.0,,-851000.0,6575000.0,-166000.0,5751000.0,-7390000.0,826000.0,7416000.0,0.0,136517000.0,24972000.0,7636000.0,7636000.0,36160000.0,495000.0,7018000.0,22521000.0,22521000.0,11086000.0,4064000.0,,,-41881000.0,-38912000.0,-16391000.0,1544000.0,36397139.0,-2.220556,465000.0,13638000.0,-11523000.0,,5232000.0,15994000.0,4031000.0,14873000.0,-5536000.0,1405000.0,357000.0,357000.0,,,-650000.0,12988000.0,16637000.0,361000.0,,1000.0,629000.0,0.0,,1585000.0,1585000.0,,-732000.0,630000.0,360000.0,8389000.0,20232139.0,-422000.0,587000.0,-203000.0,0.0,7677000.0,-41881000.0,-41881000.0,-46287000.0,3819000.0,-41881000.0,-45700000.0,-46287000.0,-42468000.0,-2931000.0,-303000.0,0.0,-732000.0,-732000.0,-303000.0,1197000.0,3822000.0,4147000.0,-327000.0,-8578000.0,1682000.0,2417000.0,56000.0,-14825000.0,-31158480.0,-8216000.0,24971000.0,-30507000.0,130981000.0,47535.0,,1135000.0,795000.0,10762000.0,185000.0,241000.0,,1322000.0,4757000.0,790000.0,6484000.0,4494000.0,0.0,22068000.0,51000.0,1228000.0,-39269000.0,194000.0,-403000.0,-2931000.0,-376000.0,136517000.0,22521000.0,85000.0,-732000.0,,-116487000.0,200000.0,0.0,0.0,49000.0,47535.0,-9152000.0,7416000.0,-8578000.0,-2196480.0,7018000.0,0.24,687000.0,47516000.0,9001000.0,9221000.0,6994000.0,161488000.0,40522000.0,22544000.0,4362000.0,-38176000.0,-54000.0,130981000.0,590000.0,-1566000.0,-9152000.0,,2086000.0,-11188000.0,1566000.0
2020-12-31,12M,EUR,17356000.0,3887000.0,-8673000.0,138326000.0,,6128000.0,44823.0,-775.0,1544000.0,-2048000.0,6540000.0,2809000.0,2809000.0,2738000.0,71000.0,1265000.0,3126000.0,-23000.0,0.0,-2182000.0,,1225000.0,2146000.0,1265000.0,6540000.0,-6792000.0,17063000.0,107598000.0,20790000.0,5864000.0,5864000.0,35456000.0,3490000.0,1682000.0,14917000.0,14917000.0,9011000.0,2883000.0,44823.0,-775.0,-33620000.0,-32315000.0,-17398000.0,2809000.0,18164510.0,-1.044057,14930000.0,10808000.0,-13616000.0,-174000.0,,6033000.0,3887000.0,12765000.0,-5975000.0,602000.0,487000.0,487000.0,453000.0,453000.0,-960000.0,9848000.0,1007000.0,-2097000.0,,1000.0,480000.0,17063000.0,,1935000.0,1935000.0,,-2239000.0,481000.0,,7082000.0,8841510.0,-1377000.0,955000.0,225000.0,17063000.0,4990000.0,-33620000.0,-33620000.0,-34575000.0,0.0,-33620000.0,-33620000.0,-34575000.0,-34575000.0,-1492000.0,-34000.0,,-2239000.0,-2239000.0,-34000.0,106000.0,-280000.0,4092000.0,-550000.0,-12825000.0,0.0,2510000.0,336000.0,-15536000.0,-22996560.0,-11568000.0,20702000.0,-26677000.0,101623000.0,,,1752000.0,648000.0,6033000.0,,,,1134000.0,3769000.0,585000.0,5683000.0,2237000.0,0.0,18345000.0,77000.0,509000.0,-32802000.0,3120000.0,-175000.0,-1492000.0,-556000.0,107598000.0,14917000.0,161000.0,-2239000.0,461000.0,-149960000.0,400000.0,,,6000.0,,-7094000.0,-6792000.0,-12825000.0,-1702560.0,1773000.0,0.24,1500000.0,31732000.0,-4857000.0,7799000.0,-8169000.0,128300000.0,39901000.0,10942000.0,4445000.0,-32638000.0,-453000.0,101623000.0,404000.0,-1862000.0,-7094000.0,,2086000.0,-14666000.0,799000.0
2021-12-31,12M,EUR,12613000.0,1823000.0,-9119000.0,1473000.0,,985000.0,135731.0,-150.0,2809000.0,-14000.0,7080000.0,1141000.0,1141000.0,1038000.0,103000.0,-1668000.0,8506000.0,296000.0,814000.0,182000.0,,-792000.0,1511000.0,-1668000.0,7080000.0,-24335000.0,2013000.0,1937000.0,6034000.0,7102000.0,7102000.0,33605000.0,2504000.0,0.0,1164000.0,1164000.0,1164000.0,179000.0,135731.0,-150.0,-19647000.0,-5591000.0,-4427000.0,1141000.0,12902946.0,-2.914603,1792000.0,2302000.0,-3452000.0,,,1391000.0,,3175000.0,-598000.0,0.0,854000.0,854000.0,10000.0,10000.0,-1338000.0,964000.0,-15750000.0,-22000.0,1000.0,1000.0,527000.0,2013000.0,181000.0,1483000.0,1483000.0,181000.0,-221000.0,527000.0,,196000.0,7912946.0,-1916000.0,538000.0,10000.0,2013000.0,7444000.0,-19647000.0,-19647000.0,-6445000.0,-13740000.0,-19647000.0,-5907000.0,-6445000.0,-20185000.0,0.0,-844000.0,,181000.0,181000.0,-844000.0,-402000.0,342000.0,3175000.0,-14000.0,-25726000.0,0.0,2302000.0,11000.0,-3206000.0,-4686000.0,-3438000.0,3825000.0,-4423000.0,1339000.0,156692.0,2106000.0,11386000.0,,1391000.0,,,11000.0,43000.0,1297000.0,765000.0,2979000.0,-549000.0,0.0,12613000.0,53000.0,523000.0,-6445000.0,-986000.0,-38000.0,0.0,-14000.0,1937000.0,1164000.0,219000.0,-221000.0,53000.0,-30094000.0,10000.0,,,0.0,156964.0,-1221000.0,-24335000.0,-25726000.0,0.0,8000.0,0.0,332000.0,11139000.0,-22852000.0,8585000.0,-26251000.0,5762000.0,37390000.0,5105000.0,3785000.0,-5241000.0,,1339000.0,2598000.0,-1221000.0,-1221000.0,272.0,2086000.0,-27571000.0,1168000.0
2022-12-31,12M,EUR,3018000.0,0.0,,1530000.0,,67000.0,154412.0,75.0,1141000.0,,7194000.0,141000.0,141000.0,,,-1000000.0,,-39000.0,-513000.0,676000.0,,0.0,-12000.0,-1000000.0,7194000.0,-12220000.0,0.0,1338000.0,399000.0,6053000.0,6053000.0,12437000.0,1448000.0,,192000.0,192000.0,185000.0,118000.0,154412.0,75.0,11883000.0,-945000.0,-753000.0,141000.0,3972570.0,-5.275657,600000.0,,-806000.0,,,0.0,,8000.0,-1002000.0,7000.0,81000.0,81000.0,0.0,0.0,,0.0,-6167000.0,-794000.0,0.0,,0.0,0.0,600000.0,0.0,0.0,600000.0,,0.0,,0.0,3525570.0,0.0,0.0,0.0,0.0,5912000.0,11883000.0,11883000.0,-1026000.0,12909000.0,11883000.0,-1026000.0,-1026000.0,11883000.0,,-81000.0,,600000.0,600000.0,-81000.0,,-794000.0,8000.0,0.0,-12220000.0,,190000.0,,-690000.0,-963000.0,-806000.0,802000.0,-1804000.0,336000.0,156692.0,,1918000.0,,,,,,922000.0,184000.0,,8000.0,257000.0,0.0,3018000.0,40000.0,1000.0,-1026000.0,,,,0.0,1338000.0,192000.0,,,38000.0,-18610000.0,0.0,,,,156964.0,-63000.0,-12220000.0,-12220000.0,0.0,,0.0,,407000.0,-12220000.0,6053000.0,-12220000.0,2140000.0,12627000.0,8000.0,190000.0,-945000.0,,336000.0,,-63000.0,-63000.0,272.0,2086000.0,-12038000.0,18000.0
2023-12-31,12M,EUR,,,,,,,1999826.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999826.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
