symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles
TITR.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,-33000000.0,,,,,,,,,,,,,-133000000.0,,,,
TITR.MI,2023-03-31,3M,EUR,3555000000.0,-1147000000.0,-38000000.0,-900000000.0,-41000000.0,405000000.0,-504000000.0,164000000.0,267000000.0,-900000000.0,1201000000.0,1201000000.0,4000000.0,2659000000.0,-596000000.0,-296000000.0,,-1155000000.0,0.0,0.0,-689000000.0,-622000000.0,-146000000.0,-5000000.0,-558000000.0,-98000000.0,-906000000.0,851000000.0,0.0,0.0,-241000000.0,-906000000.0,0.0,95000000.0
TITR.MI,2023-06-30,3M,EUR,2659000000.0,-1041000000.0,-48000000.0,-303000000.0,-12000000.0,-478000000.0,235000000.0,-38000000.0,-301000000.0,-303000000.0,463000000.0,1228000000.0,29000000.0,2385000000.0,-191000000.0,-159000000.0,,-994000000.0,-24000000.0,0.0,-124000000.0,-51000000.0,-73000000.0,-30000000.0,-143000000.0,-25000000.0,-842000000.0,882000000.0,0.0,-24000000.0,-199000000.0,-842000000.0,0.0,126000000.0
TITR.MI,2023-09-30,3M,EUR,2385000000.0,-1096000000.0,-78000000.0,908000000.0,3000000.0,376000000.0,-345000000.0,-113000000.0,-206000000.0,908000000.0,1979000000.0,1214000000.0,-5000000.0,3288000000.0,987000000.0,-294000000.0,11000000.0,-881000000.0,-8000000.0,0.0,-311000000.0,-227000000.0,114000000.0,-4000000.0,1065000000.0,-83000000.0,-900000000.0,802000000.0,0.0,-8000000.0,-196000000.0,-900000000.0,0.0,310000000.0
TITR.MI,2023-12-31,3M,EUR,3288000000.0,-1785000000.0,-25000000.0,-366000000.0,19000000.0,67000000.0,805000000.0,-52000000.0,440000000.0,-366000000.0,-320000000.0,1220000000.0,-10000000.0,2912000000.0,-656000000.0,-376000000.0,-48000000.0,-1119000000.0,51000000.0,0.0,-317000000.0,-207000000.0,304000000.0,-10000000.0,-631000000.0,45000000.0,-1509000000.0,1409000000.0,0.0,,-276000000.0,-1509000000.0,19000000.0,580000000.0
TITR.MI,2024-03-31,3M,EUR,2912000000.0,-1176000000.0,-39000000.0,-1623000000.0,-44000000.0,-58000000.0,-560000000.0,148000000.0,-490000000.0,-1623000000.0,1204000000.0,1204000000.0,-4000000.0,1285000000.0,-1355000000.0,-791000000.0,1000000.0,-653000000.0,0.0,0.0,-400000000.0,-342000000.0,-151000000.0,-8000000.0,-1316000000.0,429000000.0,-923000000.0,385000000.0,0.0,0.0,-253000000.0,-923000000.0,0.0,102000000.0
TITR.MI,2024-03-31,TTM,EUR,2659000000.0,-5098000000.0,-190000000.0,-1384000000.0,-34000000.0,-93000000.0,135000000.0,-55000000.0,-557000000.0,-1384000000.0,3326000000.0,4866000000.0,10000000.0,1275000000.0,-1215000000.0,-1620000000.0,,-3647000000.0,19000000.0,0.0,-1152000000.0,-827000000.0,194000000.0,-52000000.0,-1025000000.0,366000000.0,-4174000000.0,3478000000.0,0.0,,-924000000.0,-4174000000.0,19000000.0,1118000000.0
