asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendPaidCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,3000000.0,0.105667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3000000.0,0.105667,,,,,,,,,,,,,971000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,3000.0,1000.0,,,,2000.0,52000.0,,,,,-10000.0,,,,,,,,,,,,,,232000.0,232000.0,,,,,,,,,824000.0,971000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,2015095.0,994862.0,-267156.0,,-105737.0,0.0,3000000.0,0.17699,762190.0,-533255.0,10000.0,837248.0,837248.0,,834651.0,2597.0,38414.0,75058.0,-593341.0,708233.0,-806123.0,-516634.0,-1169451.0,-726048.0,10000.0,2060181.0,0.0,0.0,,11182032.0,5732409.0,920434.0,920434.0,74200.0,28064.0,3953795.0,181240.0,,0.0,0.0,0.0,9599.0,3000000.0,0.17699,530971.0,0.0,725558.0,725558.0,837248.0,,0.0,1017067.0,2521944.0,-942009.0,9599.0,0.0,950000.0,1007974.0,1867611.0,1100599.0,408945.0,1009107.0,475000.0,13347.0,13347.0,1958.0,1958.0,-11684.0,2521944.0,4465148.0,-1334361.0,0.0,,0.0,876327.0,1484533.0,1484533.0,876327.0,0.0,,,72361.0,,0.0,0.0,0.0,1567719.0,530971.0,530971.0,530971.0,530971.0,530971.0,530971.0,530971.0,-483589.0,-11389.0,-936177.0,1017067.0,876327.0,-11389.0,135071.0,141789.0,-49666.0,140740.0,192570.0,28064.0,185823.0,808552.0,592845.089524,-408754.0,202301.0,806806.0,12191139.0,3000000.0,801106.0,,3000.0,2.0,859637.0,76107.0,1.0,-2.0,24000.0,116115.0,139000.0,291394.0,1069010.0,-448000.0,0.0,2294762.0,35973.0,105801.0,712211.0,45190.0,0.0,0.0,-483589.0,-946582.0,-49666.0,11182032.0,0.0,211000.0,211000.0,0.0,0.0,,1092260.0,0.0,0.0,10405.0,0.0,300000.0,950000.0,3000000.0,-82994.0,2060181.0,192570.0,-21119.910476,181240.0,0.254475,129344.0,0.0,7741810.0,3544714.0,2404967.0,2060181.0,11384333.0,5681629.0,2009401.0,1727834.0,33000.0,12191139.0,279667.0,-82994.0,-82994.0,19817.0,1778614.0,82994.0
2021-12-31,12M,EUR,2966485.0,1537730.0,-272804.0,2027663.0,-118736.0,216931.0,2587500.0,0.183452,807746.0,-840817.0,64588.0,1090434.0,1090434.0,,1085705.0,4729.0,7437.0,282688.0,121888.0,-1326348.0,1040788.0,-910936.0,-1067171.0,282688.0,64588.0,4826282.0,2042250.0,,,17104647.0,7692585.0,546058.0,546058.0,29122.0,27494.0,4556694.0,251753.0,228221.0,228221.0,228221.0,11290.0,3302.0,2587500.0,0.183452,474682.0,,744859.0,973080.0,1141832.0,30969777.0,0.0,1531085.0,2359574.0,-1353764.0,-6297.0,,,808989.0,1558659.0,1656466.0,390954.0,1628821.0,0.0,18424.0,18424.0,0.0,0.0,-17675.0,2359574.0,6285844.0,-735450.0,,965806.0,2042250.0,0.0,913504.0,913504.0,0.0,-546029.0,965806.0,,75141.0,30743650.0,0.0,,2042250.0,369128.0,474682.0,474682.0,474682.0,474682.0,474682.0,474682.0,474682.0,-619443.0,-18358.0,-86795.0,-511165.0,-546029.0,-18358.0,10000.0,118150.0,-29212.0,34864.0,3267623.0,5601.0,156983.0,997510.0,490645.549746,-512947.0,859773.0,769048.0,18733468.0,2587500.0,76795.0,,,,749670.0,53193.0,1.0,,,13911.0,302298.0,270623.0,2313189.0,,0.0,3308996.0,40677.0,2404.0,726435.0,45190.0,0.0,,-807868.0,-86795.0,-32949.0,17104647.0,228221.0,,,-546029.0,,,2616937.0,,188425.0,0.0,3737.0,,,2587500.0,-24430.0,4826282.0,3267623.0,-8466.450254,251753.0,0.34656,360132.0,-427652.0,10462366.0,5739786.0,1459562.0,4826282.0,17964420.0,5636084.0,2769781.0,1079390.0,-66.0,18733468.0,40213.0,-24430.0,-24430.0,,3135891.0,24430.0
2022-12-31,12M,EUR,3384200.0,3042116.0,-324158.0,2027663.0,-118736.0,390760.0,,-0.082524,1090434.0,-2181488.0,64588.0,208863.0,208863.0,,205835.0,3028.0,294191.0,-881571.0,-439129.0,385641.0,417715.0,-1009331.0,-350913.0,-881571.0,64588.0,4703937.0,0.0,,0.0,17250782.0,7722128.0,724344.0,724344.0,87125.0,,5117151.0,-108595.0,435692.0,435692.0,435692.0,44932.0,0.0,,-0.082524,-213200.0,,-292670.0,143022.0,208863.0,27259715.0,23911.0,211905.0,2798703.0,-2186448.0,-31945.0,,,1259031.0,2352835.0,3160852.0,1393928.0,1091198.0,8034.0,29125.0,29125.0,1765.0,1765.0,-27360.0,2798703.0,6375404.0,-1088516.0,23911.0,0.0,0.0,550018.0,947123.0,947123.0,550018.0,-516399.0,0.0,80000.0,75141.0,25576650.0,,,0.0,1462604.0,-213200.0,-213200.0,-213200.0,-213200.0,-213200.0,-213200.0,-213200.0,-1184936.0,-27360.0,1092972.0,211905.0,33619.0,-27360.0,,1069770.0,-996552.0,178286.0,2351102.0,27494.0,372939.0,218407.0,-163254.90452,-4960.0,1310451.0,-219253.0,18341980.0,2583500.0,,16187.0,264340.0,-1.0,1093804.0,254171.0,,81502.0,,51185.0,207668.0,431711.0,1044795.0,,0.0,3646612.0,56673.0,3180.0,-321795.0,887076.0,80000.0,,-1184936.0,0.0,-996552.0,17250782.0,435692.0,,,-516399.0,,75385.0,2392821.0,,0.0,1092972.0,0.0,,,2583500.0,-75385.0,4703937.0,2351102.0,-25439.90452,-108595.0,0.337466,529312.0,-39508.0,11168644.0,5651060.0,1671467.0,4703937.0,18561233.0,6464707.0,3446516.0,1347556.0,439.0,18341980.0,54744.0,-75385.0,-75385.0,,2604977.0,0.0
2023-12-31,12M,EUR,4335037.0,3592375.0,-384896.0,2027663.0,-169057.0,453565.0,,,208863.0,-78377.0,64588.0,465272.0,465272.0,-1.0,460648.0,4624.0,-78680.0,256410.0,-473386.0,1153907.0,950837.0,-1496104.0,56574.0,256410.0,64588.0,4785808.0,,,10400.0,20532315.0,9269390.0,405050.0,405050.0,31018.0,,6471027.0,123908.0,514302.0,514302.0,514302.0,60737.0,1130.0,,,108688.0,,285225.0,799527.0,465272.0,,1568.0,-706738.0,3272089.0,903563.0,-26816.0,,,1104802.0,1915869.0,3761432.0,1421807.0,1906183.0,4692.0,52629.0,52629.0,15499.0,15499.0,-42081.0,3272089.0,5750538.0,-18792.0,,,,0.0,559680.0,559680.0,0.0,-387443.0,,,75141.0,,,,,499458.0,108688.0,108688.0,108688.0,108688.0,108688.0,108688.0,108688.0,-16599.0,-42081.0,22343.0,-706737.0,-387443.0,-42081.0,3342.0,1036911.0,-27878.0,-319294.0,2869939.0,24765.0,352624.0,911027.0,193428.0,981940.0,1519973.0,386210.0,22438498.0,2583500.0,-1.0,,,,811067.0,103260.0,,28704.0,,94119.0,211980.0,434051.0,1871949.0,,0.0,4668906.0,55858.0,776.0,232596.0,902215.0,50321.0,,-50499.0,,-27878.0,20532315.0,514302.0,,,-387443.0,,61179.0,2501509.0,,33900.0,22343.0,,,,2583500.0,-111500.0,4785808.0,2869939.0,-26760.0,123908.0,0.24,31219.0,145444.0,12223738.0,5345488.0,964730.0,4785808.0,22052288.0,7437930.0,2954348.0,966903.0,4951.0,22438498.0,121889.0,-111500.0,-111500.0,,2798363.0,50321.0
