symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentDeferredTaxesLiabilities,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
ACQ.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,2000.0,3000.0,1000.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,,
ACQ.MI,2020-12-31,12M,EUR,2015095.0,994862.0,-267156.0,,-105737.0,10000.0,837248.0,837248.0,834651.0,2597.0,10000.0,2060181.0,,5732409.0,920434.0,920434.0,74200.0,28064.0,3953795.0,9599.0,0.0,2521944.0,1007974.0,1867611.0,1100599.0,408945.0,475000.0,2521944.0,4465148.0,0.0,,1484533.0,1484533.0,,,72361.0,0.0,1567719.0,141789.0,192570.0,28064.0,185823.0,3000000.0,,3000.0,2.0,859637.0,1.0,-2.0,139000.0,291394.0,1069010.0,2294762.0,35973.0,105801.0,45190.0,1092260.0,3000000.0,2060181.0,192570.0,129344.0,7741810.0,3544714.0,2404967.0,2060181.0,5681629.0,2009401.0,1727834.0,279667.0,19817.0,1778614.0
ACQ.MI,2021-12-31,12M,EUR,2966485.0,1537730.0,-272804.0,2027663.0,-118736.0,64588.0,1090434.0,1090434.0,1085705.0,4729.0,64588.0,4826282.0,,7692585.0,546058.0,546058.0,29122.0,27494.0,4556694.0,3302.0,0.0,2359574.0,808989.0,1558659.0,1656466.0,390954.0,0.0,2359574.0,6285844.0,,965806.0,913504.0,913504.0,965806.0,,75141.0,0.0,369128.0,118150.0,3267623.0,5601.0,156983.0,2587500.0,,,,749670.0,1.0,,302298.0,270623.0,2313189.0,3308996.0,40677.0,2404.0,45190.0,2616937.0,2587500.0,4826282.0,3267623.0,360132.0,10462366.0,5739786.0,1459562.0,4826282.0,5636084.0,2769781.0,1079390.0,40213.0,,3135891.0
ACQ.MI,2022-12-31,12M,EUR,3384200.0,3042116.0,-324158.0,2027663.0,-118736.0,64588.0,208863.0,208863.0,205835.0,3028.0,64588.0,4703937.0,0.0,7722128.0,724344.0,724344.0,87125.0,,5117151.0,0.0,23911.0,2798703.0,1259031.0,2352835.0,3160852.0,1393928.0,8034.0,2798703.0,6375404.0,23911.0,0.0,947123.0,947123.0,0.0,80000.0,75141.0,,1462604.0,1069770.0,2351102.0,27494.0,372939.0,2583500.0,16187.0,264340.0,-1.0,1093804.0,,81502.0,207668.0,431711.0,1044795.0,3646612.0,56673.0,3180.0,887076.0,2392821.0,2583500.0,4703937.0,2351102.0,529312.0,11168644.0,5651060.0,1671467.0,4703937.0,6464707.0,3446516.0,1347556.0,54744.0,,2604977.0
ACQ.MI,2023-12-31,12M,EUR,4335037.0,3592375.0,-384896.0,2027663.0,-169057.0,64588.0,465272.0,465272.0,460648.0,4624.0,64588.0,4785808.0,10400.0,9269390.0,405050.0,405050.0,31018.0,,6471027.0,1130.0,1568.0,3272089.0,1104802.0,1915869.0,3761432.0,1421807.0,4692.0,3272089.0,5750538.0,,,559680.0,559680.0,,,75141.0,,499458.0,1036911.0,2869939.0,24765.0,352624.0,2583500.0,,,,811067.0,,28704.0,211980.0,434051.0,1871949.0,4668906.0,55858.0,776.0,902215.0,2501509.0,2583500.0,4785808.0,2869939.0,31219.0,12223738.0,5345488.0,964730.0,4785808.0,7437930.0,2954348.0,966903.0,121889.0,,2798363.0
