symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
PINF.MI,2019-12-31,12M,EUR,,,,,,,,,,,,1905650.0,,,,,,,0.0,,,,,,,,,,,,,,,3171137.0,,,,,,,1245141.0,1245141.0,,1016876.0,2922526.0,,,,,,,-728839.0,,,,
PINF.MI,2020-12-31,12M,EUR,174775.0,54271170.0,-0.45,14700682.0,4106360.0,3931585.0,54271170.0,-0.45,-24437689.0,-21487956.0,-17381596.0,1906445.0,50784966.0,1764125.0,1987955.0,1987955.0,46790.0,46790.0,0.0,-24437689.0,-24437689.0,-24437689.0,,-24437689.0,-24437689.0,-24437689.0,-1941165.0,-1941165.0,-4943863.0,-14985011.92,60465405.0,-9680439.0,65485648.0,637750.0,2448050.0,-951806.0,0.0,-23475911.0,14700682.0,4106360.0,1578623.0,1578623.0,6495647.0,556751.0,2463196.0,-12437733.0,-2985055.92,961778.0,0.24,75166087.0,-21547749.0,,65485648.0,-12437733.0,-12437733.0,5129767.0
PINF.MI,2021-12-31,12M,EUR,112000.0,78657878.0,0.03,19439000.0,3100000.0,2988000.0,78657878.0,0.03,2447000.0,4321000.0,7421000.0,1814061.0,44653000.0,-2674000.0,1681000.0,1681000.0,222000.0,222000.0,,2447000.0,2447000.0,2447000.0,0.0,2447000.0,2447000.0,2447000.0,-1459000.0,-1459000.0,3790000.0,-918551.893939,44384000.0,269000.0,64092000.0,108000.0,6038000.0,-100000.0,0.0,2640000.0,19439000.0,3100000.0,953416.0,953416.0,-1447000.0,383472.0,2197533.0,3631000.0,265448.106061,193000.0,0.073106,63823000.0,4070000.0,-608.0,64092000.0,3631000.0,3631000.0,590000.0
PINF.MI,2022-12-31,12M,EUR,332000.0,78657878.0,-0.06,23976000.0,3829000.0,3497000.0,78657878.0,-0.06,-5001000.0,-3145000.0,684000.0,,45559000.0,0.0,1516000.0,1516000.0,4000.0,4000.0,,-5001000.0,-5001000.0,-5001000.0,0.0,-5001000.0,-5001000.0,-5001000.0,-1512000.0,-1512000.0,1305000.0,-4529040.0,48110000.0,-2551000.0,69535000.0,,10269000.0,-25000.0,0.0,-4661000.0,23976000.0,3829000.0,,,403000.0,,,-621000.0,-149040.0,340000.0,0.24,72086000.0,-3188000.0,,69535000.0,-621000.0,-621000.0,243000.0
PINF.MI,2023-09-30,TTM,EUR,,80957878.0,-0.07,,,,80957878.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINF.MI,2023-12-31,12M,EUR,304000.0,78657878.0,-0.02,34121000.0,3766000.0,3462000.0,78657878.0,-0.02,-1591000.0,-152000.0,3614000.0,,49052000.0,102000.0,1463000.0,1463000.0,99000.0,99000.0,0.0,-1591000.0,-1591000.0,-1591000.0,0.0,-1591000.0,-1591000.0,-1591000.0,-1364000.0,-1364000.0,2660000.0,-2530822.910217,50183000.0,-1131000.0,83173000.0,,11847000.0,-2484000.0,0.0,-1615000.0,34121000.0,3766000.0,,,1021000.0,,,954000.0,14177.089783,-24000.0,0.014861,84304000.0,-281000.0,,83173000.0,954000.0,954000.0,407000.0
PINF.MI,2023-12-31,TTM,EUR,,78657878.0,-0.020227,,,,78657878.0,-0.020227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINF.MI,2024-03-31,TTM,EUR,295000.0,73074545.0,0.0,36032000.0,3868000.0,3573000.0,73074545.0,0.0,237000.0,1613000.0,5481000.0,,52239000.0,102000.0,1476000.0,1476000.0,205000.0,205000.0,0.0,237000.0,237000.0,237000.0,0.0,237000.0,237000.0,237000.0,-1271000.0,-1271000.0,4673000.0,-247800.0,51611000.0,628000.0,88271000.0,,12213000.0,,0.0,137000.0,36032000.0,3868000.0,,,,,,808000.0,323200.0,-100000.0,0.4,87643000.0,1374000.0,,88271000.0,808000.0,808000.0,521000.0
