symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
PINF.MI,2022-12-31,3M,EUR,81668.0,,,,,,,,,,,,,,,2622.0,2622.0,,,,,,,,,,,,,,,,,-20603.0,,,,,1050590.0,,,,,,,,,,
PINF.MI,2023-03-31,3M,EUR,79000.0,80233333.0,-0.03,6189000.0,911000.0,832000.0,80233333.0,-0.03,-2407000.0,-1921000.0,-1010000.0,11104000.0,0.0,323000.0,323000.0,2000.0,2000.0,0.0,-2407000.0,-2407000.0,-2407000.0,0.0,-2407000.0,-2407000.0,-2407000.0,-321000.0,-321000.0,-902000.0,-2324920.0,12902000.0,-1798000.0,17293000.0,2415000.0,-32000.0,0.0,-2244000.0,6189000.0,911000.0,,-108000.0,-25920.0,163000.0,0.24,19091000.0,-1947000.0,17293000.0,-108000.0,-108000.0,140000.0
PINF.MI,2023-06-30,3M,EUR,82000.0,,,7395000.0,916000.0,834000.0,,,-1292000.0,-795000.0,121000.0,12058000.0,0.0,358000.0,358000.0,,,,-1292000.0,-1292000.0,-1292000.0,0.0,-1292000.0,-1292000.0,-1292000.0,-360000.0,-360000.0,180000.0,-1247160.0,12728000.0,-670000.0,19453000.0,2388000.0,0.0,0.0,-1153000.0,7395000.0,916000.0,,-59000.0,-14160.0,139000.0,0.24,20123000.0,-794000.0,19453000.0,-59000.0,-59000.0,59000.0
PINF.MI,2023-09-30,3M,EUR,,,,7038000.0,960000.0,1121000.0,,,847000.0,1315000.0,2275000.0,13916000.0,0.0,368000.0,368000.0,,,,847000.0,847000.0,847000.0,,847000.0,847000.0,847000.0,-355000.0,-355000.0,3014000.0,1507964.097149,11906000.0,2010000.0,20954000.0,2688000.0,-30000.0,0.0,947000.0,7038000.0,960000.0,,-739000.0,-78035.902851,100000.0,0.105597,18944000.0,1302000.0,20954000.0,-739000.0,-739000.0,68000.0
PINF.MI,2023-09-30,TTM,EUR,,80957878.0,-0.07,,,,80957878.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINF.MI,2023-12-31,3M,EUR,,,,13499000.0,979000.0,675000.0,,,1261000.0,1249000.0,2228000.0,11974000.0,102000.0,414000.0,414000.0,86000.0,86000.0,,1261000.0,1261000.0,1261000.0,,1261000.0,1261000.0,1261000.0,-328000.0,-328000.0,368000.0,-152600.0,12647000.0,-673000.0,25473000.0,4356000.0,-2422000.0,0.0,835000.0,13499000.0,979000.0,320000.0,1860000.0,446400.0,-426000.0,0.24,26146000.0,1158000.0,25473000.0,1860000.0,1860000.0,140000.0
PINF.MI,2023-12-31,TTM,EUR,,78657878.0,-0.020227,,,,78657878.0,-0.020227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINF.MI,2024-03-31,3M,EUR,70000.0,57900000.0,-0.01,8100000.0,1013000.0,943000.0,57900000.0,-0.01,-579000.0,-156000.0,857000.0,14291000.0,0.0,336000.0,336000.0,108000.0,108000.0,0.0,-579000.0,-579000.0,-579000.0,0.0,-579000.0,-579000.0,-579000.0,-228000.0,-228000.0,1111000.0,-426600.0,14330000.0,-39000.0,22391000.0,2781000.0,,0.0,-492000.0,8100000.0,1013000.0,,-254000.0,-101600.0,87000.0,0.4,22430000.0,-292000.0,22391000.0,-254000.0,-254000.0,254000.0
PINF.MI,2024-03-31,TTM,EUR,295000.0,73074545.0,0.0,36032000.0,3868000.0,3573000.0,73074545.0,0.0,237000.0,1613000.0,5481000.0,52239000.0,102000.0,1476000.0,1476000.0,205000.0,205000.0,0.0,237000.0,237000.0,237000.0,0.0,237000.0,237000.0,237000.0,-1271000.0,-1271000.0,4673000.0,-247800.0,51611000.0,628000.0,88271000.0,12213000.0,,0.0,137000.0,36032000.0,3868000.0,,808000.0,323200.0,-100000.0,0.4,87643000.0,1374000.0,88271000.0,808000.0,808000.0,521000.0
