symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
PINF.MI,2019-12-31,12M,EUR,,,,,,1818800.0,550000.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,5497561.0,0.0,,,0.0,,,20399957.0,,,,,6291090.0,,,839071.0,,,839071.0,,,,,,,,,,,556336.0,,,,,,,12679687.0,,,,,,,,,,,
PINF.MI,2020-12-31,12M,EUR,16830599.0,15695121.0,-150114362.0,2053660.0,-798015.0,5155582.0,550000.0,68451205.0,4546252.0,54271170.0,28529171.0,28529171.0,28520350.0,8821.0,54271170.0,34235807.0,84880.0,59660409.0,1521454.0,3671686.0,5193140.0,44219683.0,6787458.0,160040.0,0.0,5590176.0,16493136.0,186623252.0,0.0,448275.0,56381602.0,0.0,0.0,252017.0,615145.0,0.0,12001743.0,3024798.0,18474109.0,21498907.0,867162.0,104805272.0,0.0,,36508890.0,28645631.0,,0.0,3239401.0,17161.0,55269488.0,,2216799.0,5590176.0,,1568955.0,1280152.0,5704128.0,18982571.0,961593.0,638189.0,0.0,288235.0,-63133499.0,55285739.0,34235807.0,28645631.0,3489943.0,103193798.0,52709916.0,26692047.0,34235807.0,68957991.0,43533389.0,24738308.0,583017.0,16251.0,,15440726.0
PINF.MI,2021-12-31,12M,EUR,16881000.0,13317000.0,-149804000.0,22905000.0,-714000.0,0.0,550000.0,67755000.0,3340000.0,56466000.0,29358000.0,29358000.0,29351000.0,7000.0,56466000.0,40187000.0,32000.0,51752000.0,1018000.0,0.0,1018000.0,35127000.0,1189000.0,134000.0,,6287000.0,14031000.0,186716000.0,,330000.0,40187000.0,0.0,550000.0,252000.0,644000.0,,12002000.0,2322000.0,0.0,2322000.0,896000.0,105633000.0,0.0,,36912000.0,33900000.0,,0.0,2734000.0,19000.0,78657878.0,424000.0,2217000.0,6287000.0,,1262000.0,1294000.0,6360000.0,18343000.0,980000.0,124000.0,0.0,196000.0,-60695000.0,78673836.0,40187000.0,33900000.0,2263000.0,96416000.0,40187000.0,3340000.0,40187000.0,56229000.0,44664000.0,21102000.0,200000.0,15958.0,,16625000.0
PINF.MI,2022-12-31,12M,EUR,13633000.0,13169000.0,-131256000.0,22905000.0,-618000.0,,550000.0,67033000.0,2591000.0,56466000.0,22799000.0,22799000.0,22793000.0,6000.0,56466000.0,35719000.0,350000.0,48509000.0,961000.0,2200000.0,3161000.0,32541000.0,407000.0,120000.0,,665000.0,13787000.0,166090000.0,,342000.0,37919000.0,,550000.0,400000.0,684000.0,,12002000.0,1630000.0,0.0,1630000.0,1084000.0,85524000.0,0.0,,34834000.0,35054000.0,,0.0,2069000.0,0.0,78657878.0,546000.0,2217000.0,665000.0,,1164000.0,1181000.0,8426000.0,15132000.0,835000.0,839000.0,0.0,222000.0,-65897000.0,78673836.0,35719000.0,35054000.0,2934000.0,85642000.0,35719000.0,4791000.0,35719000.0,49923000.0,37133000.0,17382000.0,335000.0,15958.0,,15968000.0
PINF.MI,2023-12-31,12M,EUR,15540000.0,19526000.0,-119223000.0,22905000.0,-1026000.0,0.0,,48525000.0,3400000.0,56482000.0,26977000.0,26977000.0,26970000.0,7000.0,56482000.0,36079000.0,237000.0,60437000.0,1008000.0,843000.0,1851000.0,44904000.0,795000.0,111000.0,,625000.0,20552000.0,154010000.0,,419000.0,36922000.0,,,422000.0,714000.0,,10992000.0,2392000.0,,2392000.0,1136000.0,87198000.0,0.0,,34787000.0,35454000.0,0.0,247000.0,2739000.0,,78657878.0,523000.0,1000.0,625000.0,-1000.0,1032000.0,7058000.0,13515000.0,17019000.0,932000.0,,0.0,308000.0,-67458000.0,78673836.0,36079000.0,35454000.0,,97535000.0,36079000.0,4243000.0,36079000.0,61456000.0,37098000.0,16552000.0,447000.0,15958.0,16000.0,15533000.0
