symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,TaxesRefundPaid
PINF.MI,2020-09-30,TTM,EUR,,,,-1738066.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINF.MI,2022-12-31,3M,EUR,81668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINF.MI,2023-03-31,3M,EUR,,22799000.0,-393000.0,,-5924000.0,822000.0,-2342000.0,-1706000.0,-3226000.0,-5877000.0,0.0,163000.0,911000.0,911000.0,,-47000.0,16875000.0,-1231000.0,-4673000.0,-27000.0,-32000.0,-366000.0,0.0,1293000.0,1293000.0,-2200000.0,0.0,-2407000.0,-2407000.0,-104000.0,-1185000.0,-907000.0,-907000.0,,-262000.0,-4280000.0,,357000.0,,-104000.0,-1185000.0,-289000.0,-2200000.0,27000.0,-9000.0
PINF.MI,2023-06-30,3M,EUR,,16875000.0,-1485000.0,,-616000.0,638000.0,1803000.0,-729000.0,1712000.0,-598000.0,0.0,139000.0,916000.0,916000.0,,-18000.0,16259000.0,-745000.0,174000.0,27000.0,-126000.0,-1512000.0,0.0,-516000.0,-516000.0,0.0,0.0,-1292000.0,-1292000.0,-74000.0,,-516000.0,-516000.0,,-1438000.0,1659000.0,,456000.0,,-74000.0,,-1411000.0,0.0,-27000.0,1000.0
PINF.MI,2023-09-30,3M,EUR,,16259000.0,-897000.0,,4536000.0,5365000.0,-47000.0,-2543000.0,2556000.0,4476000.0,0.0,100000.0,727000.0,960000.0,,61000.0,20795000.0,-134000.0,4573000.0,-37000.0,-82000.0,-860000.0,0.0,,,,0.0,847000.0,847000.0,-11000.0,,2418000.0,2418000.0,,-849000.0,5470000.0,,727000.0,,-11000.0,,-886000.0,,37000.0,0.0
PINF.MI,2023-12-31,3M,EUR,71000.0,20795000.0,-212000.0,,6182000.0,4363000.0,2493000.0,-3721000.0,3354000.0,6275000.0,0.0,-426000.0,908000.0,979000.0,,-94000.0,26977000.0,-4081000.0,4002000.0,-2389000.0,-129000.0,6142000.0,0.0,,,,0.0,1261000.0,1261000.0,13000.0,,-5930000.0,-6773000.0,,6129000.0,4214000.0,,499000.0,,13000.0,,-225000.0,,6354000.0,-131000.0
PINF.MI,2024-03-31,3M,EUR,70000.0,26977000.0,-323000.0,,1366000.0,5000.0,-1390000.0,1077000.0,-308000.0,1300000.0,,87000.0,943000.0,1013000.0,,65000.0,28343000.0,691000.0,581000.0,0.0,-61000.0,-295000.0,,,,,,-579000.0,-579000.0,-50000.0,,,,1037000.0,-245000.0,904000.0,1000.0,568000.0,0.0,-50000.0,,-273000.0,,28000.0,0.0
PINF.MI,2024-03-31,TTM,EUR,295000.0,16875000.0,-2917000.0,,11468000.0,10371000.0,2859000.0,-5916000.0,7314000.0,11453000.0,,-100000.0,3573000.0,3868000.0,,14000.0,28328000.0,-4269000.0,9330000.0,-2399000.0,-398000.0,3475000.0,,,,,,237000.0,237000.0,-122000.0,,,,,3597000.0,12247000.0,,2250000.0,488000.0,-122000.0,,-2795000.0,,6392000.0,-130000.0
