symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasuryStock,WorkingCapital
ALA.MI,2019-12-31,12M,EUR,32726000.0,19491000.0,202000.0,7400000.0,7077000.0,7077000.0,7075000.0,2000.0,7400000.0,28025000.0,0.0,90376000.0,23134000.0,23134000.0,60008000.0,,,54364000.0,2904000.0,7597000.0,1923000.0,54364000.0,62791000.0,202000.0,11632000.0,11632000.0,300000.0,,27689000.0,1923000.0,20428000.0,9030000.0,,4693000.0,,433000.0,2193000.0,982000.0,7339000.0,35786000.0,2105000.0,641000.0,17263000.0,9030000.0,28025000.0,20428000.0,100098000.0,39657000.0,34766000.0,28025000.0,72073000.0,9722000.0,12065000.0,867000.0,370000.0,30368000.0
ALA.MI,2020-12-31,12M,EUR,26165000.0,16121000.0,103000.0,7400000.0,8249000.0,8249000.0,8247000.0,2000.0,7400000.0,33222000.0,12000.0,92201000.0,14327000.0,14327000.0,44530000.0,143000.0,13000.0,59482000.0,2588000.0,6313000.0,1581000.0,59482000.0,68763000.0,103000.0,21214000.0,21214000.0,196000.0,,27292000.0,1581000.0,26909000.0,9030000.0,,3725000.0,,1102000.0,2576000.0,758000.0,6508000.0,29697000.0,1841000.0,615000.0,23074000.0,9030000.0,33222000.0,26909000.0,100211000.0,54436000.0,35541000.0,33222000.0,66989000.0,8010000.0,22459000.0,956000.0,370000.0,47671000.0
ALA.MI,2022-12-31,12M,EUR,34400000.0,24900000.0,,9500000.0,28900000.0,28900000.0,28900000.0,,9500000.0,60300000.0,,125900000.0,,,52700000.0,,,,,31100000.0,,66000000.0,60300000.0,500000.0,,,,200000.0,,3400000.0,29200000.0,,6100000.0,,100000.0,1000000.0,7500000.0,,,41900000.0,,,7700000.0,,60300000.0,29200000.0,161000000.0,60300000.0,,60500000.0,100500000.0,35100000.0,47800000.0,,,73200000.0
