symbol,asOfDate,periodType,currencyCode,NetIncome
CE.MI,2023-03-31,3M,EUR,134805000.0
CE.MI,2023-06-30,3M,EUR,163888000.0
CE.MI,2023-09-30,3M,EUR,140330000.0
CE.MI,2023-12-31,3M,EUR,123095000.0
CE.MI,2024-03-31,3M,EUR,160926000.0
CE.MI,2024-03-31,TTM,EUR,588239000.0
