asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCashItems,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,Payables,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,Receivables,ReconciledDepreciation,RentAndLandingFees,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,-66319000.0,0.0,,,,266506000.0,,,,-66319000.0,,,81941000.0,81941000.0,,,,,,,0.0,0.0,,,,96217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1203000.0
2020-12-31,12M,EUR,176380000.0,283052000.0,45247000.0,8928758000.0,331563000.0,0.61,218020000.0,244092000.0,-85845000.0,332392000.0,7896895000.0,,,145984000.0,18739000.0,-407320000.0,432925000.0,-34580000.0,18739000.0,332392000.0,,3133588000.0,0.0,86404000.0,86404000.0,89908000.0,44661000.0,584059000.0,331563000.0,0.61,201595000.0,,,236759000.0,2306000.0,2120000.0,135687000.0,303000.0,-50182000.0,5743000.0,177018000.0,289786000.0,444605000.0,438607000.0,41000.0,24636000.0,66197000.0,552239000.0,5871717000.0,-69529000.0,3614000.0,9356280000.0,9401970000.0,133928000.0,2876755000.0,45690000.0,10409000.0,1458874446.0,446000.0,-134000.0,-370000.0,2120000.0,2354598000.0,201595000.0,201595000.0,201729000.0,201595000.0,201595000.0,201595000.0,201729000.0,-46812000.0,486042000.0,,438607000.0,-22347000.0,2688983000.0,209892597.566191,86148000.0,952485000.0,1316472000.0,330810532.0,154819000.0,-259096000.0,132430000.0,301174000.0,50178000.0,4091000.0,619382000.0,28909000.0,252526000.0,228411000.0,-370000.0,-46812000.0,-39033000.0,440841000.0,89908000.0,12078000.0,6169000.0,201595000.0,16686000.0,,16686000.0,8490000.0,185508000.0,332392107.0,-10260000.0,3133588000.0,2688983000.0,-2089402.433809,50797000.0,0.201156,198126000.0,56650245000.0,5871717000.0,2876755000.0,3134034000.0,53516211000.0,1316472000.0,141828000.0,-10387000.0,-10387000.0,3081000.0,1581575.0,7463000.0,411000.0
2021-12-31,12M,EUR,189830000.0,321800000.0,49303000.0,14269814000.0,335196000.0,1.05,236759000.0,252551000.0,-140823000.0,341320000.0,8043507000.0,-66295000.0,,151920000.0,-5805000.0,-651467000.0,1276829000.0,-147041000.0,-5805000.0,341320000.0,-66295000.0,3459459000.0,67904000.0,93212000.0,93212000.0,97228000.0,47925000.0,545390000.0,335196000.0,1.05,352427000.0,0.0,0.0,230954000.0,7775000.0,-15181000.0,,-5018000.0,3299000.0,35992000.0,201194000.0,291342000.0,465095000.0,454614000.0,-76000.0,32248000.0,94447000.0,584077000.0,6496866000.0,-126429000.0,5618000.0,14631430000.0,14680022000.0,136737000.0,3170748000.0,48592000.0,10997000.0,1981518760.0,653000.0,-166000.0,-821000.0,51114000.0,2193211000.0,352427000.0,352427000.0,352593000.0,352427000.0,352427000.0,352427000.0,352593000.0,-63024000.0,489630000.0,,454614000.0,-62584000.0,2994364000.0,305816571.393944,135805000.0,1051076000.0,1480740000.0,340467141.0,173753000.0,-305510000.0,160961000.0,363253000.0,54329000.0,3907000.0,773345000.0,29182000.0,466181000.0,164726000.0,-821000.0,-63024000.0,-77799000.0,833310000.0,97228000.0,12690000.0,-64633000.0,352427000.0,0.0,0.0,15215000.0,10303000.0,211497000.0,341320065.0,60726000.0,3459459000.0,2994364000.0,15015571.393944,113588000.0,0.243656,187737000.0,67579187000.0,6496866000.0,3170748000.0,3460112000.0,64119075000.0,1480740000.0,220262000.0,61626000.0,61626000.0,21030000.0,852924.0,4025000.0,
2022-12-31,12M,EUR,190014000.0,321800000.0,53231000.0,17691143000.0,340405000.0,0.93,230954000.0,244586000.0,-102418000.0,341320000.0,3706159000.0,-102295000.0,,174505000.0,3126756000.0,-582832000.0,,2872847000.0,3126756000.0,341320000.0,-102295000.0,3359818000.0,69583000.0,98264000.0,98264000.0,101961000.0,48730000.0,706429000.0,340405000.0,0.93,326119000.0,0.0,0.0,3357710000.0,4702368000.0,-108342000.0,,3233472000.0,224545000.0,-66010000.0,223057000.0,291342000.0,476473000.0,448765000.0,-73000.0,26776000.0,147200000.0,862094000.0,7436468000.0,-100792000.0,5154000.0,23342502000.0,23394364000.0,136481000.0,4207685000.0,51862000.0,11637000.0,2260494203.0,159000.0,-16000.0,-250000.0,-6047000.0,370491000.0,326119000.0,326119000.0,326135000.0,326119000.0,326119000.0,326119000.0,326135000.0,-57582000.0,714894000.0,,448765000.0,-42960000.0,2883345000.0,329862913.316596,3335890000.0,1077341000.0,1611274000.0,339503127.0,185131000.0,-353728000.0,155204000.0,355686000.0,56061000.0,-2750000.0,759090000.0,29688000.0,475189000.0,196524000.0,-250000.0,-57582000.0,-44836000.0,749983000.0,101961000.0,15543000.0,8192000.0,326119000.0,0.0,0.0,1876000.0,14869000.0,237926000.0,341320065.0,-5442000.0,3359818000.0,2883345000.0,-1711086.683404,149054000.0,0.313673,205164000.0,64818156000.0,7436468000.0,4207685000.0,3359977000.0,61458179000.0,1611274000.0,213390000.0,-5455000.0,-5455000.0,19078000.0,1816938.0,10072000.0,
2023-12-31,12M,EUR,199261000.0,321800000.0,58857000.0,16714724000.0,339954000.0,1.65,3357710000.0,238695000.0,-113080000.0,341320000.0,6778843000.0,-112234000.0,,180951000.0,2968900000.0,340167000.0,,2406800000.0,2968900000.0,341320000.0,-112234000.0,3870542000.0,155686000.0,,,109386000.0,50529000.0,885929000.0,339954000.0,1.65,562118000.0,0.0,0.0,6326610000.0,4888724000.0,-108836000.0,,3074707000.0,282556000.0,110679000.0,224000000.0,291342000.0,490784000.0,442006000.0,13000.0,31662000.0,723196000.0,1894221000.0,9039116000.0,-110051000.0,4995000.0,22267677000.0,22322632000.0,135310000.0,5304381000.0,54955000.0,12037000.0,2726378423.0,3000.0,0.0,-1857000.0,3398000.0,2860792000.0,562118000.0,562118000.0,562118000.0,562118000.0,562118000.0,562118000.0,562118000.0,-63498000.0,1171025000.0,1000.0,442006000.0,-44697000.0,3379758000.0,565967684.681387,3187787000.0,1174885000.0,2063999000.0,340116156.0,199442000.0,-454013000.0,198534000.0,337893000.0,55964000.0,-1473000.0,910910000.0,31180000.0,825140000.0,234641000.0,-1857000.0,-63498000.0,-49582000.0,909226000.0,109386000.0,15086000.0,7163000.0,562118000.0,0.0,0.0,4885000.0,21351000.0,245351000.0,341320065.0,-5703000.0,3870542000.0,3379758000.0,-1801315.318613,263022000.0,0.31876,187114000.0,68017644000.0,9039116000.0,5304381000.0,3870545000.0,64147099000.0,2063999000.0,373756000.0,-5651000.0,-5651000.0,29021000.0,1203909.0,6674000.0,
