symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE
CE.MI,2019-12-31,12M,EUR,,,-66319000.0,,,266506000.0,,,-66319000.0,,81941000.0,81941000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,
CE.MI,2020-12-31,12M,EUR,218020000.0,-85845000.0,,18739000.0,-407320000.0,432925000.0,-34580000.0,18739000.0,,0.0,86404000.0,86404000.0,,,236759000.0,2120000.0,303000.0,-50182000.0,-69529000.0,-370000.0,2120000.0,201595000.0,201595000.0,-46812000.0,,-22347000.0,86148000.0,-259096000.0,228411000.0,-370000.0,-46812000.0,-39033000.0,16686000.0,,16686000.0
CE.MI,2021-12-31,12M,EUR,236759000.0,-140823000.0,-66295000.0,-5805000.0,-651467000.0,1276829000.0,-147041000.0,-5805000.0,-66295000.0,67904000.0,93212000.0,93212000.0,0.0,0.0,230954000.0,-15181000.0,-5018000.0,3299000.0,-126429000.0,-821000.0,51114000.0,352427000.0,352427000.0,-63024000.0,,-62584000.0,135805000.0,-305510000.0,164726000.0,-821000.0,-63024000.0,-77799000.0,0.0,0.0,15215000.0
CE.MI,2022-12-31,12M,EUR,230954000.0,-102418000.0,-102295000.0,3126756000.0,-582832000.0,,2872847000.0,3126756000.0,-102295000.0,69583000.0,98264000.0,98264000.0,0.0,0.0,3357710000.0,-108342000.0,3233472000.0,224545000.0,-100792000.0,-250000.0,-6047000.0,326119000.0,326119000.0,-57582000.0,,-42960000.0,3335890000.0,-353728000.0,196524000.0,-250000.0,-57582000.0,-44836000.0,0.0,0.0,1876000.0
CE.MI,2023-12-31,12M,EUR,3357710000.0,-113080000.0,-112234000.0,2968900000.0,340167000.0,,2406800000.0,2968900000.0,-112234000.0,155686000.0,,,0.0,0.0,6326610000.0,-108836000.0,3074707000.0,282556000.0,-110051000.0,-1857000.0,3398000.0,562118000.0,562118000.0,-63498000.0,1000.0,-44697000.0,3187787000.0,-454013000.0,234641000.0,-1857000.0,-63498000.0,-49582000.0,0.0,0.0,4885000.0
CE.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,588239000.0,,,,,,,,,,,,,
