asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FixedAssetsRevaluationReserve,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,Payables,PretaxIncome,Receivables,ReconciledDepreciation,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
2022-12-31,3M,EUR,28901000.0,,,,83556663.0,0.295955,23644000.0,,,1000.0,,,,,,83556663.0,0.295955,,,-47875000.0,,,,,25755000.0,,,,,104738000.0,,,161000.0,76214000.0,0.0,,,511000.0,,,,,,,,,,,,,,,,,,,,7876000.0,,63519000.0,1600000.0,-343000.0,,,5165000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,3M,EUR,,624583000.0,4105000.0,1428013000.0,83556663.0,0.09,,54514000.0,339632000.0,,54514000.0,856923000.0,5248000.0,1143000.0,57063000.0,85587757.0,0.09,7789000.0,79861000.0,,73000.0,24595000.0,65376000.0,137382000.0,,0.0,37580000.0,86291000.0,1518556000.0,,1566917000.0,1650138000.0,,,,661633000.0,83221000.0,,513873477.0,5000.0,0.0,322001000.0,7789000.0,7789000.0,7789000.0,0.0,7789000.0,7789000.0,7789000.0,48711000.0,132570000.0,719541000.0,7789000.0,55163000.0,63220000.0,83556663.0,72006000.0,,2252000.0,,,,36836000.0,12058000.0,,5248000.0,7789000.0,24595000.0,83645108.0,0.0,856923000.0,719541000.0,0.0,4269000.0,0.354039,8552000.0,6098466000.0,1518556000.0,661633000.0,856928000.0,5241538000.0,63220000.0,36836000.0,0.0,0.0,30840000.0,88445.0,747000.0
2023-06-30,3M,EUR,,624583000.0,4232000.0,1406292000.0,,,22397000.0,54671000.0,536342000.0,,54671000.0,893464000.0,4914000.0,682000.0,63216000.0,,,44380000.0,41529000.0,,-670000.0,14634000.0,69992000.0,144688000.0,24779000.0,318000.0,44921000.0,94612000.0,1732018000.0,109269000.0,1510580000.0,1592533000.0,5000.0,81948000.0,0.0,866438000.0,81953000.0,480000.0,532111896.0,5278000.0,27000.0,302212000.0,44380000.0,44380000.0,44353000.0,0.0,44380000.0,44380000.0,44353000.0,49691000.0,24779000.0,748776000.0,45101853.286819,55598000.0,122686000.0,83797149.0,74696000.0,,4674000.0,29233000.0,1902000.0,,54863000.0,67649000.0,,4914000.0,52169000.0,17424000.0,83885594.0,-1101000.0,893464000.0,748776000.0,-379146.713181,23296000.0,0.344366,12737000.0,6723748000.0,1732018000.0,866438000.0,898742000.0,5825006000.0,122686000.0,25630000.0,-1101000.0,-1101000.0,2002000.0,88445.0,747000.0
2023-09-30,3M,EUR,,624583000.0,4417000.0,1666495000.0,,,,54691000.0,321388000.0,,54691000.0,917316000.0,11274000.0,6857000.0,33541000.0,,,22837000.0,124190000.0,,7778000.0,38403000.0,69992000.0,145294000.0,,-318000.0,55753000.0,106307000.0,1657772000.0,,1856858000.0,1938052000.0,,,,740456000.0,81194000.0,,441772953.0,5348000.0,237000.0,419068000.0,22837000.0,22837000.0,22600000.0,0.0,22837000.0,22837000.0,22600000.0,50554000.0,92777000.0,772022000.0,22111876.876002,62490000.0,78979000.0,83827885.0,75302000.0,,-5069000.0,,,,37041000.0,34315000.0,,11274000.0,75006000.0,35613000.0,83916330.0,1101000.0,917316000.0,772022000.0,375876.876002,11715000.0,0.341396,12568000.0,6830601000.0,1657772000.0,740456000.0,922664000.0,5907937000.0,78979000.0,37041000.0,1101000.0,1101000.0,34780000.0,88445.0,747000.0
2023-12-31,3M,EUR,40601000.0,624583000.0,5526000.0,1618924000.0,83827885.0,0.350647,23129000.0,54691000.0,464258000.0,1000.0,54691000.0,950491000.0,6739000.0,1213000.0,39246000.0,83827885.0,0.350647,29394000.0,456155000.0,,585000.0,34863000.0,69992000.0,153768000.0,25504000.0,0.0,64475000.0,110081000.0,1701434000.0,64684000.0,2122389000.0,2203588000.0,124000.0,81075000.0,0.0,777787000.0,81199000.0,391000.0,457281112.0,5611000.0,322000.0,286685000.0,29394000.0,29394000.0,29072000.0,0.0,29394000.0,29394000.0,29072000.0,45606000.0,25504000.0,796723000.0,29394000.0,74850000.0,73285000.0,83827885.0,83776000.0,,517000.0,64920000.0,1984000.0,,127225000.0,37719000.0,2482000.0,6739000.0,104400000.0,34863000.0,83916330.0,0.0,950491000.0,796723000.0,0.0,8647000.0,0.229248,121074000.0,7259047000.0,1701434000.0,777787000.0,956102000.0,6302945000.0,73285000.0,21704000.0,0.0,0.0,18000.0,88445.0,747000.0
2024-03-31,3M,EUR,,624583000.0,5193000.0,618570000.0,83827885.0,0.13,,54691000.0,273391000.0,,54691000.0,966870000.0,6178000.0,985000.0,17545000.0,85195700.0,0.13,10753000.0,515479000.0,,1480000.0,23122000.0,69992000.0,152095000.0,,0.0,64553000.0,104443000.0,1587588000.0,,1186000000.0,1267341000.0,,,,620718000.0,81341000.0,,407403521.0,5828000.0,71000.0,347327000.0,10753000.0,10753000.0,10682000.0,0.0,10753000.0,10753000.0,10682000.0,39890000.0,88941000.0,814775000.0,10753000.0,48652000.0,65234000.0,83827885.0,82103000.0,,-4051000.0,,,,23189000.0,14398000.0,,6178000.0,10753000.0,23122000.0,83916330.0,0.0,966870000.0,814775000.0,0.0,3716000.0,0.258091,1864000.0,7564994000.0,1587588000.0,620718000.0,972698000.0,6592296000.0,65234000.0,23189000.0,0.0,0.0,28990000.0,88445.0,747000.0
