symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE
ILTY.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
ILTY.MI,2020-12-31,12M,EUR,781916000.0,-42898000.0,,171692000.0,-167000.0,-7372000.0,125154000.0,171692000.0,,10592000.0,0.0,0.0,953608000.0,-736000.0,172428000.0,-1258000.0,-42898000.0,0.0,-736000.0,31086000.0,31086000.0,-34473000.0,0.0,-8425000.0,215326000.0,,25044000.0,24708000.0,0.0,-34473000.0,0.0,-8425000.0,0.0,0.0,0.0,0.0
ILTY.MI,2021-12-31,12M,EUR,953608000.0,-21569000.0,,-445829000.0,-211425000.0,-42813000.0,-593443000.0,-445829000.0,,21035000.0,0.0,0.0,507779000.0,73872000.0,-494793000.0,-1408000.0,-46477000.0,0.0,73872000.0,65591000.0,65591000.0,-21468000.0,-31574000.0,6565000.0,-473224000.0,,8111000.0,26890000.0,0.0,-21468000.0,-31574000.0,-101000.0,0.0,0.0,0.0,6666000.0
ILTY.MI,2022-06-30,TTM,EUR,513830000.0,-28437000.0,,-116805000.0,-127995000.0,-11611000.0,-282135000.0,-116805000.0,,23621000.0,0.0,,397025000.0,56968000.0,-176872000.0,-6178000.0,-25338000.0,0.0,56968000.0,69641000.0,69641000.0,-27446000.0,-3567000.0,5675000.0,-148435000.0,,11775000.0,34841000.0,0.0,-27446000.0,-3567000.0,-991000.0,0.0,0.0,0.0,6666000.0
ILTY.MI,2022-12-31,12M,EUR,507779000.0,-27384000.0,,172998000.0,-115006000.0,-13097000.0,36564000.0,172998000.0,,30957000.0,0.0,0.0,680777000.0,-100000.0,173165000.0,-4726000.0,-27451000.0,0.0,-100000.0,75326000.0,75326000.0,-25747000.0,-8159000.0,6455000.0,200549000.0,,21170000.0,41258000.0,0.0,-25747000.0,-8159000.0,-1637000.0,0.0,0.0,0.0,8092000.0
ILTY.MI,2023-12-31,12M,EUR,680777000.0,-32338000.0,-15049000.0,-249081000.0,80658000.0,-62466000.0,-420133000.0,-249081000.0,-15049000.0,59335000.0,0.0,0.0,431696000.0,-15049000.0,-232148000.0,-3902000.0,-34222000.0,0.0,0.0,104400000.0,103814000.0,-30108000.0,-8005000.0,3891000.0,-199810000.0,,-1692000.0,62768000.0,0.0,-30108000.0,-8005000.0,-2230000.0,0.0,0.0,0.0,6121000.0
ILTY.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,107364000.0,,,,,,,,,,,,,,,,
