symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
DBA.MI,2019-12-31,12M,EUR,,,,,,,,,,,,400000.0,,,,,0.0,,,,,,,,400000.0,,,,-4706416.0,400000.0,,,,,,,,,,,,,-4706416.0,,-33502.0,,,,0.0,,1291.0,,
DBA.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,400000.0,,175306.0,,,,,,,,,,,400000.0,,,,-4706416.0,400000.0,,,,,,,,,,,,,-4706416.0,,,,,,,365431.0,,,
DBA.MI,2020-12-31,12M,EUR,3836522.0,-2842393.0,447088.0,4899659.0,-1343929.0,1462904.0,997556.0,-2222689.0,-659070.0,4899659.0,,0.0,,121091.0,4132622.0,4132622.0,0.0,-40245.0,8695936.0,6139692.0,-1433385.0,-99019.0,-503794.0,-2649041.0,0.0,11568501.0,11568501.0,-4015461.0,0.0,0.0,-1226878.0,-1349280.0,-1369438.0,64138.0,6139692.0,7553040.0,-1343741.0,-1413348.0,1409008.0,,43995.0,609646.0,0.0,-1442282.0,-36600.0,-1400111.0,-4015461.0,,0.0,72844.0,100738.0,56370.0,-414963.0
DBA.MI,2021-12-31,12M,EUR,8695936.0,-3355627.0,271136.0,2021016.0,-576548.0,5074327.0,2505509.0,-823975.0,6450449.0,2021016.0,,,,395542.0,4360236.0,4360236.0,,-2571.0,10714381.0,-4041579.0,5332588.0,62445.0,-681331.0,-2625620.0,,3612851.0,3612851.0,-4880259.0,,,-719505.0,-718850.0,-1925611.0,-354786.0,-4041579.0,-1267408.0,-345223.0,-2774171.0,8688215.0,,516187.0,670604.0,,-2055120.0,-354786.0,-1300507.0,-4880259.0,,,129509.0,,955284.0,-188486.0
DBA.MI,2022-12-31,12M,EUR,10714381.0,-3271701.0,1132613.0,-5297353.0,-1380968.0,-1284831.0,-2255064.0,-1075083.0,-4863333.0,-5297353.0,,,,1100886.0,3819511.0,3819511.0,,20051.0,5437080.0,-2826308.0,-1356157.0,315870.0,-441214.0,-4386589.0,,791665.0,791665.0,-5186944.0,,,616977.0,624584.0,-1415386.0,-2205022.0,-2826308.0,-4395279.0,-766181.0,1568971.0,1915544.0,1.0,524376.0,535752.0,,-1501606.0,-2211822.0,-1770095.0,-5186944.0,,,86220.0,6800.0,1003914.0,-396350.0
DBA.MI,2023-12-31,12M,EUR,5437080.0,-4911394.0,476704.0,3485407.0,2185699.0,-1709726.0,2176153.0,-7268654.0,-4139824.0,3485407.0,,,-774909.0,2658354.0,3943428.0,3943428.0,,-57976.0,8864511.0,349191.0,609785.0,-161017.0,-834198.0,-2384963.0,,4792378.0,4792378.0,-5883011.0,,-774909.0,4047065.0,4361544.0,-1901621.0,1101317.0,1124100.0,-1090633.0,-1584659.0,2214733.0,5521179.0,,68004.0,511160.0,,-3310243.0,,-1601151.0,-5883011.0,-774909.0,,1408622.0,1101317.0,16492.0,-657059.0
DBA.MI,2023-12-31,TTM,EUR,5437080.0,-4911394.0,476704.0,3485407.0,2185699.0,-1709726.0,2176153.0,-7268654.0,-4139824.0,3485407.0,0.0,0.0,-774909.0,2658354.0,3943428.0,3943428.0,0.0,-57976.0,8864511.0,349191.0,609785.0,-161017.0,-834198.0,-2384963.0,0.0,4792378.0,4792378.0,-5883011.0,,-774909.0,4047065.0,4361544.0,-1901621.0,1101317.0,1124100.0,-1090633.0,-1584659.0,2214733.0,5521179.0,,68004.0,511160.0,,-3310243.0,0.0,-1601151.0,-5883011.0,-774909.0,,1408622.0,1101317.0,16492.0,-657059.0
