symbol,asOfDate,periodType,currencyCode,NetIncome
BMED.MI,2023-03-31,3M,EUR,178275000.0
BMED.MI,2023-06-30,3M,EUR,185050000.0
BMED.MI,2023-09-30,3M,EUR,208840000.0
BMED.MI,2023-12-31,3M,EUR,249705000.0
BMED.MI,2024-03-31,3M,EUR,220513000.0
BMED.MI,2024-03-31,TTM,EUR,864108000.0
