symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
DAN.MI,2020-06-30,12M,EUR,1091860000.0,934507000.0,-1446689000.0,,-77520000.0,589059000.0,45646000.0,81305000.0,990441000.0,1571456000.0,989129000.0,1312000.0,81305000.0,1936705000.0,211583000.0,3855931000.0,11153000.0,344418000.0,355571000.0,2819107000.0,83535000.0,7733000.0,40079000.0,1012027000.0,2399472000.0,3394000.0,1091481000.0,2492772000.0,15787000.0,75253000.0,34493000.0,211649000.0,246142000.0,15787000.0,21046000.0,1293918000.0,-76000.0,952783000.0,1896626000.0,76078000.0,20889000.0,29691000.0,74397990.0,2000.0,753558000.0,,32346000.0,9042000.0,,1726000.0,498560000.0,229659000.0,66439000.0,581015000.0,1623751000.0,17699000.0,106356000.0,0.0,166936000.0,,81304566.0,1936705000.0,1896626000.0,82296000.0,5075230000.0,2148354000.0,601713000.0,1936629000.0,3138601000.0,1219299000.0,319494000.0,33331000.0,6906576.0,82935000.0,841010000.0,1036824000.0
DAN.MI,2021-06-30,12M,EUR,1075954000.0,843588000.0,-1520910000.0,22523000.0,-85017000.0,674631000.0,41704000.0,81305000.0,1072869000.0,1663883000.0,1071921000.0,948000.0,81305000.0,2014020000.0,87287000.0,4190983000.0,9869000.0,230420000.0,240289000.0,2986595000.0,125351000.0,7928000.0,37960000.0,928605000.0,2517332000.0,529000.0,1380241000.0,2557575000.0,24615000.0,72171000.0,31835000.0,313135000.0,344970000.0,24615000.0,50394000.0,1448159000.0,2326000.0,996422000.0,1976060000.0,76067000.0,17469000.0,27349000.0,74095100.0,-1000.0,1003202000.0,-5186000.0,30032000.0,,1000.0,8349000.0,401480000.0,235084000.0,120315000.0,591014000.0,1516339000.0,17221000.0,119336000.0,0.0,371117000.0,80190000.0,81304566.0,2014020000.0,1976060000.0,63092000.0,5451472000.0,2327155000.0,585259000.0,2016346000.0,3435126000.0,1260489000.0,448531000.0,38905000.0,7209466.0,87138000.0,883773000.0,1204388000.0
DAN.MI,2022-06-30,12M,EUR,1330285000.0,1110042000.0,-1567051000.0,22523000.0,-119897000.0,687080000.0,40665000.0,81305000.0,1516077000.0,2066267000.0,1514925000.0,1152000.0,81305000.0,2242003000.0,93125000.0,4863214000.0,10864000.0,396960000.0,407824000.0,3673972000.0,197372000.0,7937000.0,41222000.0,1229939000.0,2579022000.0,1308000.0,1312589000.0,2762452000.0,27385000.0,73598000.0,29801000.0,123489000.0,153289000.0,27385000.0,56828000.0,1469669000.0,3252000.0,1011971000.0,2200781000.0,124219000.0,31727000.0,23569000.0,74095100.0,638144000.0,1001303000.0,1000.0,33285000.0,,,-319000.0,407704000.0,255550000.0,135548000.0,550190000.0,1807365000.0,16100000.0,169204000.0,0.0,477074000.0,218715000.0,81304566.0,2242003000.0,2200781000.0,68256000.0,6184321000.0,2365492000.0,561113000.0,2245255000.0,3939066000.0,1321607000.0,265094000.0,69376000.0,7209466.0,87138000.0,638143000.0,1189242000.0
DAN.MI,2023-06-30,12M,EUR,1410078000.0,1101970000.0,-1628964000.0,22523000.0,-123120000.0,695215000.0,34448000.0,81305000.0,1749633000.0,2209243000.0,1748357000.0,1276000.0,81305000.0,2404713000.0,98500000.0,5216233000.0,8102000.0,52023000.0,60125000.0,3745346000.0,173398000.0,4537000.0,44843000.0,1225090000.0,2635491000.0,798000.0,1442707000.0,2685099000.0,22915000.0,72763000.0,26346000.0,228363000.0,254709000.0,22915000.0,82209000.0,1499815000.0,2991000.0,1006527000.0,2359870000.0,109512000.0,27806000.0,22984000.0,74017511.0,-58000.0,1277103000.0,,40306000.0,,-5000.0,178000.0,491018000.0,269198000.0,135513000.0,459610000.0,1946561000.0,19280000.0,219006000.0,0.0,567279000.0,243641000.0,81304566.0,2404713000.0,2359870000.0,107054000.0,6540936000.0,2633076000.0,314834000.0,2407704000.0,4133232000.0,1324643000.0,387886000.0,45465000.0,7287055.0,88913000.0,702030000.0,1470887000.0
