symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
DAN.MI,2022-06-30,TTM,EUR,9741000.0,,,2841435000.0,109395000.0,99654000.0,,,218715000.0,298670000.0,414135000.0,630981000.0,5170000.0,2881000.0,2881000.0,13347000.0,13347000.0,-378000.0,218715000.0,218715000.0,227644000.0,-8552000.0,218715000.0,227267000.0,219092000.0,-38586000.0,-38586000.0,437487000.0,245239077.014358,673855000.0,-42874000.0,3472416000.0,89348000.0,512000.0,0.0,295789000.0,2841435000.0,115465000.0,-40738000.0,-5379922.985642,68145000.0,0.230384,3515290000.0,209564000.0,49052000.0,3472416000.0,-23352000.0,-23352000.0,35056000.0
DAN.MI,2023-06-30,TTM,EUR,,74017000.0,3.2815,,,,74017511.0,3.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAN.MI,2023-12-31,TTM,EUR,,74017511.0,3.627819,2796232000.0,134198000.0,120687000.0,74017511.0,3.627819,268330000.0,288718000.0,422916000.0,1545121000.0,,,,65156000.0,65156000.0,714000.0,268330000.0,268330000.0,262569000.0,5047000.0,268330000.0,263283000.0,267616000.0,63628000.0,63628000.0,423754000.0,269806185.345287,1296329000.0,248792000.0,4341353000.0,598367000.0,,0.0,328495000.0,2796232000.0,134198000.0,,-1637814.654713,65925000.0,0.200688,4092561000.0,270464000.0,,4341353000.0,-838000.0,-8161000.0,
