symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
DAN.MI,2020-06-30,12M,EUR,1102883000.0,-175392000.0,-11915000.0,-112442000.0,-55436000.0,-4180000.0,20135000.0,82261000.0,42780000.0,-111059000.0,-11915000.0,97164000.0,97164000.0,-1383000.0,990441000.0,-111163000.0,16403000.0,-4650000.0,-3071000.0,,-17548000.0,22930000.0,-191691000.0,492125000.0,492125000.0,-463297000.0,-3509000.0,-10604000.0,62886000.0,84682000.0,-7833000.0,-49474000.0,28828000.0,28828000.0,-116485000.0,18797000.0,-149672000.0,191795000.0,,2773000.0,-2625000.0,,-3509000.0,-7934000.0,-49474000.0,-167458000.0,-463297000.0,0.0,101000.0,0.0,17786000.0,-18851000.0
DAN.MI,2021-06-30,12M,EUR,990441000.0,-141291000.0,-11128000.0,82428000.0,-296766000.0,1384000.0,222032000.0,92054000.0,18704000.0,74599000.0,-11128000.0,97801000.0,97801000.0,7829000.0,1072869000.0,26503000.0,138418000.0,-1334000.0,0.0,-1334000.0,-9106000.0,30804000.0,-231613000.0,177186000.0,177186000.0,-188048000.0,-8856000.0,30841000.0,80189000.0,115199000.0,-9211000.0,-52542000.0,-10862000.0,-10862000.0,48493000.0,-36427000.0,-124577000.0,279709000.0,,12347000.0,-2161000.0,29348000.0,-8856000.0,-9249000.0,-52542000.0,-132042000.0,-188048000.0,0.0,38000.0,0.0,7465000.0,-20442000.0
DAN.MI,2022-06-30,12M,EUR,1072869000.0,-113888000.0,-13351000.0,443210000.0,26644000.0,19184000.0,263841000.0,-343693000.0,-34024000.0,423327000.0,-13351000.0,115465000.0,115465000.0,19883000.0,1516077000.0,168565000.0,165500000.0,,,-2268000.0,-20520000.0,32137000.0,-24626000.0,164395000.0,164395000.0,-200925000.0,-1614000.0,,218715000.0,287238000.0,-10096000.0,-5619000.0,-36530000.0,-36530000.0,218446000.0,86662000.0,-93959000.0,279388000.0,-2000.0,-84645000.0,-1747000.0,6434000.0,-1614000.0,-11112000.0,-5619000.0,-102776000.0,-200925000.0,,1016000.0,,8817000.0,-51259000.0
DAN.MI,2022-06-30,TTM,EUR,1072869000.0,-112923000.0,-13350000.0,443210000.0,26644000.0,19184000.0,263841000.0,-343693000.0,-34024000.0,423327000.0,,115465000.0,115465000.0,19883000.0,1516077000.0,168565000.0,166465000.0,,,-2268000.0,-20520000.0,32137000.0,-24626000.0,164395000.0,164395000.0,-200925000.0,-1614000.0,,218715000.0,287238000.0,-10096000.0,-5619000.0,-36530000.0,-36530000.0,218445000.0,86662000.0,-93959000.0,279388000.0,-2000.0,-84645000.0,-1747000.0,6434000.0,-1614000.0,-10147000.0,-5619000.0,-102776000.0,-200925000.0,,51000.0,,8817000.0,-51259000.0
DAN.MI,2023-06-30,12M,EUR,1516077000.0,-159588000.0,-21448000.0,233557000.0,-192742000.0,5544000.0,442069000.0,-38710000.0,216161000.0,265955000.0,-21448000.0,142541000.0,142541000.0,-32398000.0,1749633000.0,-280307000.0,478798000.0,,,200000.0,-11336000.0,71938000.0,-92124000.0,149723000.0,149723000.0,-398665000.0,0.0,,243642000.0,299521000.0,-25360000.0,86515000.0,-248942000.0,-248942000.0,-9917000.0,-21443000.0,-131836000.0,638386000.0,-1000.0,-33721000.0,-349000.0,25381000.0,0.0,-25545000.0,-1775000.0,-134043000.0,-398665000.0,,185000.0,88290000.0,2207000.0,-89923000.0
DAN.MI,2023-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268330000.0,,,,,,,,,,,,,,,,,,,,,,,
