asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2020-06-30,12M,EUR,1091860000.0,934507000.0,-1446689000.0,,-77520000.0,12416000.0,74397990.0,0.845265,1102883000.0,589059000.0,-175392000.0,45646000.0,81305000.0,990441000.0,1571456000.0,-11915000.0,989129000.0,1312000.0,-112442000.0,-55436000.0,-4180000.0,20135000.0,82261000.0,42780000.0,-111059000.0,81305000.0,-11915000.0,1936705000.0,211583000.0,1668246000.0,3855931000.0,11153000.0,344418000.0,355571000.0,2819107000.0,97164000.0,97164000.0,95980000.0,83564000.0,74397990.0,0.845265,62886000.0,109181000.0,206345000.0,-1383000.0,990441000.0,-275266115.0,-1.334009,-0.115481,-111163000.0,83535000.0,16403000.0,-4650000.0,-3071000.0,,55081000.0,7733000.0,40079000.0,1012027000.0,2399472000.0,715396000.0,3394000.0,983000.0,8122000.0,8122000.0,13417000.0,13417000.0,-17548000.0,22930000.0,1091481000.0,2492772000.0,-191691000.0,15787000.0,492125000.0,75253000.0,34493000.0,211649000.0,246142000.0,492125000.0,-463297000.0,15787000.0,21046000.0,1293918000.0,696352885.0,-76000.0,461000.0,-3509000.0,-10604000.0,62886000.0,62886000.0,78803000.0,-16378000.0,62886000.0,79264000.0,84682000.0,62425000.0,-7833000.0,-8489000.0,-49474000.0,28828000.0,28828000.0,-8489000.0,-116485000.0,18797000.0,952783000.0,-149672000.0,1896626000.0,76078000.0,20889000.0,29691000.0,201570000.0,75540587.686401,191795000.0,621369000.0,94027000.0,2383642000.0,74397990.0,,2000.0,753558000.0,,32346000.0,9042000.0,2773000.0,,1726000.0,57241000.0,498560000.0,229659000.0,66439000.0,581015000.0,2273000.0,0.0,1623751000.0,-2625000.0,17699000.0,106356000.0,101059000.0,0.0,,-3509000.0,-7934000.0,-49474000.0,-167458000.0,166936000.0,1668246000.0,97164000.0,14393000.0,14393000.0,-463297000.0,,0.0,101000.0,0.0,17786000.0,1490000.0,56571000.0,81304566.0,-2414000.0,1936705000.0,1896626000.0,1051587.686401,22256000.0,0.220228,82296000.0,-18851000.0,5075230000.0,2148354000.0,601713000.0,1936629000.0,2289615000.0,3138601000.0,1219299000.0,319494000.0,91613000.0,13784000.0,2383642000.0,33331000.0,4775000.0,4775000.0,6906576.0,82935000.0,841010000.0,1036824000.0,-842000.0
2021-06-30,12M,EUR,1075954000.0,843588000.0,-1520910000.0,22523000.0,-85017000.0,11477000.0,74216000.0,1.080481,990441000.0,674631000.0,-141291000.0,41704000.0,81305000.0,1072869000.0,1663883000.0,-11128000.0,1071921000.0,948000.0,82428000.0,-296766000.0,1384000.0,222032000.0,92054000.0,18704000.0,74599000.0,81305000.0,-11128000.0,2014020000.0,87287000.0,2043327000.0,4190983000.0,9869000.0,230420000.0,240289000.0,2986595000.0,97801000.0,97801000.0,96467000.0,84990000.0,74216000.0,1.080481,80189000.0,136921000.0,234722000.0,7829000.0,1072869000.0,258782253.0,,,26503000.0,125351000.0,138418000.0,-1334000.0,0.0,-1334000.0,52168000.0,7928000.0,37960000.0,928605000.0,2517332000.0,593705000.0,529000.0,0.0,4085000.0,4085000.0,11101000.0,11101000.0,-9106000.0,30804000.0,1380241000.0,2557575000.0,-231613000.0,24615000.0,177186000.0,72171000.0,31835000.0,313135000.0,344970000.0,177186000.0,-188048000.0,24615000.0,50394000.0,1448159000.0,1367423253.0,2326000.0,-143000.0,-8856000.0,30841000.0,80189000.0,80189000.0,97970000.0,-17637000.0,80189000.0,97826000.0,115199000.0,80333000.0,-9211000.0,10220000.0,-52542000.0,-10862000.0,-10862000.0,10220000.0,48493000.0,-36427000.0,996422000.0,-124577000.0,1976060000.0,76067000.0,17469000.0,27349000.0,235157000.0,98146823.797766,279709000.0,616821000.0,-23116000.0,2637032000.0,74095100.0,,-1000.0,1003202000.0,-5186000.0,30032000.0,,12347000.0,1000.0,8349000.0,78943000.0,401480000.0,235084000.0,120315000.0,591014000.0,188000.0,0.0,1516339000.0,-2161000.0,17221000.0,119336000.0,132836000.0,0.0,29348000.0,-8856000.0,-9249000.0,-52542000.0,-132042000.0,371117000.0,2043327000.0,97801000.0,16731000.0,16731000.0,-188048000.0,80190000.0,0.0,38000.0,0.0,7465000.0,354000.0,52522000.0,81304566.0,-10042000.0,2014020000.0,1976060000.0,-114176.202234,34866000.0,0.262474,63092000.0,-20442000.0,5451472000.0,2327155000.0,585259000.0,2016346000.0,2660148000.0,3435126000.0,1260489000.0,448531000.0,143878000.0,-3204000.0,2637032000.0,38905000.0,-435000.0,-435000.0,7209466.0,87138000.0,883773000.0,1204388000.0,9854000.0
2022-06-30,12M,EUR,1330285000.0,1110042000.0,-1567051000.0,22523000.0,-119897000.0,9741000.0,74095000.0,2.9416,1072869000.0,687080000.0,-113888000.0,40665000.0,81305000.0,1516077000.0,2066267000.0,-13351000.0,1514925000.0,1152000.0,443210000.0,26644000.0,19184000.0,263841000.0,-343693000.0,-34024000.0,423327000.0,81305000.0,-13351000.0,2242003000.0,93125000.0,2841435000.0,4863214000.0,10864000.0,396960000.0,407824000.0,3673972000.0,115465000.0,115465000.0,109395000.0,99654000.0,74095000.0,2.9416,218715000.0,298670000.0,414135000.0,19883000.0,1516077000.0,135890736.0,,,168565000.0,197372000.0,165500000.0,,,-2268000.0,,7937000.0,41222000.0,1229939000.0,2579022000.0,630981000.0,1308000.0,5170000.0,2881000.0,2881000.0,13347000.0,13347000.0,-20520000.0,32137000.0,1312589000.0,2762452000.0,-24626000.0,27385000.0,164395000.0,73598000.0,29801000.0,123489000.0,153289000.0,164395000.0,-200925000.0,27385000.0,56828000.0,1469669000.0,1223109736.0,3252000.0,-378000.0,-1614000.0,,218715000.0,218715000.0,227644000.0,-8552000.0,218715000.0,227267000.0,287238000.0,219092000.0,-10096000.0,-38586000.0,-5619000.0,-36530000.0,-36530000.0,-38586000.0,218446000.0,86662000.0,1011971000.0,-93959000.0,2200781000.0,124219000.0,31727000.0,23569000.0,437487000.0,245239077.014358,279388000.0,673855000.0,-42874000.0,3472416000.0,74095100.0,-2000.0,638144000.0,1001303000.0,1000.0,33285000.0,,-84645000.0,,-319000.0,69425000.0,407704000.0,255550000.0,135548000.0,550190000.0,512000.0,0.0,1807365000.0,-1747000.0,16100000.0,169204000.0,295789000.0,0.0,6434000.0,-1614000.0,-11112000.0,-5619000.0,-102776000.0,477074000.0,2841435000.0,115465000.0,19923000.0,19923000.0,-200925000.0,218715000.0,,1016000.0,,8817000.0,,,81304566.0,-40738000.0,2242003000.0,2200781000.0,-5379922.985642,68145000.0,0.230384,68256000.0,-51259000.0,6184321000.0,2365492000.0,561113000.0,2245255000.0,3515290000.0,3939066000.0,1321607000.0,265094000.0,209564000.0,49052000.0,3472416000.0,69376000.0,-23352000.0,-23352000.0,7209466.0,87138000.0,638143000.0,1189242000.0,35056000.0
2023-06-30,12M,EUR,1410078000.0,1101970000.0,-1628964000.0,22523000.0,-123120000.0,13511000.0,74017000.0,3.2815,1516077000.0,695215000.0,-159588000.0,34448000.0,81305000.0,1749633000.0,2209243000.0,-21448000.0,1748357000.0,1276000.0,233557000.0,-192742000.0,5544000.0,442069000.0,-38710000.0,216161000.0,265955000.0,81305000.0,-21448000.0,2404713000.0,98500000.0,3070388000.0,5216233000.0,8102000.0,52023000.0,60125000.0,3745346000.0,142541000.0,142541000.0,118162000.0,104651000.0,74017000.0,3.2815,243642000.0,303706000.0,446247000.0,-32398000.0,1749633000.0,-306540737.0,-0.686931,-0.075247,-280307000.0,173398000.0,478798000.0,,,200000.0,,4537000.0,44843000.0,1225090000.0,2635491000.0,1003382000.0,798000.0,16656000.0,6544000.0,6544000.0,42186000.0,42186000.0,-11336000.0,71938000.0,1442707000.0,2685099000.0,-92124000.0,22915000.0,149723000.0,72763000.0,26346000.0,228363000.0,254709000.0,149723000.0,-398665000.0,22915000.0,82209000.0,1499815000.0,1437587263.0,2991000.0,-14000.0,0.0,,243642000.0,243642000.0,241297000.0,2359000.0,243642000.0,241283000.0,299521000.0,243656000.0,-25360000.0,18466000.0,86515000.0,-248942000.0,-248942000.0,18466000.0,-9917000.0,-21443000.0,1006527000.0,-131836000.0,2359870000.0,109512000.0,27806000.0,22984000.0,449047000.0,256825925.599505,638386000.0,753617000.0,249765000.0,4073770000.0,74017511.0,-1000.0,-58000.0,1277103000.0,,40306000.0,,-33721000.0,-5000.0,178000.0,95509000.0,491018000.0,269198000.0,135513000.0,459610000.0,541000.0,0.0,1946561000.0,-349000.0,19280000.0,219006000.0,297162000.0,0.0,25381000.0,0.0,-25545000.0,-1775000.0,-134043000.0,567279000.0,3070388000.0,142541000.0,23426000.0,23426000.0,-398665000.0,243641000.0,,185000.0,88290000.0,2207000.0,,,81304566.0,-41273000.0,2404713000.0,2359870000.0,-1903074.400495,55865000.0,0.187995,107054000.0,-89923000.0,6540936000.0,2633076000.0,314834000.0,2407704000.0,3824005000.0,4133232000.0,1324643000.0,387886000.0,265064000.0,17176000.0,4073770000.0,45465000.0,-2800000.0,-10123000.0,7287055.0,88913000.0,702030000.0,1470887000.0,16753000.0
