asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DefinedPensionBenefit,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,Payables,PrepaidAssets,PretaxIncome,Receivables,ReconciledDepreciation,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
2022-12-31,3M,EUR,30840000.0,,5980000.0,,449744059.0,0.222349,340456000.0,,,178649000.0,,,19310000.0,,,,449744059.0,0.222349,,,,,,,566432000.0,1148000.0,64799000.0,,,84476000.0,,,75453000.0,,,5852000.0,,,0.0,,,,,,,,,,,,,,,,,117815000.0,144671000.0,,115135000.0,,52271000.0,,,,,-1148000.0,,,,,,,,,,,,,,-1148000.0,-1148000.0,,3641718.0,
2023-03-31,3M,EUR,,78978000.0,3511000.0,3382543000.0,453879808.0,0.208,,1360157000.0,6066123000.0,,1360157000.0,3500283000.0,,15411000.0,11900000.0,324000.0,453879808.0,0.208,94407000.0,900258000.0,12114000.0,102978000.0,16997000.0,37055000.0,,0.0,168336000.0,360383000.0,7464114000.0,,4431127000.0,4781135000.0,,3963831000.0,350008000.0,,1760298246.0,4000.0,0.0,,94407000.0,94407000.0,94407000.0,94407000.0,94407000.0,94407000.0,192047000.0,662849000.0,3463228000.0,94407000.0,195356000.0,358375000.0,449744059.0,20058000.0,5383000.0,,,13749000.0,,134121000.0,,15411000.0,94407000.0,102978000.0,453385777.0,0.0,3500283000.0,3463228000.0,0.0,39714000.0,0.296106,2007000.0,57667972000.0,7464114000.0,3963831000.0,3500287000.0,54167685000.0,358375000.0,13749000.0,0.0,0.0,97966000.0,3641718.0,25408000.0
2023-06-30,3M,EUR,34676000.0,78949000.0,,5422287000.0,449753144.0,0.250535,345667000.0,1360157000.0,3062136000.0,2702629000.0,1360157000.0,3510409000.0,11113000.0,16499000.0,16499000.0,41628000.0,449753144.0,0.250535,112679000.0,230014000.0,21350000.0,69210000.0,16997000.0,36995000.0,597908000.0,,,235290000.0,7355248000.0,82986000.0,14277017000.0,14637290000.0,76994000.0,4013945000.0,360273000.0,6336000.0,1716257997.0,14000.0,,782703000.0,112679000.0,112679000.0,112679000.0,112679000.0,112679000.0,112679000.0,235290000.0,597908000.0,3473414000.0,112679000.0,164481000.0,377382000.0,449753144.0,19998000.0,5852000.0,132707000.0,168911000.0,566399000.0,126708000.0,167796000.0,35056000.0,16499000.0,207086000.0,69210000.0,453385777.0,,3510409000.0,3473414000.0,0.0,55117000.0,0.328476,1794056000.0,53970920000.0,7355248000.0,4013945000.0,3510423000.0,50460497000.0,377382000.0,399016000.0,,,141942000.0,3632633.0,25342000.0
2023-09-30,3M,EUR,,78949000.0,4813000.0,3087080000.0,,,,1360157000.0,3653546000.0,,1360157000.0,3654680000.0,,17744000.0,12931000.0,33000.0,,,141503000.0,539026000.0,-640000.0,122423000.0,16997000.0,37283000.0,,0.0,233182000.0,474287000.0,7640524000.0,,3836581000.0,4200140000.0,,3985844000.0,363559000.0,,2192996330.0,14000.0,0.0,332298000.0,141503000.0,141503000.0,141503000.0,141503000.0,141503000.0,141503000.0,241105000.0,679075000.0,3617397000.0,138320552.222211,170660000.0,386447000.0,449753144.0,20286000.0,-25797000.0,,,78010000.0,,205066000.0,,17744000.0,348589000.0,120605000.0,453385777.0,4754000.0,3654680000.0,3617397000.0,1429552.222211,63563000.0,0.309964,1750000.0,54788104000.0,7640524000.0,3985844000.0,3654694000.0,51133410000.0,386447000.0,78010000.0,4612000.0,4612000.0,147129000.0,3632633.0,25381000.0
2023-12-31,3M,EUR,42462000.0,78949000.0,,14329489000.0,449753144.0,0.25036,341101000.0,1360157000.0,4920177000.0,176068000.0,1360157000.0,3809274000.0,18553000.0,22800000.0,22800000.0,71501000.0,449753144.0,0.25036,112600000.0,237191000.0,39100000.0,78900000.0,16997000.0,37756000.0,594886000.0,,,268500000.0,8713711000.0,82188000.0,14718529000.0,15094886000.0,75316000.0,5067707000.0,376357000.0,6495000.0,2635553423.0,14000.0,0.0,,112600000.0,112600000.0,112600000.0,112600000.0,112600000.0,112600000.0,268500000.0,594886000.0,3771518000.0,112600000.0,184300000.0,449500000.0,449753144.0,20759000.0,5500000.0,610263000.0,171974000.0,859147000.0,130118000.0,153300000.0,53489000.0,22800000.0,461162000.0,78900000.0,453385777.0,,3809274000.0,3771518000.0,0.0,40700000.0,0.265492,1980037000.0,57721765000.0,8713711000.0,5067707000.0,3809288000.0,53912477000.0,449500000.0,206422000.0,,,127356000.0,3632633.0,25418000.0
2024-03-31,3M,EUR,,78949000.0,3529000.0,3564590000.0,453837500.0,0.32,,1360157000.0,3151653000.0,,1360157000.0,3933253000.0,,16590000.0,13061000.0,1400000.0,453837500.0,0.32,145228000.0,521548000.0,4626000.0,93813000.0,16997000.0,38039000.0,,,280017000.0,547032000.0,9258530000.0,,4338161000.0,4730706000.0,,5325277000.0,392545000.0,,3121286819.0,14000.0,0.0,2173624000.0,145228000.0,145228000.0,145228000.0,145228000.0,145228000.0,145228000.0,267015000.0,702673000.0,3895214000.0,145228000.0,191399000.0,429461000.0,449753144.0,21042000.0,1752000.0,,,93863000.0,,209843000.0,,16590000.0,145228000.0,93813000.0,449753144.0,,3933253000.0,3895214000.0,0.0,64615000.0,0.308,1230000.0,56741852000.0,9258530000.0,5325277000.0,3933267000.0,52808585000.0,429461000.0,93863000.0,,,250749000.0,,25429000.0
