symbol,asOfDate,periodType,currencyCode,NetIncome
REY.MI,2022-09-30,TTM,EUR,169760000.0
REY.MI,2023-03-31,3M,EUR,62066000.0
REY.MI,2023-06-30,3M,EUR,16385000.0
REY.MI,2023-09-30,3M,EUR,56759000.0
REY.MI,2023-12-31,3M,EUR,16378000.0
REY.MI,2024-03-31,3M,EUR,73079000.0
REY.MI,2024-03-31,TTM,EUR,197712000.0
