symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TIT.MI,2022-12-31,3M,EUR,,,1908000000.0,1237000000.0,-280000000.0,,,,,,,2351000000.0,,,,,,,,,,,,,,-317000000.0,-317000000.0,,,1493000000.0,,,,17000000.0,-208000000.0,,,1908000000.0,,,-357000000.0,,,,3401000000.0,,,-411000000.0,-411000000.0,236000000.0
TIT.MI,2023-03-31,3M,EUR,21241315999.0,-0.032437,1575000000.0,1201000000.0,1201000000.0,21241315999.0,-0.032437,-689000000.0,156000000.0,1357000000.0,-1089000000.0,2272000000.0,0.0,693000000.0,693000000.0,322000000.0,322000000.0,-67000000.0,-689000000.0,-689000000.0,-622000000.0,0.0,-689000000.0,-689000000.0,-622000000.0,-371000000.0,-371000000.0,1357000000.0,-689000000.0,2471000000.0,-162000000.0,3847000000.0,37000000.0,181000000.0,,0.0,-537000000.0,1575000000.0,1201000000.0,-1089000000.0,0.0,0.0,85000000.0,0.24,4046000000.0,-162000000.0,3847000000.0,0.0,0.0,0.0
TIT.MI,2023-06-30,3M,EUR,,,1661000000.0,1228000000.0,463000000.0,,,-124000000.0,666000000.0,1894000000.0,,2338000000.0,0.0,659000000.0,659000000.0,273000000.0,273000000.0,-73000000.0,-124000000.0,-124000000.0,-51000000.0,0.0,-124000000.0,-124000000.0,-51000000.0,-386000000.0,-386000000.0,1998000000.0,-44960000.0,1796000000.0,542000000.0,3999000000.0,,37000000.0,,0.0,7000000.0,1661000000.0,1228000000.0,,-104000000.0,-24960000.0,58000000.0,0.24,3457000000.0,401000000.0,3999000000.0,-104000000.0,-104000000.0,104000000.0
TIT.MI,2023-09-30,3M,EUR,21252195773.0,-0.014634,1716000000.0,1214000000.0,1214000000.0,21252195773.0,-0.014634,-311000000.0,457000000.0,1671000000.0,,2391000000.0,3000000.0,621000000.0,621000000.0,146000000.0,146000000.0,-84000000.0,-311000000.0,-311000000.0,-227000000.0,0.0,-311000000.0,-311000000.0,-227000000.0,-475000000.0,-475000000.0,1675000000.0,-307960000.0,2094000000.0,297000000.0,4107000000.0,36000000.0,300000000.0,1000000.0,0.0,-164000000.0,1716000000.0,1214000000.0,,-4000000.0,-960000.0,63000000.0,0.24,3810000000.0,329000000.0,4107000000.0,-4000000.0,-4000000.0,
TIT.MI,2023-09-30,TTM,EUR,21252195773.0,-0.06446,,,,21252195773.0,-0.06446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT.MI,2023-12-31,3M,EUR,,,1981000000.0,1220000000.0,-320000000.0,,,-317000000.0,-429000000.0,791000000.0,,2362000000.0,-3000000.0,-243000000.0,-243000000.0,-604000000.0,-604000000.0,-110000000.0,-317000000.0,-317000000.0,-207000000.0,0.0,-317000000.0,-317000000.0,-207000000.0,-545000000.0,-545000000.0,1406000000.0,150400000.0,1249000000.0,1113000000.0,4343000000.0,,-43000000.0,-31000000.0,0.0,-186000000.0,1981000000.0,1220000000.0,,-655000000.0,-147600000.0,21000000.0,0.24,3230000000.0,268000000.0,4343000000.0,-615000000.0,-615000000.0,
TIT.MI,2024-03-31,3M,EUR,21252195773.0,-0.018822,,,,21252195773.0,-0.018822,-400000000.0,501000000.0,1705000000.0,-711000000.0,,8000000.0,801000000.0,801000000.0,299000000.0,299000000.0,-58000000.0,-400000000.0,-400000000.0,-342000000.0,0.0,-400000000.0,-400000000.0,-342000000.0,,,1705000000.0,-400000000.0,,207000000.0,3930000000.0,,,,0.0,-300000000.0,,1204000000.0,-711000000.0,,0.0,42000000.0,0.4,,207000000.0,3930000000.0,,,
TIT.MI,2024-03-31,TTM,EUR,21252195773.0,-0.056385,,,,21252195773.0,-0.056385,-1152000000.0,1195000000.0,6061000000.0,,,8000000.0,1838000000.0,1838000000.0,114000000.0,114000000.0,-325000000.0,-1152000000.0,-1152000000.0,-827000000.0,0.0,-1152000000.0,-1152000000.0,-827000000.0,,,6682000000.0,-779400000.0,,1911000000.0,16379000000.0,,,,0.0,-643000000.0,,4866000000.0,,,-248400000.0,184000000.0,0.4,,1205000000.0,16379000000.0,-621000000.0,-621000000.0,
