symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TIT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,268000000.0,,,,,,,,,,,
TIT.MI,2020-12-31,12M,EUR,1627000000.0,21079557782.0,0.34,5677000000.0,4616000000.0,2989000000.0,22162666244.0,0.33,7158000000.0,2637000000.0,7253000000.0,,10128000000.0,8000000.0,1240000000.0,1240000000.0,55000000.0,55000000.0,-128000000.0,7224000000.0,7158000000.0,7352000000.0,0.0,7224000000.0,7224000000.0,7352000000.0,-1343000000.0,-1343000000.0,7174000000.0,7163960000.0,7436000000.0,2692000000.0,15805000000.0,406000000.0,-333000000.0,66000000.0,0.0,1397000000.0,5677000000.0,4616000000.0,436000000.0,38000000.0,,-136000000.0,18960000.0,-5955000000.0,0.24,13113000000.0,2104000000.0,158000000.0,15805000000.0,79000000.0,79000000.0,423000000.0
TIT.MI,2021-12-31,12M,EUR,1511000000.0,21205278539.0,-0.4,6065000000.0,4490000000.0,2979000000.0,21205278539.0,-0.4,-8652000000.0,-3330000000.0,1160000000.0,,9251000000.0,4120000000.0,1185000000.0,1185000000.0,75000000.0,75000000.0,-252000000.0,-8652000000.0,-8652000000.0,-8400000000.0,0.0,-8652000000.0,-8652000000.0,-8400000000.0,-1230000000.0,-1230000000.0,5872000000.0,-5070880000.0,7908000000.0,1343000000.0,15316000000.0,1058000000.0,-8000000.0,0.0,0.0,-4515000000.0,6065000000.0,4490000000.0,603000000.0,336000000.0,,-4753000000.0,-1130880000.0,3885000000.0,0.24,13973000000.0,-3529000000.0,120000000.0,15316000000.0,-4712000000.0,-4712000000.0,305000000.0
TIT.MI,2022-12-31,12M,EUR,1517000000.0,21241315999.0,-0.14,6658000000.0,4777000000.0,3260000000.0,21241315999.0,-0.14,-2925000000.0,733000000.0,5510000000.0,,9130000000.0,0.0,1321000000.0,1321000000.0,122000000.0,122000000.0,-271000000.0,-2925000000.0,-2925000000.0,-2654000000.0,0.0,-2925000000.0,-2925000000.0,-2654000000.0,-1392000000.0,-1392000000.0,5888000000.0,-2637720000.0,7994000000.0,1136000000.0,15788000000.0,542000000.0,-241000000.0,0.0,,-588000000.0,6658000000.0,4777000000.0,798000000.0,329000000.0,,-324000000.0,-90720000.0,2066000000.0,0.24,14652000000.0,606000000.0,193000000.0,15788000000.0,-378000000.0,-378000000.0,236000000.0
TIT.MI,2023-09-30,TTM,EUR,,21252195773.0,-0.06446,,,,21252195773.0,-0.06446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT.MI,2023-12-31,12M,EUR,1540000000.0,21250382477.0,-0.07,6933000000.0,4863000000.0,3323000000.0,21259002097.0,-0.07,-1441000000.0,850000000.0,5713000000.0,,9363000000.0,0.0,1730000000.0,1730000000.0,137000000.0,137000000.0,-334000000.0,-1441000000.0,-1441000000.0,-1107000000.0,0.0,-1441000000.0,-1441000000.0,-1107000000.0,-1777000000.0,-1777000000.0,6334000000.0,-969040000.0,7821000000.0,1542000000.0,16296000000.0,595000000.0,-28000000.0,0.0,,-880000000.0,6933000000.0,4863000000.0,935000000.0,456000000.0,,-661000000.0,-149040000.0,227000000.0,0.24,14754000000.0,836000000.0,184000000.0,16296000000.0,-621000000.0,-621000000.0,233000000.0
TIT.MI,2024-03-31,TTM,EUR,,21252195773.0,-0.056385,,,,21252195773.0,-0.056385,-1152000000.0,1195000000.0,6061000000.0,,,8000000.0,1838000000.0,1838000000.0,114000000.0,114000000.0,-325000000.0,-1152000000.0,-1152000000.0,-827000000.0,0.0,-1152000000.0,-1152000000.0,-827000000.0,,,6682000000.0,-779400000.0,,1911000000.0,16379000000.0,,,0.0,,-643000000.0,,4866000000.0,,,,,-248400000.0,184000000.0,0.4,,1205000000.0,,16379000000.0,-621000000.0,-621000000.0,
