symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
MONC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,759073000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223000.0,,,,,,,,19763000.0,,,,,,,,,,,,,,,,,,,,,,,,,
MONC.MI,2020-12-31,12M,EUR,211903000.0,174144000.0,-466189000.0,173374000.0,-10899000.0,263157000.0,640297000.0,51671000.0,923498000.0,923498000.0,,,51671000.0,1627048000.0,23617000.0,1331380000.0,102791000.0,47632000.0,150423000.0,539958000.0,284437000.0,155582000.0,437890000.0,185043000.0,1269176000.0,4793000.0,-184116000.0,202770000.0,1700018000.0,36000.0,790863000.0,537506000.0,25338000.0,562844000.0,36000.0,12949000.0,160460000.0,89000.0,802987000.0,1189158000.0,142000.0,142000.0,150832000.0,6396000.0,7186000.0,33146000.0,252766821.0,,21742000.0,282308000.0,21742000.0,31079000.0,21086000.0,,344596000.0,31603000.0,0.0,88252000.0,300351000.0,258352624.0,1627048000.0,1189158000.0,5089000.0,2756612000.0,1652386000.0,713267000.0,1627137000.0,1129475000.0,1425232000.0,589517000.0,110951000.0,5585803.0,14197000.0,791422000.0
MONC.MI,2021-12-31,12M,EUR,348953000.0,234274000.0,-713552000.0,745309000.0,-13963000.0,333106000.0,710276000.0,54737000.0,932718000.0,932718000.0,,,54737000.0,2498986000.0,29410000.0,1463956000.0,125597000.0,163594000.0,289191000.0,894605000.0,342148000.0,603417000.0,1673491000.0,248237000.0,1626874000.0,722000.0,-229650000.0,263521000.0,2702633000.0,862000.0,1024942000.0,584679000.0,40053000.0,624732000.0,862000.0,11320000.0,202177000.0,108000.0,913322000.0,825495000.0,,163000.0,179312000.0,225621000.0,12454000.0,36059000.0,269576110.0,,,1070074000.0,18876000.0,37239000.0,27758000.0,,532722000.0,53018000.0,0.0,98688000.0,393533000.0,273682790.0,2498986000.0,825495000.0,4963000.0,4267989000.0,2539039000.0,913923000.0,2499094000.0,1768895000.0,2804033000.0,874290000.0,164893000.0,4106680.0,52335000.0,569351000.0
MONC.MI,2022-12-31,12M,EUR,482425000.0,296550000.0,-925782000.0,745309000.0,-15141000.0,386389000.0,837479000.0,54737000.0,882254000.0,882254000.0,0.0,882254000.0,54737000.0,2902170000.0,53279000.0,1620996000.0,163194000.0,30876000.0,194070000.0,963713000.0,424143000.0,603417000.0,1690123000.0,311691000.0,2000272000.0,11351000.0,-241829000.0,377549000.0,2977470000.0,944000.0,1296502000.0,674285000.0,44424000.0,718709000.0,944000.0,27261000.0,220385000.0,116000.0,1074490000.0,1212047000.0,,117000.0,205932000.0,15190000.0,12036000.0,44702000.0,268824374.0,,,1086706000.0,11812000.0,43717000.0,47352000.0,,692868000.0,56039000.0,0.0,134521000.0,606697000.0,273682790.0,2902170000.0,1212047000.0,5940000.0,4639312000.0,2946594000.0,912779000.0,2902286000.0,1737026000.0,3018316000.0,773313000.0,198631000.0,4858416.0,60714000.0,657283000.0
MONC.MI,2023-12-31,12M,EUR,538586000.0,325608000.0,-1135430000.0,745309000.0,-15547000.0,441456000.0,805331000.0,54926000.0,998799000.0,1067399000.0,0.0,998799000.0,54926000.0,3214335000.0,57906000.0,1907045000.0,167659000.0,16744000.0,184403000.0,1010432000.0,519529000.0,603417000.0,1699890000.0,341155000.0,2217910000.0,9700000.0,-262437000.0,453178000.0,3257595000.0,3446000.0,1413415000.0,637672000.0,26516000.0,664188000.0,3446000.0,27690000.0,255454000.0,94000.0,1082480000.0,1514445000.0,,103000.0,252197000.0,63034000.0,12144000.0,43567000.0,270136798.0,8000.0,,1096473000.0,13024000.0,49679000.0,41901000.0,68600000.0,723119000.0,78575000.0,0.0,141913000.0,611931000.0,274627673.0,3214335000.0,1514445000.0,9251000.0,4992020000.0,3240851000.0,848591000.0,3214429000.0,1777591000.0,3084975000.0,767159000.0,171509000.0,4490875.0,54173000.0,896613000.0
