symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfIntangibles,PurchaseOfPPE,ReceiptsfromCustomers,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
INT.MI,2019-12-31,12M,EUR,,,237000.0,,,,,,,,,,,,,35227000.0,,,,,,-18313000.0,53541000.0,,,,,,,,,,1160000.0,923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18313000.0,22137000.0,-1000.0,,31404000.0,,,,,,,,,,,,,,31404000.0,,1160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184000.0
INT.MI,2020-12-31,12M,EUR,,39233000.0,85781.0,,36195500.0,0.214186,43529968.0,,-1007372.0,3291000.0,11000.0,11000.0,-6313813.0,,,21981000.0,-17723363.0,-11546504.0,-22876153.0,-34422657.0,-17723363.0,-22876000.0,44857000.0,3291000.0,-6313813.0,69963000.0,,17866261.0,109028000.0,,,3114000.0,1007372.0,921591.0,,36195500.0,0.214186,7752586.0,2970899.0,,13742029.0,14749401.0,25806605.0,,,146672000.0,-6313813.0,-12199912.0,8017135.0,,74000.0,,27509603.0,1008000.0,1518112.0,1518112.0,105250.0,105250.0,-1517839.0,131623.0,155340000.0,-217010.0,146672000.0,,85377000.0,85377000.0,701000.0,,,10923000.0,-1301316.0,,0.0,85366000.0,7752586.0,7752586.0,9053902.0,,7752586.0,7752586.0,9053902.0,-45469.0,-1412862.0,-1412862.0,,5060000.0,-171541.0,69889000.0,,594000.0,97000.0,55000.0,15086883.0,8002660.162,-11192540.0,13616755.0,13892848.0,45375864.0,36195500.0,1000.0,-22876000.0,21627000.0,-1000.0,,23230000.0,16308000.0,13942000.0,293564.0,,,66583000.0,0.0,3114000.0,,12223917.0,,-85781.0,-921591.0,23230000.0,17866261.0,1007372.0,123175.0,123175.0,,,7753000.0,40312.0,750050.0,8784.0,8025919.0,36195500.0,-337482.0,69963000.0,69889000.0,-87407.838,3170015.0,0.259,3201000.0,-2429446.0,277734000.0,155340000.0,85377000.0,80886000.0,31483016.0,196848000.0,168708000.0,193734000.0,398515.0,45375864.0,3114000.0,-337482.0,-337482.0,,1392000.0,105914000.0,337482.0
INT.MI,2021-12-31,12M,EUR,428243.0,92065544.0,70373.0,39358489.0,36195500.0,0.2239,25806605.0,3995285.0,-506766.0,3290500.0,12837322.0,12837322.0,-19251334.0,12827723.0,9599.0,,-12969283.0,-68065463.0,71592589.0,3527126.0,-12969283.0,,,3290500.0,-19251334.0,53764991.0,-6517758.0,18553904.0,185173612.0,15263067.0,15263067.0,32088854.0,1046061.0,975688.0,82484668.0,36195500.0,0.2239,7196024.0,5994382.0,0.0,14306578.0,14306578.0,12837322.0,239788266.0,0.0,140550927.0,-25769092.0,12260514.0,8794127.0,0.0,60865.0,4532971.0,30359522.0,1046061.0,2487321.0,2487321.0,159334.0,159334.0,-2487321.0,610011.0,217197911.0,539295.0,140550927.0,0.0,148169853.0,148169853.0,3241798.0,10409.0,94826266.0,10085202.0,-1537364.0,5949480.0,-6517758.0,150595598.0,7196024.0,7196024.0,8733388.0,0.0,7196024.0,7196024.0,8733388.0,12679.0,-2327987.0,-2327987.0,,4532971.0,526616.0,53704126.0,384542.0,1294707.0,86675.0,92377.0,15830874.0,8322478.744,12260514.0,14687982.0,15671540.0,48913426.0,32144497.0,,,,,60865.0,,293073.0,2276279.0,322939.0,10678616.0,527277.0,24607089.0,0.0,16825787.0,51231300.0,11819257.0,0.0,-449072.0,0.0,,18553904.0,1046061.0,108420.0,108420.0,-6517758.0,502826.0,7196024.0,12679.0,526616.0,3815.0,8797942.0,36195500.0,-1524296.0,53764991.0,53704126.0,-397841.256,3085869.0,0.261,4432357.0,-3085869.0,332290697.0,201934844.0,163432920.0,63850193.0,33241886.0,268440504.0,147117085.0,236351650.0,851042.0,48913426.0,5718928.0,-1524296.0,-1524296.0,4051003.0,7909950.0,153084758.0,-24591.0
INT.MI,2022-12-31,12M,EUR,545686.0,73559583.0,,39380272.0,30044076.0,0.2176,11278772.0,3283309.0,-80439.0,3290500.0,13098468.0,13098468.0,-7874594.0,13085111.0,13357.0,,1232333.0,125587784.0,-124942493.0,645291.0,1232333.0,,,3290500.0,-7874594.0,51748302.0,-652187.0,14604266.0,111733486.0,15914200.0,15914200.0,28762257.0,,,50729314.0,30044076.0,0.2176,6537591.0,7978590.0,,11621553.0,11621553.0,12483329.0,174736612.0,0.0,85473207.0,-7874594.0,8167255.0,8808992.0,0.0,94308.0,3586273.0,25672559.0,1058379.0,1371719.0,1371719.0,412447.0,412447.0,-1371719.0,723391.0,123641935.0,859233.0,85473207.0,0.0,55979433.0,55979433.0,4128361.0,7467.0,79785137.0,10036123.0,-1064812.0,-21783.0,0.0,58795165.0,6537591.0,6537591.0,7602404.0,0.0,6537591.0,6537591.0,7602404.0,-80439.0,-1380992.0,-1380992.0,,3586273.0,939672.0,51653994.0,472365.0,1452908.0,71938.0,127770.0,13200061.0,7708843.936,8247694.0,12463227.0,13209332.0,40276825.0,31950384.0,-27776.0,,,,94308.0,,82822.0,1311873.0,449220.0,8138479.0,295497.0,20135317.0,0.0,12848057.0,300.0,10249834.0,0.0,-80439.0,0.0,,14604266.0,,116901.0,116901.0,-652187.0,520129.0,6537591.0,0.0,939672.0,14779.0,8823771.0,36195500.0,-1578508.0,51748302.0,51653994.0,-407255.064,2647430.0,0.258,4939818.0,-2647430.0,202895371.0,107727735.0,71893633.0,61784425.0,27067493.0,141110946.0,91161883.0,112348689.0,421720.0,40276825.0,4163892.0,-1578508.0,-1578508.0,4245116.0,8562137.0,82971229.0,146930.0
INT.MI,2023-12-31,12M,EUR,460898.0,57537797.0,113447.0,,32065968.0,0.077964,13098468.0,2571333.0,-54730.0,3290500.0,33421700.0,33421700.0,-17234359.0,33412876.0,8824.0,,20323233.0,10793562.0,14941577.0,25735139.0,20323233.0,,,3290500.0,-17234359.0,46092961.0,,15265646.0,110856045.0,8724444.0,8724444.0,17433906.0,1051426.0,937979.0,11890976.0,32065968.0,0.077964,2519033.0,7815388.0,,9069546.0,10120972.0,33421701.0,204394641.0,0.0,95957355.0,-9191698.0,28686250.0,9172836.0,0.0,149039.0,2757591.0,22037607.0,0.0,4912377.0,4912377.0,3543369.0,3543369.0,-4912378.0,4611327.0,176218027.0,773951.0,95957355.0,0.0,121400622.0,121400622.0,3933760.0,9024.0,80474033.0,9505608.0,-486808.0,,8042661.0,96703366.0,2519033.0,2519033.0,3005841.0,,2519033.0,2519033.0,3005841.0,-54730.0,-1688745.0,-1688745.0,-1.0,2757591.0,828682.0,45943922.0,407121.0,1441276.0,72000.0,164991.0,10775182.0,2992026.83,28740980.0,15540327.0,6497280.0,37303253.0,32065968.0,,,,,149039.0,,82667.0,1156266.0,516548.0,6138198.0,177234.0,16751000.0,0.0,8709462.0,300.0,4157169.0,0.0,-54730.0,0.0,,15265646.0,1051426.0,132762.0,132762.0,,654210.0,2519033.0,,828682.0,36863.0,9209699.0,32300000.0,-654210.0,46092961.0,45943922.0,-181216.17,1151328.0,0.277,3145248.0,-1151328.0,211651090.0,167493583.0,130125066.0,55598569.0,30805973.0,156052521.0,100795049.0,138618615.0,319737.0,37303253.0,2110366.0,-654210.0,-654210.0,234032.0,519476.0,93422139.0,
