symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
INT.MI,2019-12-31,12M,EUR,237000.0,,,,1160000.0,923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160000.0,,,,,,,,,,,,,,,184000.0
INT.MI,2020-12-31,12M,EUR,85781.0,36195500.0,0.214186,17866261.0,1007372.0,921591.0,36195500.0,0.214186,7752586.0,13742029.0,14749401.0,8017135.0,27509603.0,1008000.0,1518112.0,1518112.0,105250.0,105250.0,-1301316.0,7752586.0,7752586.0,9053902.0,,7752586.0,7752586.0,9053902.0,-1412862.0,-1412862.0,15086883.0,8002660.162,13616755.0,13892848.0,45375864.0,293564.0,0.0,12223917.0,17866261.0,1007372.0,123175.0,123175.0,,8784.0,8025919.0,-337482.0,-87407.838,3170015.0,0.259,31483016.0,398515.0,45375864.0,-337482.0,-337482.0,337482.0
INT.MI,2021-12-31,12M,EUR,70373.0,36195500.0,0.2239,18553904.0,1046061.0,975688.0,36195500.0,0.2239,7196024.0,14306578.0,14306578.0,8794127.0,30359522.0,1046061.0,2487321.0,2487321.0,159334.0,159334.0,-1537364.0,7196024.0,7196024.0,8733388.0,0.0,7196024.0,7196024.0,8733388.0,-2327987.0,-2327987.0,15830874.0,8322478.744,14687982.0,15671540.0,48913426.0,322939.0,0.0,11819257.0,18553904.0,1046061.0,108420.0,108420.0,502826.0,3815.0,8797942.0,-1524296.0,-397841.256,3085869.0,0.261,33241886.0,851042.0,48913426.0,-1524296.0,-1524296.0,-24591.0
INT.MI,2022-12-31,12M,EUR,,30044076.0,0.2176,14604266.0,,,30044076.0,0.2176,6537591.0,11621553.0,11621553.0,8808992.0,25672559.0,1058379.0,1371719.0,1371719.0,412447.0,412447.0,-1064812.0,6537591.0,6537591.0,7602404.0,0.0,6537591.0,6537591.0,7602404.0,-1380992.0,-1380992.0,13200061.0,7708843.936,12463227.0,13209332.0,40276825.0,449220.0,0.0,10249834.0,14604266.0,,116901.0,116901.0,520129.0,14779.0,8823771.0,-1578508.0,-407255.064,2647430.0,0.258,27067493.0,421720.0,40276825.0,-1578508.0,-1578508.0,146930.0
INT.MI,2023-06-30,TTM,EUR,,34252765.0,0.1231,,,,34252765.0,0.1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT.MI,2023-12-31,12M,EUR,113447.0,32065968.0,0.077964,15265646.0,1051426.0,937979.0,32065968.0,0.077964,2519033.0,9069546.0,10120972.0,9172836.0,22037607.0,0.0,4912377.0,4912377.0,3543369.0,3543369.0,-486808.0,2519033.0,2519033.0,3005841.0,,2519033.0,2519033.0,3005841.0,-1688745.0,-1688745.0,10775182.0,2992026.83,15540327.0,6497280.0,37303253.0,516548.0,0.0,4157169.0,15265646.0,1051426.0,132762.0,132762.0,654210.0,36863.0,9209699.0,-654210.0,-181216.17,1151328.0,0.277,30805973.0,319737.0,37303253.0,-654210.0,-654210.0,
INT.MI,2023-12-31,TTM,EUR,113447.0,32061368.0,0.077975,15265646.0,1051426.0,937979.0,32061368.0,0.077975,2519033.0,9069546.0,10120972.0,9172836.0,22037607.0,0.0,4912377.0,4912377.0,3543369.0,3543369.0,-486808.0,2519033.0,2519033.0,3005841.0,0.0,2519033.0,2519033.0,3005841.0,-1688745.0,-1688745.0,10775182.0,2992026.83,15540327.0,6497280.0,37303253.0,516548.0,0.0,4157169.0,15265646.0,1051426.0,132762.0,132762.0,654210.0,36863.0,9209699.0,-654210.0,-181216.17,1151328.0,0.277,30805973.0,319737.0,37303253.0,-654210.0,-654210.0,200000.0
