symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
SRI.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,2688000.0,,,,,,,,,25372000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1398000.0,,,,,,,,,,,,,,,,,
SRI.MI,2020-12-31,12M,EUR,76934000.0,62974000.0,-296258000.0,50229000.0,-5798000.0,32943000.0,30259000.0,4441000.0,4441000.0,4419000.0,22000.0,30259000.0,116351000.0,6573000.0,93703000.0,3441000.0,80866000.0,84307000.0,1478000.0,184458000.0,1523000.0,2209000.0,3018000.0,65639000.0,70877000.0,68772000.0,465079000.0,7996000.0,223977000.0,3018000.0,24582000.0,29502000.0,26760000.0,56262000.0,24582000.0,4804000.0,153244000.0,2235000.0,103185000.0,168821000.0,45474000.0,,8091000.0,2500000.0,9582000.0,30258991.0,,81000.0,,5238000.0,267000.0,18485000.0,262070000.0,10121000.0,98191000.0,67000.0,,43192000.0,61827000.0,31809451.0,116351000.0,45474000.0,6693000.0,379097000.0,143111000.0,140569000.0,118586000.0,260511000.0,285394000.0,76053000.0,2772000.0,2905000.0,1550460.0,-90755000.0
SRI.MI,2021-12-31,12M,EUR,75685000.0,65139000.0,-308166000.0,49675000.0,-5866000.0,30572000.0,29809000.0,3217000.0,3217000.0,3196000.0,21000.0,29809000.0,119684000.0,6774000.0,94308000.0,3285000.0,72966000.0,76251000.0,1360000.0,175640000.0,1526000.0,,3305000.0,62684000.0,67161000.0,71005000.0,471492000.0,8408000.0,224113000.0,3305000.0,27486000.0,27287000.0,31463000.0,58750000.0,27486000.0,4834000.0,149532000.0,1435000.0,101212000.0,163326000.0,52523000.0,,8349000.0,2107000.0,8338000.0,29809043.0,,12000.0,,4477000.0,293000.0,18152000.0,275923000.0,9601000.0,96854000.0,719000.0,,39263000.0,69984000.0,31809451.0,119684000.0,52523000.0,6583000.0,371176000.0,151147000.0,135001000.0,121119000.0,250057000.0,276868000.0,74417000.0,3017000.0,388000.0,2000408.0,-81332000.0
SRI.MI,2022-12-31,12M,EUR,85077000.0,67520000.0,-324180000.0,49439000.0,-5519000.0,30628000.0,29432000.0,18165000.0,18165000.0,18141000.0,24000.0,29432000.0,130470000.0,8306000.0,116135000.0,3406000.0,78354000.0,81760000.0,1569000.0,188918000.0,2097000.0,,3113000.0,62394000.0,66177000.0,73039000.0,488959000.0,8553000.0,244086000.0,3113000.0,,27222000.0,35262000.0,62484000.0,33067000.0,6386000.0,157759000.0,3003000.0,95451000.0,164779000.0,64293000.0,,11309000.0,2870000.0,8055000.0,29432100.0,-1000.0,13000.0,,3783000.0,313000.0,16440000.0,280393000.0,13514000.0,104334000.0,0.0,,42501000.0,79038000.0,31809451.0,130470000.0,64293000.0,6815000.0,403037000.0,165732000.0,144244000.0,133473000.0,269564000.0,286902000.0,80646000.0,2817000.0,851000.0,2377351.0,-72783000.0
SRI.MI,2023-12-31,12M,EUR,87631000.0,75141000.0,-340219000.0,49400000.0,-5844000.0,31511000.0,29302000.0,4731000.0,4731000.0,4672000.0,59000.0,29302000.0,135566000.0,11984000.0,111043000.0,3993000.0,59209000.0,63202000.0,1624000.0,175798000.0,1783000.0,,2938000.0,61438000.0,64495000.0,80985000.0,506692000.0,9244000.0,233642000.0,2938000.0,,27518000.0,38867000.0,66385000.0,33023000.0,7494000.0,164047000.0,2977000.0,93345000.0,166473000.0,71071000.0,,12467000.0,2933000.0,7389000.0,29301699.0,,14000.0,1000.0,3057000.0,528000.0,19028000.0,285350000.0,13631000.0,109427000.0,0.0,,45311000.0,85312000.0,31809451.0,135566000.0,71071000.0,6672000.0,399007000.0,174433000.0,129587000.0,138543000.0,260464000.0,287964000.0,84666000.0,2768000.0,465000.0,2507752.0,-64755000.0
