asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,RetainedEarnings,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2022-12-31,3M,EUR,,,,49439000.0,-5519000.0,,,,30628000.0,,,,18141000.0,24000.0,,,,,,3406000.0,,,,,,,,,,,,,,3113000.0,,,73039000.0,,,,,,,,,3113000.0,,27222000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,3M,EUR,85632000.0,79337000.0,-336520000.0,,,299000.0,29432100.0,0.06972,,29432000.0,4567000.0,4567000.0,,,29432000.0,133384000.0,10489000.0,33708000.0,118167000.0,,80277000.0,80277000.0,3170000.0,186584000.0,2030000.0,14125000.0,13826000.0,29432100.0,0.06972,2052000.0,3509000.0,17634000.0,163163446.0,,62409000.0,66005000.0,,504030000.0,38847000.0,1253000.0,1253000.0,237000.0,237000.0,8527000.0,281065000.0,,37039000.0,,67404000.0,67404000.0,37039000.0,6395000.0,159130000.0,37084446.0,3501000.0,-259000.0,143114000.0,2052000.0,2052000.0,2311000.0,2052000.0,2052000.0,2311000.0,-1618000.0,-1618000.0,167510000.0,67379000.0,11845000.0,3045000.0,7993000.0,17496000.0,1947120.0,37811000.0,1036000.0,72555000.0,29432100.0,,,,3596000.0,758000.0,2853000.0,445000.0,16378000.0,289242000.0,13495000.0,-38000.0,0.0,103692000.0,0.0,2256000.0,45169000.0,33708000.0,14125000.0,,2052000.0,31809451.0,-247000.0,133384000.0,67379000.0,33120.0,-55000.0,0.24,9071000.0,409161000.0,200788000.0,147681000.0,136885000.0,71519000.0,272276000.0,290994000.0,85692000.0,3604000.0,602000.0,72555000.0,1682000.0,138000.0,138000.0,855000.0,2377351.0,-68417000.0,285000.0
2023-06-30,3M,EUR,84909000.0,77338000.0,-350548000.0,49421000.0,-5873000.0,315000.0,,,,29379000.0,11388000.0,11388000.0,,,29379000.0,133610000.0,11183000.0,31079000.0,118117000.0,,74948000.0,74948000.0,2723000.0,183114000.0,2029000.0,14177000.0,13862000.0,,,609000.0,2133000.0,16310000.0,182482256.0,,61879000.0,65301000.0,83211000.0,516271000.0,40212000.0,1474000.0,1474000.0,257000.0,257000.0,8738000.0,277199000.0,,36193000.0,,68641000.0,68641000.0,36193000.0,6737000.0,160667000.0,39368256.0,2823000.0,38000.0,132201000.0,609000.0,609000.0,571000.0,609000.0,609000.0,571000.0,-1760000.0,-1760000.0,165723000.0,68309000.0,12131000.0,2743000.0,8015000.0,18447000.0,2460634.294385,34326000.0,5886000.0,71291000.0,29379296.0,,,,3422000.0,2678000.0,-371000.0,453000.0,18100000.0,299194000.0,12694000.0,46000.0,0.0,104887000.0,0.0,659000.0,45227000.0,31079000.0,14177000.0,,82121000.0,31809451.0,-2493000.0,133610000.0,68309000.0,-285365.705615,88000.0,0.133536,5236000.0,406143000.0,202251000.0,143589000.0,136433000.0,65405000.0,269710000.0,288026000.0,86596000.0,3759000.0,543000.0,71291000.0,1878000.0,-2137000.0,-2137000.0,460000.0,2430155.0,-64997000.0,550000.0
2023-09-30,3M,EUR,81448000.0,79014000.0,-362249000.0,,,322000.0,,,,29317000.0,4165000.0,4165000.0,,,29317000.0,136967000.0,10567000.0,30131000.0,112250000.0,,71737000.0,71737000.0,2135000.0,177425000.0,1958000.0,13664000.0,13342000.0,,,2946000.0,5125000.0,18789000.0,168114875.0,,61778000.0,65009000.0,,527964000.0,41070000.0,1743000.0,1743000.0,271000.0,271000.0,8788000.0,272235000.0,,35883000.0,,63531000.0,63531000.0,35883000.0,6965000.0,163408000.0,35913875.0,3317000.0,60000.0,131103000.0,2946000.0,2946000.0,2886000.0,2946000.0,2946000.0,2886000.0,-3386000.0,-3386000.0,165715000.0,71958000.0,12245000.0,2973000.0,7992000.0,18540000.0,2733518.036665,37953000.0,3117000.0,71201000.0,29317449.0,,14000.0,,3231000.0,579000.0,3308000.0,771000.0,19365000.0,308454000.0,12945000.0,589000.0,0.0,102690000.0,0.0,3382000.0,45535000.0,30131000.0,13664000.0,902000.0,5607000.0,31809451.0,247000.0,136967000.0,71958000.0,36518.036665,496000.0,0.146659,5203000.0,399633000.0,200498000.0,135268000.0,140284000.0,68084000.0,259349000.0,287383000.0,81924000.0,5131000.0,1914000.0,71201000.0,1877000.0,249000.0,249000.0,463000.0,2492002.0,-65175000.0,-1738000.0
2023-12-31,3M,EUR,87631000.0,75141000.0,-340219000.0,49400000.0,-5844000.0,335000.0,,,31511000.0,29302000.0,4731000.0,4731000.0,4672000.0,59000.0,29302000.0,135566000.0,11984000.0,32360000.0,111043000.0,3993000.0,59209000.0,63202000.0,1624000.0,175798000.0,1783000.0,13720000.0,13385000.0,,,-144000.0,3647000.0,17367000.0,180329854.0,2938000.0,61438000.0,64495000.0,80985000.0,506692000.0,40508000.0,3833000.0,3833000.0,291000.0,291000.0,9244000.0,233642000.0,2938000.0,,27518000.0,38867000.0,66385000.0,33023000.0,7494000.0,164047000.0,49226854.0,2977000.0,293000.0,93345000.0,-144000.0,-144000.0,-437000.0,-144000.0,-144000.0,-437000.0,-2195000.0,-2195000.0,166473000.0,71071000.0,12467000.0,2933000.0,7389000.0,14685000.0,-2182320.0,38604000.0,1904000.0,72868000.0,29301699.0,,14000.0,1000.0,3057000.0,528000.0,-2593000.0,-1177000.0,19028000.0,285350000.0,13631000.0,-295000.0,0.0,109427000.0,0.0,-186000.0,45311000.0,32360000.0,13720000.0,,85312000.0,31809451.0,3040000.0,135566000.0,71071000.0,643680.0,251000.0,0.24,6672000.0,399007000.0,174433000.0,129587000.0,138543000.0,70964000.0,260464000.0,287964000.0,84666000.0,2506000.0,-1347000.0,72868000.0,2768000.0,2682000.0,2682000.0,465000.0,2507752.0,-64755000.0,54000.0
2024-03-31,3M,EUR,85998000.0,80534000.0,-352511000.0,,,227000.0,29214149.0,0.074929,,29214000.0,4342000.0,4342000.0,,,29214000.0,137542000.0,11759000.0,31052000.0,117905000.0,,59453000.0,59453000.0,2917000.0,169276000.0,1722000.0,13812000.0,13585000.0,29214149.0,0.074929,2189000.0,5184000.0,18996000.0,174965983.0,,61241000.0,64136000.0,,521426000.0,42356000.0,2151000.0,2151000.0,284000.0,284000.0,9109000.0,277203000.0,,37282000.0,,80208000.0,80208000.0,37282000.0,7851000.0,165556000.0,50109983.0,3444000.0,-223000.0,135319000.0,2189000.0,2189000.0,2412000.0,2189000.0,2189000.0,2412000.0,-2775000.0,-2775000.0,168915000.0,73406000.0,12262000.0,3055000.0,7216000.0,18333000.0,1661747.774481,38659000.0,3697000.0,73408000.0,29214149.0,,,,2895000.0,506000.0,1463000.0,383000.0,18091000.0,298292000.0,12343000.0,192000.0,0.0,107124000.0,0.0,3033000.0,45819000.0,31052000.0,13812000.0,,2189000.0,31809451.0,-339000.0,137542000.0,73406000.0,135747.774481,621000.0,0.204748,8660000.0,409060000.0,217750000.0,139661000.0,140986000.0,69711000.0,268074000.0,291155000.0,98798000.0,5013000.0,908000.0,73408000.0,3035000.0,663000.0,663000.0,468000.0,2595302.0,-51371000.0,147000.0
