asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,51349000.0,,,,,,,,,-5152000.0,,,,,,,,,,,,,,,,,,,,,,,,-1544000.0,51349000.0,,,,2688000.0,,,,,,,,,,,,,,-482000.0,,,,,,,,,,,,,,,,25372000.0,,,,,,,-2358000.0,,,,,,,-1940000.0,,,,,,,,,,,,,,,,,-1940000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1398000.0,,,-1940000.0,-1527000.0,-2133000.0,,,,2941000.0,-2358000.0,,,,137000.0,137000.0,,8040000.0,-2358000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,76934000.0,62974000.0,-296258000.0,50229000.0,-5798000.0,1638000.0,53013000.0,30481000.0,0.09,7141000.0,-55163000.0,32943000.0,30259000.0,4441000.0,4441000.0,-4738000.0,4419000.0,22000.0,-913000.0,-1597000.0,-7654000.0,9110000.0,1760000.0,1619000.0,-913000.0,30259000.0,-4738000.0,116351000.0,0.0,-1645000.0,6573000.0,103581000.0,93703000.0,3441000.0,80866000.0,84307000.0,1478000.0,184458000.0,1523000.0,,,53013000.0,53013000.0,51375000.0,2209000.0,30481000.0,0.09,2761000.0,903000.0,5320000.0,58333000.0,-1787000.0,4441000.0,207247060.0,3018000.0,-1881000.0,-1477000.0,-1160000.0,,65639000.0,70877000.0,68772000.0,465079000.0,136579000.0,4122000.0,4122000.0,1201000.0,1201000.0,-4595000.0,890000.0,7996000.0,223977000.0,-52718000.0,3018000.0,24582000.0,0.0,16222000.0,29502000.0,26760000.0,56262000.0,,-11066000.0,24582000.0,4804000.0,153244000.0,64149060.0,2235000.0,-193000.0,,-1645000.0,103185000.0,2761000.0,2761000.0,2954000.0,2761000.0,2761000.0,1198000.0,2954000.0,-911000.0,-2472000.0,1960000.0,5156000.0,-11066000.0,-2472000.0,2947000.0,-418000.0,168821000.0,-54252000.0,16222000.0,45474000.0,,8091000.0,2500000.0,9582000.0,59385000.0,3560520.0,53686000.0,137122000.0,-543000.0,240160000.0,30258991.0,,81000.0,,5238000.0,3117000.0,267000.0,5467000.0,2482000.0,18485000.0,262070000.0,10121000.0,,0.0,98191000.0,-221000.0,67000.0,,1198000.0,43192000.0,,-911000.0,,-54252000.0,103581000.0,53013000.0,2419000.0,-11066000.0,-1645000.0,61827000.0,1960000.0,,,31809451.0,16222000.0,,-1052000.0,116351000.0,45474000.0,-252480.0,-1756000.0,0.24,6693000.0,-557000.0,379097000.0,143111000.0,140569000.0,118586000.0,240703000.0,260511000.0,285394000.0,76053000.0,3873000.0,-449000.0,240160000.0,2772000.0,-1052000.0,-1052000.0,2905000.0,1550460.0,-90755000.0,1052000.0
2021-12-31,12M,EUR,75685000.0,65139000.0,-308166000.0,49675000.0,-5866000.0,1524000.0,54617000.0,29994000.0,0.25,4441000.0,-57828000.0,30572000.0,29809000.0,3217000.0,3217000.0,-67000.0,3196000.0,21000.0,-1092000.0,-445000.0,-3356000.0,2258000.0,-7938000.0,-9481000.0,-1092000.0,29809000.0,-67000.0,119684000.0,0.0,-1004000.0,6774000.0,112179000.0,94308000.0,3285000.0,72966000.0,76251000.0,1360000.0,175640000.0,1526000.0,,,54617000.0,54617000.0,53093000.0,,29994000.0,0.25,7500000.0,428000.0,12621000.0,67238000.0,-132000.0,3217000.0,201463764.0,3305000.0,21000.0,-10497000.0,-5078000.0,,62684000.0,67161000.0,71005000.0,471492000.0,144515000.0,4447000.0,4447000.0,654000.0,654000.0,-4907000.0,333000.0,8408000.0,224113000.0,-48444000.0,3305000.0,27486000.0,0.0,2854000.0,27287000.0,31463000.0,58750000.0,2854000.0,,27486000.0,4834000.0,149532000.0,61853764.0,1435000.0,263000.0,,-1004000.0,101212000.0,7500000.0,7500000.0,7237000.0,7500000.0,7500000.0,8174000.0,7237000.0,-786000.0,-3886000.0,-571000.0,2116000.0,2854000.0,-3886000.0,2644000.0,9527000.0,163326000.0,-57042000.0,-738000.0,52523000.0,,8349000.0,2107000.0,8338000.0,65172000.0,5670829.214583,47331000.0,140809000.0,3706000.0,256694000.0,29809043.0,,12000.0,,4477000.0,4185000.0,293000.0,3998000.0,-386000.0,18152000.0,275923000.0,9601000.0,-2563000.0,0.0,96854000.0,1043000.0,719000.0,,8174000.0,39263000.0,,-786000.0,-571000.0,-57042000.0,112179000.0,54617000.0,,-738000.0,-1004000.0,69984000.0,,,,31809451.0,,-738000.0,2066000.0,119684000.0,52523000.0,236829.214583,937000.0,0.114632,6583000.0,-517000.0,371176000.0,151147000.0,135001000.0,121119000.0,252988000.0,250057000.0,276868000.0,74417000.0,9770000.0,93000.0,256694000.0,3017000.0,2066000.0,2066000.0,388000.0,2000408.0,-81332000.0,497000.0
2022-12-31,12M,EUR,85077000.0,67520000.0,-324180000.0,49439000.0,-5519000.0,1281000.0,56900000.0,29556000.0,0.13,3217000.0,-51384000.0,30628000.0,29432000.0,18165000.0,18165000.0,,18141000.0,24000.0,14899000.0,19000.0,-2910000.0,11673000.0,-4967000.0,3815000.0,14899000.0,29432000.0,0.0,130470000.0,433000.0,-613000.0,8306000.0,128400000.0,116135000.0,3406000.0,78354000.0,81760000.0,1569000.0,188918000.0,2097000.0,,56900000.0,56900000.0,56900000.0,55619000.0,,29556000.0,0.13,3833000.0,346000.0,6658000.0,63558000.0,49000.0,18165000.0,167696518.0,3113000.0,8935000.0,4998000.0,-3542000.0,,62394000.0,66177000.0,73039000.0,488959000.0,141913000.0,4754000.0,4754000.0,811000.0,811000.0,-5263000.0,393000.0,8553000.0,244086000.0,-50418000.0,3113000.0,,433000.0,14112000.0,27222000.0,35262000.0,62484000.0,3649000.0,,33067000.0,6386000.0,157759000.0,34886518.0,3003000.0,405000.0,,-180000.0,95451000.0,3833000.0,3833000.0,3428000.0,3833000.0,3833000.0,1904000.0,3428000.0,-551000.0,-3898000.0,620000.0,14112000.0,3649000.0,-3898000.0,-1438000.0,,164779000.0,-50833000.0,10463000.0,64293000.0,,11309000.0,2870000.0,8055000.0,58981000.0,354480.0,56382000.0,144345000.0,-2432000.0,270313000.0,29432100.0,-1000.0,13000.0,,3783000.0,3571000.0,313000.0,3661000.0,332000.0,16440000.0,280393000.0,13514000.0,-2255000.0,0.0,104334000.0,1598000.0,0.0,,1904000.0,42501000.0,,-551000.0,,-50833000.0,128400000.0,56900000.0,,,-613000.0,79038000.0,620000.0,,,31809451.0,10463000.0,,4577000.0,130470000.0,64293000.0,1098480.0,-1524000.0,0.24,6815000.0,-785000.0,403037000.0,165732000.0,144244000.0,133473000.0,272745000.0,269564000.0,286902000.0,80646000.0,2928000.0,-45000.0,270313000.0,2817000.0,4577000.0,4577000.0,851000.0,2377351.0,-72783000.0,-2322000.0
2023-12-31,12M,EUR,87631000.0,75141000.0,-340219000.0,49400000.0,-5844000.0,1271000.0,,29369000.0,0.19,18165000.0,-51771000.0,31511000.0,29302000.0,4731000.0,4731000.0,-12000.0,4672000.0,59000.0,-13422000.0,-589000.0,2307000.0,5953000.0,-12101000.0,-4430000.0,-13422000.0,29302000.0,-12000.0,135566000.0,0.0,-170000.0,11984000.0,127278000.0,111043000.0,3993000.0,59209000.0,63202000.0,1624000.0,175798000.0,1783000.0,,55686000.0,55686000.0,55686000.0,54415000.0,,29369000.0,0.19,5463000.0,419000.0,14414000.0,70100000.0,-12000.0,4731000.0,180329854.0,2938000.0,-17845000.0,4138000.0,-2931000.0,,61438000.0,64495000.0,80985000.0,506692000.0,160637000.0,8303000.0,8303000.0,1056000.0,1056000.0,-10213000.0,657000.0,9244000.0,233642000.0,-51486000.0,2938000.0,,0.0,1017000.0,27518000.0,38867000.0,66385000.0,1017000.0,,33023000.0,7494000.0,164047000.0,49226854.0,2977000.0,132000.0,,-170000.0,93345000.0,5463000.0,5463000.0,5331000.0,5463000.0,5463000.0,6111000.0,5331000.0,-540000.0,-8959000.0,-134000.0,-13385000.0,1017000.0,-8959000.0,-491000.0,,166473000.0,-51231000.0,-14402000.0,71071000.0,,12467000.0,2933000.0,7389000.0,69168000.0,4649959.253805,55909000.0,148694000.0,11943000.0,287915000.0,29301699.0,,14000.0,1000.0,3057000.0,11256000.0,528000.0,3197000.0,492000.0,19028000.0,285350000.0,13631000.0,302000.0,0.0,109427000.0,796000.0,0.0,,6111000.0,45311000.0,,,-134000.0,-51231000.0,127278000.0,55686000.0,,-14402000.0,-170000.0,85312000.0,,,,31809451.0,,-14402000.0,932000.0,135566000.0,71071000.0,118959.253805,780000.0,0.127639,6672000.0,-333000.0,399007000.0,174433000.0,129587000.0,138543000.0,275972000.0,260464000.0,287964000.0,84666000.0,15000000.0,1712000.0,287915000.0,2768000.0,932000.0,932000.0,465000.0,2507752.0,-64755000.0,-1234000.0
