symbol,asOfDate,periodType,currencyCode,NetIncome
SRI.MI,2023-03-31,3M,EUR,2052000.0
SRI.MI,2023-06-30,3M,EUR,609000.0
SRI.MI,2023-09-30,3M,EUR,2946000.0
SRI.MI,2023-12-31,3M,EUR,-144000.0
SRI.MI,2024-03-31,3M,EUR,2189000.0
SRI.MI,2024-03-31,TTM,EUR,5600000.0
